objectid,cat1,cat2,cat3,cat3,cat4,cat5
1658,Idea Development Company (IDEVCO), LA Producers Partnership,NaN,NaN,NaN,NaN
1659,Transportation,NaN,NaN,NaN,NaN,NaN
1661,strategy, Dice, Political, Puzzle,NaN,NaN
1664,Childrens Game, Racing,NaN,NaN,NaN,NaN
1667,Expansion for Base-game, War, War,NaN,NaN,NaN
1670,card, Expansion for Base-game, War, War, War,NaN
1671,card, Expansion for Base-game, War, War, War,NaN
1675,card, Expansion for Base-game, Negotiation, Political, Sci_Fi,NaN
1676,Expansion for Base-game, Fantasy, Fighting, Miniatures, Sports,NaN
1677,strategy, card, Expansion for Base-game,NaN,NaN,NaN
1683,Adaptation,NaN,NaN,NaN,NaN,NaN
1685,Expansion for Base-game,NaN,NaN,NaN,NaN,NaN
1689,Economic, Adaptation,NaN,NaN,NaN,NaN
1704,Bluffing, War,NaN,NaN,NaN,NaN
1728,Dexterity, Childrens Game, Real-time,NaN,NaN,NaN
1732,Exploration, Memory,NaN,NaN,NaN,NaN
1733,Word Game,NaN,NaN,NaN,NaN,NaN
1734,Fantasy, Medieval, Miniatures, Negotiation, War,NaN
1736,Adventure, Expansion for Base-game, Exploration, Fantasy, Fighting,NaN
1737,Adventure, Expansion for Base-game, Exploration, Fantasy, Fighting,NaN
1739,Adventure, Expansion for Base-game, Exploration, Fantasy, Fighting,NaN
1740,Adventure, Expansion for Base-game, Exploration, Fantasy, Fighting,NaN
1741,Adventure, Expansion for Base-game, Exploration, Fantasy, Fighting,NaN
1743,Adventure, Expansion for Base-game, Exploration, Fantasy, Fighting,NaN
1745,Adventure, Expansion for Base-game, Exploration, Fantasy, Fighting, Maze
1746,Adventure, Expansion for Base-game, Exploration, Fantasy, Fighting, Maze
1747,Adaptation, Party Game, Trivia,NaN,NaN,NaN
1752,card,NaN,NaN,NaN,NaN,NaN
1754,Splotter Spellen,NaN,NaN,NaN,NaN,NaN
1755,Farming,NaN,NaN,NaN,NaN,NaN
1756,Splotter Spellen,NaN,NaN,NaN,NaN,NaN
1759,Adventure, Expansion for Base-game, Exploration, Fantasy, Fighting,NaN
1761,Expansion for Base-game, Exploration, Fantasy, Fighting,NaN,NaN
1762,Expansion for Base-game, Exploration, Fantasy, Fighting,NaN,NaN
1763,Expansion for Base-game, Exploration, Fantasy, Fighting,NaN,NaN
1764,Expansion for Base-game, Exploration, Fantasy, Fighting,NaN,NaN
1765,Expansion for Base-game, Exploration, Fantasy, Fighting, Miniatures,NaN
1767,Expansion for Base-game, Exploration, Fantasy, Fighting,NaN,NaN
1774,Adaptation, Trivia,NaN,NaN,NaN,NaN
1775,Deduction, Adaptation, Puzzle, Word Game,NaN,NaN
1776,Expansion for Base-game, Fantasy, Political, War,NaN,NaN
1777,Adventure, Exploration, Fantasy, Miniatures,NaN,NaN
1778,Adventure, Expansion for Base-game, Exploration, Fantasy, Miniatures,NaN
1786,Fighting, Prehistoric, War,NaN,NaN,NaN
1787,card, Fantasy, Fighting, Medieval,NaN,NaN
1788,card,NaN,NaN,NaN,NaN,NaN
1789,Ancient, Economic, Negotiation, Political, War,NaN
1791,Civilization, Exploration,NaN,NaN,NaN,NaN
1795,Expansion for Base-game, War, Territory Building, War,NaN,NaN
1798,card, Dice,NaN,NaN,NaN,NaN
1801,(Unknown),NaN,NaN,NaN,NaN,NaN
1807,card,NaN,NaN,NaN,NaN,NaN
1808,card,NaN,NaN,NaN,NaN,NaN
1809,Racing,NaN,NaN,NaN,NaN,NaN
1813,strategy, City Building,NaN,NaN,NaN,NaN
1828,card,NaN,NaN,NaN,NaN,NaN
1834,Awesome Games,NaN,NaN,NaN,NaN,NaN
1838,Adaptation, Trivia,NaN,NaN,NaN,NaN
1839,card, Childrens Game, Dice,NaN,NaN,NaN
1843,Coldicutt Games,NaN,NaN,NaN,NaN,NaN
1845,Theta,NaN,NaN,NaN,NaN,NaN
1846,Dice,NaN,NaN,NaN,NaN,NaN
1848,card, Dice,NaN,NaN,NaN,NaN
1849,Real-time, Word Game,NaN,NaN,NaN,NaN
1850,Edition Perlhuhn (Gu00f6ttinger Spiele),NaN,NaN,NaN,NaN,NaN
1851,Economic, Fantasy, Fighting, Negotiation, Transportation,NaN
1852,Trivia,NaN,NaN,NaN,NaN,NaN
1854,Party Game, Trivia,NaN,NaN,NaN,NaN
1856,Party Game, Trivia,NaN,NaN,NaN,NaN
1858,card, Childrens Game, Deduction, Mafia,NaN,NaN
1862,Medieval, Negotiation,NaN,NaN,NaN,NaN
1863,Deduction, murder_mystery,NaN,NaN,NaN,NaN
1864,Dexterity, Bluffing, Adaptation, Party Game,NaN,NaN
1868,card, Economic, Renaissance,NaN,NaN,NaN
1870,American West, Economic, Trains, Transportation,NaN,NaN
1872,War,NaN,NaN,NaN,NaN,NaN
1880,Adventure, Dice, Exploration, Fantasy,NaN,NaN
1882,Arabian, Racing,NaN,NaN,NaN,NaN
1885,Arabian,NaN,NaN,NaN,NaN,NaN
1889,Political,NaN,NaN,NaN,NaN,NaN
1893,strategy,NaN,NaN,NaN,NaN,NaN
1895,Ancient, Expansion for Base-game, War, War,NaN,NaN
1900,Expansion for Base-game, Fighting, Horror, Zombies,NaN,NaN
1903,Bluffing, Deduction, secret_agent,NaN,NaN,NaN
1904,card, Economic, Expansion for Base-game, Exploration, Adaptation, Negotiation
1911,Bluffing, card,NaN,NaN,NaN,NaN
1914,strategy, Fantasy,NaN,NaN,NaN,NaN
1918,card,NaN,NaN,NaN,NaN,NaN
1921,Adventure, War, Transportation,NaN,NaN,NaN
1928,Economic, Print & Play, Territory Building,NaN,NaN,NaN
1929,Fighting, War, War,NaN,NaN,NaN
1930,Negotiation, Political,NaN,NaN,NaN,NaN
1944,Bluffing, card,NaN,NaN,NaN,NaN
1948,Party Game, Word Game,NaN,NaN,NaN,NaN
1949,Adventure, Exploration, Sci_Fi,NaN,NaN,NaN
1951,Word Game,NaN,NaN,NaN,NaN,NaN
1955,Dice, Fighting, Adaptation, Sci_Fi,NaN,NaN
1966,Expansion for Base-game, Racing, Sci_Fi,NaN,NaN,NaN
1967,Expansion for Base-game, Racing, Sci_Fi,NaN,NaN,NaN
1968,Expansion for Base-game, Racing, Sci_Fi,NaN,NaN,NaN
1971,card,NaN,NaN,NaN,NaN,NaN
1976,card,NaN,NaN,NaN,NaN,NaN
1978,card, Racing,NaN,NaN,NaN,NaN
1979,card,NaN,NaN,NaN,NaN,NaN
1980,Childrens Game, Dice,NaN,NaN,NaN,NaN
1988,American West,NaN,NaN,NaN,NaN,NaN
1990,Economic, Negotiation, Political,NaN,NaN,NaN
1995,Transportation,NaN,NaN,NaN,NaN,NaN
1999,Alga,NaN,NaN,NaN,NaN,NaN
2005,Expansion for Base-game,NaN,NaN,NaN,NaN,NaN
2006,strategy,NaN,NaN,NaN,NaN,NaN
2007,Political,NaN,NaN,NaN,NaN,NaN
2008,Piatnik,NaN,NaN,NaN,NaN,NaN
2009,Adaptation,NaN,NaN,NaN,NaN,NaN
2013,Childrens Game, Memory,NaN,NaN,NaN,NaN
2015,strategy,NaN,NaN,NaN,NaN,NaN
2017,Racing,NaN,NaN,NaN,NaN,NaN
2018,card,NaN,NaN,NaN,NaN,NaN
2019,Party Game,NaN,NaN,NaN,NaN,NaN
2020,Schmidt Spiele,NaN,NaN,NaN,NaN,NaN
2021,card, Fantasy,NaN,NaN,NaN,NaN
2026,card, Dice,NaN,NaN,NaN,NaN
2027,Ancient, card,NaN,NaN,NaN,NaN
2028,card,NaN,NaN,NaN,NaN,NaN
2029,Bluffing, card,NaN,NaN,NaN,NaN
2032,Adaptation, Word Game,NaN,NaN,NaN,NaN
2034,Memory, Adaptation, Trivia,NaN,NaN,NaN
2035,Adaptation, Trivia,NaN,NaN,NaN,NaN
2039,strategy,NaN,NaN,NaN,NaN,NaN
2041,Racing, Sports,NaN,NaN,NaN,NaN
2045,Civilization, Exploration, Farming, Fighting, Political, Prehistoric
2046,Fantasy, War,NaN,NaN,NaN,NaN
2048,card, Childrens Game, Sci_Fi,NaN,NaN,NaN
2050,Expansion for Base-game,NaN,NaN,NaN,NaN,NaN
2053,Dice, Expansion for Base-game, Exploration, Fantasy, Fighting, Miniatures
2054,strategy,NaN,NaN,NaN,NaN,NaN
2056,strategy,NaN,NaN,NaN,NaN,NaN
2057,Aviation, card, Expansion for Base-game, Sci_Fi,NaN,NaN
2058,Ancient, Civilization, Economic, Expansion for Base-game, Negotiation,NaN
2059,Aviation, Transportation,NaN,NaN,NaN,NaN
2062,card,NaN,NaN,NaN,NaN,NaN
2064,card, Expansion for Base-game, Fantasy,NaN,NaN,NaN
2067,card,NaN,NaN,NaN,NaN,NaN
2071,card,NaN,NaN,NaN,NaN,NaN
2084,Deduction, murder_mystery, Adaptation,NaN,NaN,NaN
2107,strategy, Dice, Fantasy, Sports,NaN,NaN
2108,Sci_Fi,NaN,NaN,NaN,NaN,NaN
2109,Racing,NaN,NaN,NaN,NaN,NaN
2117,card, Dice, Party Game,NaN,NaN,NaN
2118,card, Adaptation, secret_agent,NaN,NaN,NaN
2124,Economic, industry_manuf, Negotiation,NaN,NaN,NaN
2141,strategy,NaN,NaN,NaN,NaN,NaN
2142,strategy, Game System,NaN,NaN,NaN,NaN
2145,strategy, Medieval,NaN,NaN,NaN,NaN
2152,card,NaN,NaN,NaN,NaN,NaN
2155,Trains,NaN,NaN,NaN,NaN,NaN
2158,Dexterity, Sports,NaN,NaN,NaN,NaN
2167,card,NaN,NaN,NaN,NaN,NaN
2177,card,NaN,NaN,NaN,NaN,NaN
2182,Bluffing, card,NaN,NaN,NaN,NaN
2185,card,NaN,NaN,NaN,NaN,NaN
2187,Fantasy,NaN,NaN,NaN,NaN,NaN
2188,card, Fantasy,NaN,NaN,NaN,NaN
2191,Bluffing, card,NaN,NaN,NaN,NaN
2202,strategy,NaN,NaN,NaN,NaN,NaN
2204,Bluffing, Expansion for Base-game, murder_mystery,NaN,NaN,NaN
2208,strategy,NaN,NaN,NaN,NaN,NaN
2219,strategy,NaN,NaN,NaN,NaN,NaN
2220,card, Economic, Exploration, Political, Sci_Fi, War
2221,strategy, Childrens Game,NaN,NaN,NaN,NaN
2222,card,NaN,NaN,NaN,NaN,NaN
2227,Negotiation,NaN,NaN,NaN,NaN,NaN
2231,strategy,NaN,NaN,NaN,NaN,NaN
2233,strategy,NaN,NaN,NaN,NaN,NaN
2237,Aviation, card,NaN,NaN,NaN,NaN
2239,card,NaN,NaN,NaN,NaN,NaN
2241,Adult, Trivia,NaN,NaN,NaN,NaN
2255,strategy, card,NaN,NaN,NaN,NaN
2257,Bluffing, card, Dice, Racing,NaN,NaN
2261,Age of Reason, American Revolutionary War, War,NaN,NaN,NaN
2267,strategy, Real-time, Sci_Fi, War,NaN,NaN
2269,Deduction, Exploration, industry_manuf,NaN,NaN,NaN
2270,card, Fantasy,NaN,NaN,NaN,NaN
2273,card, Economic,NaN,NaN,NaN,NaN
2278,strategy,NaN,NaN,NaN,NaN,NaN
2279,Economic, Political,NaN,NaN,NaN,NaN
2282,Expansion for Base-game, Fantasy, Fighting, Miniatures, Sports,NaN
2286,Expansion for Base-game, Fantasy, Fighting, Sports,NaN,NaN
2287,Expansion for Base-game, Fantasy, Fighting, Sports,NaN,NaN
2292,strategy, Economic, Negotiation,NaN,NaN,NaN
2293,card,NaN,NaN,NaN,NaN,NaN
2302,Animals, Educational,NaN,NaN,NaN,NaN
2305,Deduction, murder_mystery, Party Game,NaN,NaN,NaN
2309,War,NaN,NaN,NaN,NaN,NaN
2321,card, Word Game,NaN,NaN,NaN,NaN
2325,Economic,NaN,NaN,NaN,NaN,NaN
2328,Economic, Sci_Fi,NaN,NaN,NaN,NaN
2329,Economic, industry_manuf,NaN,NaN,NaN,NaN
2330,Economic, Medical, Trivia,NaN,NaN,NaN
2333,Bluffing, Deduction, Puzzle,NaN,NaN,NaN
2345,card, City Building, Adaptation, Expansion for Base-game, Fantasy,NaN
2351,card, Childrens Game,NaN,NaN,NaN,NaN
2355,Adventure, Deduction, Expansion for Base-game, Negotiation, Sci_Fi,NaN
2359,Adventure, War,NaN,NaN,NaN,NaN
2360,Dice,NaN,NaN,NaN,NaN,NaN
2365,card,NaN,NaN,NaN,NaN,NaN
2374,card, Childrens Game, Print & Play,NaN,NaN,NaN
2377,Selchow & Righter,NaN,NaN,NaN,NaN,NaN
2382,strategy, War,NaN,NaN,NaN,NaN
2411,strategy, Maze, Sports,NaN,NaN,NaN
2419,Bluffing, Negotiation, Transportation,NaN,NaN,NaN
2420,card,NaN,NaN,NaN,NaN,NaN
2424,Dexterity, card, Childrens Game, Horror, Party Game,NaN
2429,Childrens Game, Horror, Adaptation,NaN,NaN,NaN
2437,card, Medieval, Print & Play,NaN,NaN,NaN
2438,Print & Play, Sci_Fi, War,NaN,NaN,NaN
2439,War, War,NaN,NaN,NaN,NaN
2441,strategy, Print & Play,NaN,NaN,NaN,NaN
2445,strategy,NaN,NaN,NaN,NaN,NaN
2449,Adventure, Expansion for Base-game, Fantasy, Adaptation,NaN,NaN
2450,card, Math,NaN,NaN,NaN,NaN
2451,Horror,NaN,NaN,NaN,NaN,NaN
2459,City Building, Civilization, Economic, Expansion for Base-game, industry_manuf, Transportation
2465,card,NaN,NaN,NaN,NaN,NaN
2466,strategy, Childrens Game,NaN,NaN,NaN,NaN
2467,card,NaN,NaN,NaN,NaN,NaN
2468,card,NaN,NaN,NaN,NaN,NaN
2469,Economic, industry_manuf,NaN,NaN,NaN,NaN
2473,strategy,NaN,NaN,NaN,NaN,NaN
2475,Expansion for Base-game, Fighting, Sci_Fi, Adaptation,NaN,NaN
2477,War, War,NaN,NaN,NaN,NaN
2479,Political,NaN,NaN,NaN,NaN,NaN
2486,strategy,NaN,NaN,NaN,NaN,NaN
2488,F.X. Schmid,NaN,NaN,NaN,NaN,NaN
2490,Political,NaN,NaN,NaN,NaN,NaN
2498,Dexterity, Childrens Game, Number,NaN,NaN,NaN
2500,strategy, card,NaN,NaN,NaN,NaN
2501,strategy,NaN,NaN,NaN,NaN,NaN
2504,strategy,NaN,NaN,NaN,NaN,NaN
2506,strategy, Fighting, Print & Play,NaN,NaN,NaN
2508,Adventure, Dice, Fantasy, Miniatures,NaN,NaN
2509,Adventure, Fantasy, Miniatures, War,NaN,NaN
2512,Adventure, Adaptation,NaN,NaN,NaN,NaN
2514,strategy, City Building,NaN,NaN,NaN,NaN
2519,Expansion for Base-game, Sci_Fi,NaN,NaN,NaN,NaN
2522,Medical, Adaptation,NaN,NaN,NaN,NaN
2523,Puzzle,NaN,NaN,NaN,NaN,NaN
2525,Economic,NaN,NaN,NaN,NaN,NaN
2526,Childrens Game, Educational,NaN,NaN,NaN,NaN
2528,American West, Childrens Game,NaN,NaN,NaN,NaN
2530,Fantasy, War,NaN,NaN,NaN,NaN
2534,Exploration, Adaptation, Sci_Fi,NaN,NaN,NaN
2548,card,NaN,NaN,NaN,NaN,NaN
2550,card, Adaptation, Fantasy, Medieval,NaN,NaN
2551,Expansion for Base-game, Sci_Fi, War,NaN,NaN,NaN
2552,Sci_Fi, War,NaN,NaN,NaN,NaN
2556,Exploration, Racing, Sci_Fi,NaN,NaN,NaN
2561,strategy, Racing,NaN,NaN,NaN,NaN
2568,card,NaN,NaN,NaN,NaN,NaN
2571,card, Expansion for Base-game, Farming, Negotiation,NaN,NaN
2572,strategy, Real-time,NaN,NaN,NaN,NaN
2575,Arabian, Economic, Expansion for Base-game,NaN,NaN,NaN
2576,card, Civilization, War,NaN,NaN,NaN
2586,Adaptation, Party Game, Trivia,NaN,NaN,NaN
2587,Expansion for Base-game, War, War,NaN,NaN,NaN
2590,Bluffing, card,NaN,NaN,NaN,NaN
2591,City Building, Expansion for Base-game, Medieval, Territory Building,NaN,NaN
2592,Adaptation, Party Game, Trivia,NaN,NaN,NaN
2594,strategy, Dice,NaN,NaN,NaN,NaN
2595,Miniatures, Sci_Fi, War,NaN,NaN,NaN
2614,Party Game, Word Game,NaN,NaN,NaN,NaN
2617,Puzzle,NaN,NaN,NaN,NaN,NaN
2618,American West, Transportation,NaN,NaN,NaN,NaN
2619,Sci_Fi, Transportation,NaN,NaN,NaN,NaN
2620,Adaptation,NaN,NaN,NaN,NaN,NaN
2621,strategy,NaN,NaN,NaN,NaN,NaN
2622,City Building, Expansion for Base-game,NaN,NaN,NaN,NaN
2624,card,NaN,NaN,NaN,NaN,NaN
2626,AMIGO,NaN,NaN,NaN,NaN,NaN
2628,Childrens Game, Fantasy,NaN,NaN,NaN,NaN
2630,card,NaN,NaN,NaN,NaN,NaN
2631,strategy,NaN,NaN,NaN,NaN,NaN
2636,strategy, card,NaN,NaN,NaN,NaN
2642,strategy, Political,NaN,NaN,NaN,NaN
2644,Deduction, Adaptation, murder_mystery,NaN,NaN,NaN
2647,Medical, Trivia,NaN,NaN,NaN,NaN
2648,Bluffing, Deduction,NaN,NaN,NaN,NaN
2654,card,NaN,NaN,NaN,NaN,NaN
2658,card, Economic,NaN,NaN,NaN,NaN
2659,card, Horror,NaN,NaN,NaN,NaN
2660,card, Adaptation,NaN,NaN,NaN,NaN
2661,Childrens Game, Dice, Miniatures, Adaptation, War,NaN
2662,card, Expansion for Base-game, Fighting, Adaptation, Sci_Fi,NaN
2663,card, Expansion for Base-game, Fighting, Adaptation, Sci_Fi,NaN
2670,Expansion for Base-game, Medieval, Territory Building,NaN,NaN,NaN
2671,Childrens Game,NaN,NaN,NaN,NaN,NaN
2673,card,NaN,NaN,NaN,NaN,NaN
2677,Memory, Adaptation,NaN,NaN,NaN,NaN
2683,Childrens Game, Dice,NaN,NaN,NaN,NaN
2685,Trivia,NaN,NaN,NaN,NaN,NaN
2687,card, Sports,NaN,NaN,NaN,NaN
2691,strategy,NaN,NaN,NaN,NaN,NaN
2692,Party Game, Racing, Sports,NaN,NaN,NaN
2694,Bluffing, card,NaN,NaN,NaN,NaN
2695,card,NaN,NaN,NaN,NaN,NaN
2696,Adventure, Ancient, Exploration,NaN,NaN,NaN
2700,Memory,NaN,NaN,NaN,NaN,NaN
2702,War, Renaissance,NaN,NaN,NaN,NaN
2703,Dice, Expansion for Base-game, Fighting, Adaptation,NaN,NaN
2704,strategy, Book, card, Dice, Negotiation, Political
2711,card, Childrens Game,NaN,NaN,NaN,NaN
2712,Economic, Negotiation, Renaissance,NaN,NaN,NaN
2714,Dice, Expansion for Base-game, Adaptation, Sci_Fi,NaN,NaN
2715,Dice, Expansion for Base-game, Adaptation, Music,NaN,NaN
2722,Trivia,NaN,NaN,NaN,NaN,NaN
2723,War,NaN,NaN,NaN,NaN,NaN
2726,Dexterity, Childrens Game,NaN,NaN,NaN,NaN
2732,Racing, Adaptation,NaN,NaN,NaN,NaN
2735,Expansion for Base-game, War, Party Game, Trivia,NaN,NaN
2739,card, Expansion for Base-game, Negotiation, Sci_Fi,NaN,NaN
2741,card, Expansion for Base-game, Party Game,NaN,NaN,NaN
2744,card, Economic, Party Game,NaN,NaN,NaN
2745,card, Adaptation, Party Game, Sports, Word Game,NaN
2746,Sci_Fi, War,NaN,NaN,NaN,NaN
2747,Music,NaN,NaN,NaN,NaN,NaN
2752,card, War, War,NaN,NaN,NaN
2754,Economic, Negotiation, Political,NaN,NaN,NaN
2755,Economic, Political,NaN,NaN,NaN,NaN
2761,Expansion for Base-game, Exploration, Fantasy, Fighting,NaN,NaN
2768,Dice,NaN,NaN,NaN,NaN,NaN
2772,strategy,NaN,NaN,NaN,NaN,NaN
2789,Animals, Childrens Game, Dice,NaN,NaN,NaN
2790,Childrens Game,NaN,NaN,NaN,NaN,NaN
2796,card, Dice,NaN,NaN,NaN,NaN
2797,card, Expansion for Base-game,NaN,NaN,NaN,NaN
2798,American War, Expansion for Base-game, War, Post-War, War,NaN
2801,Deduction, murder_mystery, Adaptation,NaN,NaN,NaN
2802,Economic, Political, War, War,NaN,NaN
2803,Ancient, City Building,NaN,NaN,NaN,NaN
2804,Aviation, Dice, Racing,NaN,NaN,NaN
2805,Arabian, Print & Play,NaN,NaN,NaN,NaN
2807,Expansion for Base-game, Negotiation,NaN,NaN,NaN,NaN
2810,Deduction,NaN,NaN,NaN,NaN,NaN
2813,Party Game, Word Game,NaN,NaN,NaN,NaN
2815,Dexterity, Childrens Game,NaN,NaN,NaN,NaN
2820,card,NaN,NaN,NaN,NaN,NaN
2822,strategy, Ancient, Dice,NaN,NaN,NaN
2827,strategy, Ancient,NaN,NaN,NaN,NaN
2828,strategy, Ancient,NaN,NaN,NaN,NaN
2829,strategy, Ancient,NaN,NaN,NaN,NaN
2830,strategy, Deduction,NaN,NaN,NaN,NaN
2831,strategy,NaN,NaN,NaN,NaN,NaN
2837,War,NaN,NaN,NaN,NaN,NaN
2846,Economic, Expansion for Base-game, War, Negotiation, War,NaN
2847,Economic, Expansion for Base-game, War, Negotiation, War,NaN
2848,Economic, Expansion for Base-game, War, Negotiation, War,NaN
2849,Economic, Expansion for Base-game, War, Negotiation, Political, War
2850,Economic, Expansion for Base-game, War, Negotiation, Political, War
2851,Economic, Expansion for Base-game, War, Negotiation, Political, War
2852,Economic, Expansion for Base-game, War, Negotiation, Political, War
2859,Fantasy,NaN,NaN,NaN,NaN,NaN
2861,Medieval, War,NaN,NaN,NaN,NaN
2862,card,NaN,NaN,NaN,NaN,NaN
2865,card, Fighting,NaN,NaN,NaN,NaN
2869,Dice,NaN,NaN,NaN,NaN,NaN
2870,Sports,NaN,NaN,NaN,NaN,NaN
2873,strategy, War, American West, Fighting, Medieval, Miniatures
2874,strategy, Childrens Game, Party Game, Puzzle,NaN,NaN
2880,Deduction, Party Game, Trivia,NaN,NaN,NaN
2883,Book, Childrens Game,NaN,NaN,NaN,NaN
2888,Sci_Fi, War,NaN,NaN,NaN,NaN
2890,Economic, Expansion for Base-game, War, Negotiation, Political, War
2892,Expansion for Base-game, Sci_Fi, War,NaN,NaN,NaN
2893,Economic, Expansion for Base-game, Sci_Fi, War,NaN,NaN
2894,Expansion for Base-game, Sci_Fi, War,NaN,NaN,NaN
2896,Economic,NaN,NaN,NaN,NaN,NaN
2898,Stanley Gibbons,NaN,NaN,NaN,NaN,NaN
2899,Economic,NaN,NaN,NaN,NaN,NaN
2900,Dixon Games,NaN,NaN,NaN,NaN,NaN
2905,American West,NaN,NaN,NaN,NaN,NaN
2906,Animals, card, Childrens Game, Adaptation, Sci_Fi,NaN
2912,Ancient, Dice, Racing,NaN,NaN,NaN
2913,Expansion for Base-game, War, War,NaN,NaN,NaN
2914,Economic, Expansion for Base-game, War, War,NaN,NaN
2915,card, Civilization, Expansion for Base-game,NaN,NaN,NaN
2923,Party Game,NaN,NaN,NaN,NaN,NaN
2924,Deduction, murder_mystery,NaN,NaN,NaN,NaN
2926,Adventure, card, Exploration, Adaptation, Pirates,NaN
2930,Childrens Game, Economic,NaN,NaN,NaN,NaN
2931,Economic, Negotiation,NaN,NaN,NaN,NaN
2934,strategy,NaN,NaN,NaN,NaN,NaN
2939,War, War, War,NaN,NaN,NaN
2945,card,NaN,NaN,NaN,NaN,NaN
2948,card, Childrens Game,NaN,NaN,NaN,NaN
2949,Bluffing, Expansion for Base-game, Fighting, Negotiation, Adaptation, Political
2950,Bluffing, Expansion for Base-game, Fighting, Negotiation, Adaptation, Political
2951,Dexterity, Adaptation,NaN,NaN,NaN,NaN
2953,Expansion for Base-game, Party Game, Trivia,NaN,NaN,NaN
2954,Expansion for Base-game, War, War,NaN,NaN,NaN
2959,card, Word Game,NaN,NaN,NaN,NaN
2964,Economic,NaN,NaN,NaN,NaN,NaN
2966,War, War,NaN,NaN,NaN,NaN
2967,Economic,NaN,NaN,NaN,NaN,NaN
2976,Miniatures, War, War,NaN,NaN,NaN
2977,Deduction, Trivia,NaN,NaN,NaN,NaN
2982,War,NaN,NaN,NaN,NaN,NaN
2983,card, Sports,NaN,NaN,NaN,NaN
2984,Bluffing, card, Expansion for Base-game, Sci_Fi,NaN,NaN
2985,Economic, Trains, Transportation,NaN,NaN,NaN
2992,strategy, Math, Number,NaN,NaN,NaN
2993,City Building, Expansion for Base-game, Medieval, Territory Building,NaN,NaN
2999,Dice, Fantasy, Miniatures,NaN,NaN,NaN
3002,Dice, Sports,NaN,NaN,NaN,NaN
3006,strategy,NaN,NaN,NaN,NaN,NaN
3009,Fantasy,NaN,NaN,NaN,NaN,NaN
3011,Economic,NaN,NaN,NaN,NaN,NaN
3012,Medical, Party Game,NaN,NaN,NaN,NaN
3014,strategy,NaN,NaN,NaN,NaN,NaN
3017,card,NaN,NaN,NaN,NaN,NaN
3019,Dice,NaN,NaN,NaN,NaN,NaN
3023,Deduction, murder_mystery,NaN,NaN,NaN,NaN
3025,Word Game,NaN,NaN,NaN,NaN,NaN
3026,Fighting, Medieval, War,NaN,NaN,NaN
3029,Economic,NaN,NaN,NaN,NaN,NaN
3031,Aviation, Transportation,NaN,NaN,NaN,NaN
3033,Racing, Transportation,NaN,NaN,NaN,NaN
3038,strategy, Puzzle,NaN,NaN,NaN,NaN
3042,Fantasy, Sci_Fi,NaN,NaN,NaN,NaN
3043,Expansion for Base-game, Racing, Sports,NaN,NaN,NaN
3055,strategy, Dice,NaN,NaN,NaN,NaN
3058,Sports,NaN,NaN,NaN,NaN,NaN
3060,Childrens Game, Racing,NaN,NaN,NaN,NaN
3062,strategy,NaN,NaN,NaN,NaN,NaN
3066,strategy, Deduction,NaN,NaN,NaN,NaN
3068,card,NaN,NaN,NaN,NaN,NaN
3069,strategy, Print & Play, Puzzle,NaN,NaN,NaN
3073,card,NaN,NaN,NaN,NaN,NaN
3079,strategy, Bluffing, card, Dice, Economic, Mafia
3082,Bluffing, card, Deduction, Memory,NaN,NaN
3088,Economic, Electronic, industry_manuf, Adaptation,NaN,NaN
3092,Racing,NaN,NaN,NaN,NaN,NaN
3094,(Unknown),NaN,NaN,NaN,NaN,NaN
3098,The Avalon Hill Game Co,NaN,NaN,NaN,NaN,NaN
3101,Thomas Sackl Spiele,NaN,NaN,NaN,NaN,NaN
3103,card, Dice,NaN,NaN,NaN,NaN
3104,Animals,NaN,NaN,NaN,NaN,NaN
3105,American West,NaN,NaN,NaN,NaN,NaN
3106,Childrens Game, Word Game,NaN,NaN,NaN,NaN
3111,Bluffing, card,NaN,NaN,NaN,NaN
3113,Bluffing, Fighting, Miniatures, War, War,NaN
3116,Expansion for Base-game, Racing, Sci_Fi, War,NaN,NaN
3117,card, Medieval,NaN,NaN,NaN,NaN
3118,card, Expansion for Base-game, War, War,NaN,NaN
3120,City Building, Fantasy,NaN,NaN,NaN,NaN
3121,card,NaN,NaN,NaN,NaN,NaN
3123,franjos Spieleverlag,NaN,NaN,NaN,NaN,NaN
3126,Transportation,NaN,NaN,NaN,NaN,NaN
3131,Music, Travel, Trivia,NaN,NaN,NaN
3132,Trivia,NaN,NaN,NaN,NaN,NaN
3134,card, Adult,NaN,NaN,NaN,NaN
3135,strategy,NaN,NaN,NaN,NaN,NaN
3136,strategy,NaN,NaN,NaN,NaN,NaN
3142,card, Childrens Game, Deduction, Fantasy, Adaptation,NaN
3145,strategy,NaN,NaN,NaN,NaN,NaN
3146,Expansion for Base-game, Political, Renaissance,NaN,NaN,NaN
3148,card, City Building,NaN,NaN,NaN,NaN
3150,card, Music,NaN,NaN,NaN,NaN
3151,Sci_Fi, War,NaN,NaN,NaN,NaN
3153,card, Fantasy, Fighting,NaN,NaN,NaN
3158,Racing, Sports,NaN,NaN,NaN,NaN
3164,Economic,NaN,NaN,NaN,NaN,NaN
3165,card,NaN,NaN,NaN,NaN,NaN
3167,Childrens Game, Educational, Party Game, Word Game,NaN,NaN
3168,Ancient, Fighting, War,NaN,NaN,NaN
3171,Childrens Game, Fantasy, Adaptation,NaN,NaN,NaN
