objectid,name,yearpublished,sortindex,minplayers,maxplayers,minplaytime,maxplaytime,totalvotes,usersrated,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic
97207,Dungeon Petz,2011,180,2,4,90,90,180,11622,Auction/Bidding, Hand Management, Simultaneous Action Selection, Worker Placement,NaN,NaN
127060,Bora Bora,2013,181,2,4,60,120,200,8516,Dice Rolling, Set Collection, Worker Placement, Worker Placement with Dice Workers,NaN,NaN
218417,Aeon's End  War Eternal,2017,182,1,4,60,60,60,2181,Card Drafting, Cooperative Game, Deck, Hand Management, Variable Phase Order, Variable Player Powers
27708,1960  The Making of the President,2007,183,2,2,90,120,219,8151,Action/Event, Area Majority / Influence, Campaign / Battle Card Driven, Hand Management,NaN,NaN
22545,Age of Empires III  The Age of Discovery,2007,184,2,5,90,120,318,9631,Area Majority / Influence, Set Collection, Turn Order: Claim Action, Worker Placement, Worker Placement,NaN
108745,Seasons,2012,185,2,4,60,60,443,18627,Card Drafting, Dice Rolling, Hand Management, Take That,NaN,NaN
38453,Space Alert,2008,186,1,5,30,30,316,14098,Action Queue, Area Movement, Cooperative Game, Elapsed Real Time Ending, Hand Management, Simultaneous Action Selection
203420,Exit  The Game \u2013 The Abandoned Cabin,2016,187,1,6,60,120,117,6964,Cooperative Game,NaN,NaN,NaN,NaN,NaN
193037,Dead of Winter  The Long Night,2016,188,2,5,60,120,73,6616,Action Points, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Push Your Luck
92828,Dixit  Odyssey,2011,189,3,12,30,30,148,14605,Simultaneous Action Selection, Storytelling, Team-Based Game, Voting,NaN,NaN
93260,Summoner Wars  Master Set,2011,190,2,4,30,60,104,9954,Dice Rolling, Grid Movement, Hand Management, Variable Player Powers,NaN,NaN
234,Hannibal  Rome vs. Carthage,1996,191,2,2,40,200,94,4641,Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation,NaN
59294,Runewars,2010,192,2,4,180,240,226,7461,Area Majority / Influence, Auction/Bidding, Grid Movement, Modular Board, Simultaneous Action Selection, Variable Player Powers
199478,Flamme Rouge,2016,193,2,4,30,45,169,9049,Hand Management, Modular Board, Race, Simulation, Simultaneous Action Selection,NaN
146439,BattleLore (Second Edition),2013,194,2,2,45,90,64,5157,Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers,NaN
3,Samurai,1998,195,2,4,30,60,295,13920,Area Majority / Influence, Hand Management, Set Collection, Tile Placement,NaN,NaN
66589,Navegador,2010,196,2,5,60,90,163,7580,Advantage Token, Area Movement, Rondel,NaN,NaN,NaN
181279,Fury of Dracula (Third\/Fourth Edition),2015,197,2,5,120,180,177,9614,Hidden Movement, Point to Point Movement, Secret Unit Deployment, Team-Based Game, Variable Player Powers,NaN
48726,Alien Frontiers,2010,198,2,4,90,90,280,13493,Area Majority / Influence, Card Drafting, Dice Rolling, Worker Placement with Dice Workers,NaN,NaN
101721,Mage Wars Arena,2012,199,2,2,90,90,142,7038,Dice Rolling, Grid Movement, Simultaneous Action Selection, Variable Player Powers,NaN,NaN
19777,Indonesia,2005,200,2,5,180,240,120,3751,Area Majority / Influence, Auction/Bidding, Pick-up and Deliver, Stock Holding,NaN,NaN
189932,Tyrants of the Underdark,2016,201,2,4,60,60,93,3991,Area Majority / Influence, Deck, Take That,NaN,NaN,NaN
222509,Lords of Hellas,2018,202,1,4,60,90,88,4234,Area Majority / Influence, Area Movement, Hand Management, Variable Player Powers, Worker Placement,NaN
13122,Antiquity,2004,203,2,4,120,180,94,3471,Grid Coverage, Modular Board, Tile Placement, Trading,NaN,NaN
169426,Roll Player,2016,204,1,4,60,90,139,9384,Card Drafting, Dice Rolling, Set Collection, Variable Player Powers,NaN,NaN
760,Battle Line,2000,205,2,2,30,30,161,14718,Hand Management, Set Collection,NaN,NaN,NaN,NaN
54138,Imperial 2030,2009,206,2,6,120,180,137,5340,Area Majority / Influence, Area Movement, Rondel, Stock Holding,NaN,NaN
217372,The Quest for El Dorado,2017,207,2,4,30,60,119,7577,Card Drafting, Deck, Grid Movement, Hand Management, Modular Board, Race
144344,Rokoko,2013,208,2,5,60,120,139,6801,Area Majority / Influence, Card Drafting, Deck, Hand Management, Set Collection,NaN
172081,Burgle Bros.,2015,209,1,4,45,90,123,7076,Action Points, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Solo / Solitaire Game
204583,\u05e7\u05d9\u05e0\u05d2\u05d3\u05d5\u05de\u05d9\u05e0\u05d5,2016,210,2,4,15,20,337,24282,Card Drafting, Pattern Building, Tile Placement,NaN,NaN,NaN
181304,Mysterium,2015,211,2,7,42,42,287,26797,Communication Limits, Cooperative Game, Hand Management, Pattern Recognition,NaN,NaN
228341,Pulsar 2849,2017,212,2,4,60,90,117,4735,Dice Rolling, Point to Point Movement, Variable Player Powers, Worker Placement with Dice Workers,NaN,NaN
172818,Above and Below,2015,213,2,4,90,90,143,11186,Action Points, Card Drafting, Deck, Dice Rolling, Narrative Choice / Paragraph, Set Collection
176734,The Manhattan Project  Energy Empire,2016,214,1,5,60,120,78,4170,Dice Rolling, Worker Placement,NaN,NaN,NaN,NaN
158600,\u82b1\u898b\u5c0f\u8def,2013,215,2,2,15,15,68,7728,Area Majority / Influence, Card Drafting, Force Commitment, Hand Management, I Cut,NaN
118,Modern Art,1992,216,3,5,45,45,232,15218,Auction/Bidding, Auction: English, Auction: Once Around, Auction: Sealed Bid, Auction: Turn Order Until Pass, Commodity Speculation
160477,Onitama,2014,217,2,2,15,20,82,12015,Grid Movement, Hand Management,NaN,NaN,NaN,NaN
17392,Here I Stand  Wars of the Reformation 1517-1555,2006,218,2,6,180,360,168,3397,Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers,NaN
77130,Sid Meier's Civilization  The Board Game,2010,219,2,4,120,240,326,13748,Card Drafting, Deck, Grid Movement, Hand Management, Modular Board, Rock-Paper-Scissors
197376,Charterstone,2017,220,1,6,45,75,183,9505,Card Drafting, Hand Management, Legacy Game, Solo / Solitaire Game, Worker Placement,NaN
45315,Dungeon Lords,2009,221,2,4,90,90,295,12385,Action Queue, Hand Management, Simultaneous Action Selection, Tile Placement, Worker Placement,NaN
40692,Small World,2009,222,2,5,40,80,859,56405,Area Majority / Influence, Area Movement, Dice Rolling, Increase Value of Unchosen Resources, Variable Player Powers, Victory Points as a Resource
59959,Letters from Whitechapel,2011,223,2,6,60,60,351,12550,Hidden Movement, Memory, Point to Point Movement, Secret Unit Deployment, Team-Based Game,NaN
2655,Hive,2000,224,2,2,20,20,250,26489,Grid Movement, Hexagon Grid, Tile Placement,NaN,NaN,NaN
41114,Der Widerstand,2009,225,5,10,30,30,420,33382,Hidden Roles, Memory, Simultaneous Action Selection, Team-Based Game, Traitor Game, Voting
163745,Star Wars  Armada,2015,226,2,2,120,120,52,4119,Action Queue, Critical Hits and Failures, Dice Rolling, Variable Player Powers,NaN,NaN
119890,Agricola  All Creatures Big and Small,2012,227,2,2,30,30,121,11481,Automatic Resource Growth, Enclosure, Tile Placement, Worker Placement,NaN,NaN
139976,Cthulhu Wars,2015,228,2,4,90,120,101,3980,Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Variable Player Powers,NaN
136888,Bruges,2013,229,2,4,60,60,147,9391,Dice Rolling, Hand Management,NaN,NaN,NaN,NaN
25292,Merchants & Marauders,2010,230,2,4,180,180,283,11961,Action Points, Area Movement, Dice Rolling, Pick-up and Deliver, Variable Player Powers,NaN
264220,Tainted Grail  The Fall of Avalon,2019,231,1,4,60,120,146,2019,Area Movement, Cooperative Game, Deck, Dice Rolling, Modular Board, Narrative Choice / Paragraph
206718,Ethnos,2017,232,2,6,45,60,127,7942,Area Majority / Influence, Card Drafting, Hand Management, Set Collection,NaN,NaN
254640,Just One,2018,233,3,7,20,20,99,5731,Communication Limits, Cooperative Game,NaN,NaN,NaN,NaN
209685,Century  Spice Road,2017,234,2,5,30,45,189,15127,Action Retrieval, Card Drafting, Contracts, Deck, Hand Management, Increase Value of Unchosen Resources
37046,Ghost Stories,2008,235,1,4,60,60,326,18181,Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Solo / Solitaire Game, Variable Player Powers
176920,Mission  Red Planet (Second Edition),2015,236,2,6,45,90,121,7877,Action Retrieval, Area Majority / Influence, Area Movement, Hand Management, Simultaneous Action Selection, Take That
46213,Telestrations,2009,237,4,8,30,30,140,10974,Line Drawing, Paper-and-Pencil,NaN,NaN,NaN,NaN
232832,Century  Golem Edition,2017,238,2,5,30,45,57,4748,Card Drafting, Deck, Hand Management, Set Collection,NaN,NaN
54,Tikal,1999,239,2,4,90,90,275,16843,Action Points, Area Majority / Influence, Auction/Bidding, Grid Movement, Hexagon Grid, Map Addition
143693,Glass Road,2013,240,1,4,20,80,183,8347,Card Drafting, Set Collection, Simultaneous Action Selection, Tile Placement, Variable Phase Order,NaN
39856,Dixit,2008,241,3,6,30,30,571,44743,Communication Limits, Simultaneous Action Selection, Storytelling, Targeted Clues, Voting,NaN
5,Acquire,1964,242,2,6,90,90,313,17456,Hand Management, Investment, Market, Ownership, Stock Holding, Tile Placement
182134,Evolution  Climate,2016,243,2,6,60,60,83,5054,Action Points, Hand Management, Push Your Luck, Secret Unit Deployment, Simulation, Take That
21241,Neuroshima Hex! 3.0,2006,244,1,4,30,30,313,12427,Hand Management, Hexagon Grid, Player Elimination, Tile Placement, Variable Player Powers,NaN
70919,Takenoko,2011,245,2,4,45,45,306,30438,Action Points, Dice Rolling, Grid Movement, Modular Board, Network and Route Building, Pattern Building
163967,Tiny Epic Galaxies,2015,246,1,5,30,45,208,13184,Area Majority / Influence, Card Drafting, Dice Rolling, End Game Bonuses, Follow, Race
1,Die Macher,1986,247,3,5,240,240,125,4904,Area Majority / Influence, Auction/Bidding, Dice Rolling, Hand Management, Simultaneous Action Selection,NaN
140934,Arboretum,2015,248,2,4,30,30,179,9818,Hand Management, Set Collection, Tile Placement,NaN,NaN,NaN
33160,Endeavor,2009,249,3,5,90,90,232,8855,Area Majority / Influence, Card Drafting, Hand Management, Set Collection,NaN,NaN
25554,Notre Dame,2007,250,2,5,45,75,238,11636,Area Majority / Influence, Card Drafting, Point to Point Movement,NaN,NaN,NaN
129622,Love Letter,2012,251,2,4,20,20,854,50098,Hand Management, Player Elimination,NaN,NaN,NaN,NaN
266810,Paladins of the West Kingdom,2019,252,1,4,90,120,82,2472,Hand Management, Worker Placement, Worker Placement,NaN,NaN,NaN
36932,Claustrophobia,2009,253,2,2,45,45,112,6417,Dice Rolling, Grid Movement, Modular Board, Variable Player Powers,NaN,NaN
31594,In the Year of the Dragon,2007,254,2,5,75,100,245,10117,Action Drafting, Events, Hand Management, Variable Phase Order,NaN,NaN
40765,Clash of Cultures,2012,255,2,4,180,240,123,4899,Action Points, Area Majority / Influence, Dice Rolling, Grid Movement, Hand Management, Modular Board
227789,Heaven & Ale,2017,256,2,4,60,90,106,4990,Highest-Lowest Scoring, Once-Per-Game Abilities, Rondel, Tile Placement, Time Track,NaN
8217,San Juan,2004,257,2,4,45,60,325,21295,Hand Management, Set Collection, Variable Phase Order,NaN,NaN,NaN
2653,Survive  Escape from Atlantis!,1982,258,2,4,45,60,282,18357,Action Points, Dice Rolling, Grid Movement, Map Reduction, Memory, Modular Board
15985,Blood Bowl  Living Rulebook,2004,259,2,2,120,120,62,3296,Dice Rolling, Grid Movement, Variable Player Powers,NaN,NaN,NaN
24480,The Pillars of the Earth,2006,260,2,4,90,120,288,15501,Events, Worker Placement, Worker Placement,NaN,NaN,NaN
262712,Res Arcana,2019,261,2,4,20,60,100,3888,Card Drafting, Hand Management, Take That, Variable Player Powers,NaN,NaN
121,Frank Herbert's Dune,1979,262,2,6,60,180,158,5252,Alliances, Area Majority / Influence, Area Movement, Auction/Bidding, Hand Management, Team-Based Game
9217,Saint Petersburg,2004,263,2,4,45,60,261,13725,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
63628,The Manhattan Project,2012,264,2,5,120,120,132,8667,Drafting, Race, Take That, Worker Placement, Worker Placement,NaN
243,Advanced Squad Leader Rule Book,1985,265,2,2,120,480,114,3342,Critical Hits and Failures, Dice Rolling, Hexagon Grid, Line of Sight, Modular Board, Scenario / Mission / Campaign Game
71,Civilization,1980,266,2,7,360,360,106,6866,Area Majority / Influence, Area Movement, Hand Management, Set Collection, Tech Trees / Tech Tracks, Trading
54625,Space Hulk (third edition),2009,267,2,2,60,60,114,6492,Action Points, Dice Rolling, Grid Movement, Modular Board,NaN,NaN
124708,Mice and Mystics,2012,268,1,4,60,90,211,15199,Area Movement, Cooperative Game, Dice Rolling, Role Playing, Storytelling, Variable Player Powers
186751,Mythic Battles  Pantheon,2017,269,2,4,60,90,60,2206,Area Movement, Campaign / Battle Card Driven, Card Drafting, Cooperative Game, Dice Rolling, Hand Management
198773,Codenames  Pictures XXL,2016,270,2,8,15,15,111,14429,Communication Limits, Memory, Push Your Luck, Team-Based Game,NaN,NaN
39683,At the Gates of Loyang,2009,271,1,4,60,120,352,8792,Card Drafting, Contracts, Set Collection,NaN,NaN,NaN
21348,Ticket to Ride  M\u00e4rklin,2006,272,2,5,30,60,97,8470,Card Drafting, Hand Management, Network and Route Building, Point to Point Movement, Set Collection,NaN
90137,Blood Bowl  Team Manager \u2013 The Card Game,2011,273,2,4,90,90,203,9774,Area Majority / Influence, Card Drafting, Deck, Dice Rolling, Hand Management,NaN
144592,Bruxelles 1893,2013,274,2,5,50,125,100,4252,Area Majority / Influence, Auction/Bidding, Card Drafting, Modular Board, Worker Placement,NaN
70323,King of Tokyo,2011,275,2,6,30,30,728,51889,Card Drafting, Dice Rolling, King of the Hill, Player Elimination, Push Your Luck,NaN
199042,Harry Potter  Hogwarts Battle,2016,276,2,4,30,60,137,8518,Cooperative Game, Deck, Variable Player Powers,NaN,NaN,NaN
154809,Nippon,2015,277,2,4,60,120,64,3680,Area Majority / Influence, Variable Phase Order,NaN,NaN,NaN,NaN
234487,Altiplano,2017,278,2,5,60,120,105,5430,Action Points, Contracts, Deck, Variable Player Powers,NaN,NaN
286096,Tapestry,2019,279,1,5,90,120,197,6174,Dice Rolling, Hand Management, Solo / Solitaire Game, Tech Trees / Tech Tracks, Tile Placement, Track Movement
172,\u0e1a\u0e49\u0e32\u0e19\u0e19\u0e35\u0e49\u0e02\u0e32\u0e22!,1997,280,3,6,30,30,285,21149,Auction/Bidding, Auction: Sealed Bid, Auction: Turn Order Until Pass, Hand Management, Selection Order Bid,NaN
55670,Macao,2009,281,2,4,50,100,143,6623,Action Points, Card Drafting, Dice Rolling, Hand Management, Network and Route Building, Pick-up and Deliver
204305,Sherlock Holmes Consulting Detective  Jack the Ripper & West End Adventures,2017,282,1,8,60,120,41,3106,Cooperative Game, Solo / Solitaire Game, Storytelling,NaN,NaN,NaN
123123,BattleCON  Devastation of Indines,2013,283,1,5,45,45,69,2754,Hand Management, Point to Point Movement, Simultaneous Action Selection, Variable Player Powers,NaN,NaN
256226,Azul  Stained glass of Sintra \/ Les vitraux de Sintra,2018,284,2,4,30,45,47,5822,Card Drafting, Drafting, End Game Bonuses, Pattern Building, Set Collection, Tile Placement
66188,Fresco,2010,285,2,4,60,60,181,11095,Action Queue, Grid Movement, Set Collection, Simultaneous Action Selection,NaN,NaN
15987,Arkham Horror,2005,286,1,8,120,240,1021,35270,Cooperative Game, Dice Rolling, Hand Management, Point to Point Movement, Role Playing, Semi-Cooperative Game
192458,51st State  Master Set,2016,287,1,4,60,90,90,4115,Card Drafting, Hand Management, Variable Phase Order, Worker Placement,NaN,NaN
166669,San Juan (Second Edition),2014,288,2,4,45,60,69,4915,Hand Management, Set Collection, Variable Phase Order,NaN,NaN,NaN
40354,Maria,2009,289,2,3,210,210,103,2544,Hand Management, Point to Point Movement, Secret Unit Deployment, Simulation,NaN,NaN
219513,Berenpark,2017,290,2,4,30,45,91,8803,Card Drafting, Grid Coverage, Set Collection, Tile Placement,NaN,NaN
96913,Lancaster,2011,291,2,5,60,60,189,6281,Area Majority / Influence, Auction/Bidding, Voting, Worker Placement, Worker Placement,NaN
79828,A Few Acres of Snow,2011,292,2,2,60,120,87,7070,Area Majority / Influence, Card Drafting, Deck, Hand Management, Point to Point Movement,NaN
232405,Western Legends,2018,293,2,6,60,90,116,4182,Action Points, Area Movement, Betting and Bluffing, Hand Management, Pick-up and Deliver, Take That
105134,Risk Legacy,2011,294,3,5,60,60,122,7033,Area Movement, Card Drafting, Dice Rolling, Legacy Game, Player Elimination, Variable Player Powers
246784,Cryptid,2018,295,3,5,30,50,89,4745,Hexagon Grid, Modular Board,NaN,NaN,NaN,NaN
257501,KeyForge  Call of the Archons,2018,296,2,2,15,45,85,7499,Hand Management, Take That,NaN,NaN,NaN,NaN
195539,The Godfather  Corleone's Empire,2017,297,2,5,60,90,82,4771,Area Majority / Influence, Auction/Bidding, Card Drafting, Hand Management, Memory, Take That
66362,Glen More,2010,298,2,5,45,70,181,8291,Commodity Speculation, Dice Rolling, Grid Movement, Rondel, Set Collection, Tile Placement
176396,Quadropolis,2016,299,2,4,30,60,113,9664,Hand Management, Pattern Building, Set Collection, Tile Placement,NaN,NaN
100901,Flash Point  Fire Rescue,2011,300,2,6,45,45,252,19181,Action Points, Cooperative Game, Dice Rolling, Grid Movement, Pick-up and Deliver, Simulation
256960,Pax Pamir (Second Edition),2019,301,1,5,45,120,90,1711,Area Majority / Influence, Area Movement, Card Drafting, Hand Management, Simulation,NaN
151347,Millennium Blades,2016,302,2,5,80,120,69,3446,Card Drafting, Commodity Speculation, Hand Management, Set Collection, Simulation, Trading
50,Lost Cities,1999,303,2,2,30,30,309,33695,Hand Management, Score-and-Reset Game, Set Collection,NaN,NaN,NaN
194594,Dice Forge,2017,304,2,4,45,45,146,11029,Card Drafting, Deck, Dice Rolling,NaN,NaN,NaN
25417,BattleLore,2006,305,2,2,60,60,150,8988,Campaign / Battle Card Driven, Command Cards, Dice Rolling, Grid Movement, Hand Management, Modular Board
18833,Lord of the Rings  The Confrontation (Deluxe Edition),2005,306,2,2,30,30,71,5343,Area Movement, Hand Management, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers,NaN
138161,Firefly  The Game,2013,307,1,4,120,240,195,9686,Area Movement, Card Drafting, Dice Rolling, Pick-up and Deliver, Take That, Trading
63888,Innovation,2010,308,2,4,45,60,413,13562,Hand Management, Melding and Splaying, Variable Phase Order,NaN,NaN,NaN
224783,Vindication,2018,309,2,5,45,150,59,2737,Area Majority / Influence, Dice Rolling, Modular Board, Variable Phase Order,NaN,NaN
27162,Kingsburg,2007,310,2,5,90,90,284,17690,Dice Rolling, Worker Placement with Dice Workers,NaN,NaN,NaN,NaN
