object_id,game_name,year_published,min_players,max_players,min_playtime,max_playtime,category_1,category_2,category_3,category_4,category_5,category_6,mech_1,mech_2,mech_3,mech_4,mech_5,mech_6,total_votes,users_rated,average,baverage,stddev,complexity,site_views
96848,Mage Knight Board Game,2011,1,4,60,240,Adventure, Exploration, Fantasy, Fighting,error,error,Card Drafting, Cooperative Game, Deck, Dice Rolling, Grid Movement, Hand Management,1004,25110,8.10013,7.89194,1.61558,4.2849,3923255
164928,Orl\u00e9ans,2014,2,4,90,90,Medieval, Religious, Travel,error,error,error,Deck, Point to Point Movement, Turn Order: Progressive, Worker Placement,NaN,NaN,222,18119,8.08174,7.88163,1.16325,3.0637,1275158
102794,Caverna  The Cave Farmers,2013,1,7,30,210,Animals, Economic, Fantasy, Farming,error,error,Automatic Resource Growth, Increase Value of Unchosen Resources, Tile Placement, Worker Placement,NaN,NaN,411,25416,8.0456,7.87898,1.35,3.7852,2099546
266192,Wingspan,2019,1,5,40,70,Animals, card, Economic, Educational,error,error,Card Drafting, Dice Rolling, Drafting, Hand Management, Set Collection, Solo / Solitaire Game,494,21261,8.10343,7.87539,1.31388,2.3693,1243663
175914,Food Chain Magnate,2015,2,5,120,240,Economic, industry_manuf,error,error,error,error,Card Drafting, Deck, Income, Market, Modular Board, Network and Route Building,205,11385,8.17751,7.86978,1.53687,4.1971,1451862
31260,Agricola,2007,1,5,30,150,Animals, Economic, Farming,error,error,error,Action Drafting, Automatic Resource Growth, Card Drafting, Enclosure, Hand Management, Increase Value of Unchosen Resources,1771,59458,7.97387,7.86751,1.55909,3.6372,4470614
205059,Mansions of Madness  Second Edition,2016,1,5,120,180,Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures,Area Movement, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Role Playing,232,19735,8.11713,7.85663,1.45121,2.6719,2295813
170216,Blood Rage,2015,2,4,60,90,Fantasy, Fighting, Miniatures, Mythology,error,error,Action Points, Area Majority / Influence, Area Movement, Card Drafting, Hand Management, Memory,560,28668,8.0064,7.8267,1.40586,2.8692,2441681
55690,Kingdom Death  Monster,2015,1,4,60,180,Adventure, Fantasy, Horror, Adult, Miniatures, Mythology,Cooperative Game, Dice Rolling, Grid Movement, Role Playing, Solo / Solitaire Game, Storytelling,260,6616,8.73827,7.81543,1.94682,4.2169,3950787
221107,Pandemic Legacy  Season 2,2017,2,4,60,60,Environmental, Exploration, Medical,error,error,error,Cooperative Game, Hand Management, Legacy Game, Pick-up and Deliver, Point to Point Movement, Set Collection,123,8989,8.19898,7.81193,1.73209,3.268,826716
2651,Power Grid (Recharged Version),2004,2,6,120,120,Economic, industry_manuf,error,error,error,error,Auction: Turn Order Until Pass, Catch the Leader, Market, Network and Route Building, Turn Order: Stat-Based,NaN,1107,52340,7.87953,7.78691,1.3317,3.2749,2960733
209010,Mechs vs. Minions,2016,2,4,60,90,Fantasy, Fighting, Miniatures, Adaptation,error,error,Action Queue, Card Drafting, Cooperative Game, Dice Rolling, Modular Board, Role Playing,181,12262,8.0927,7.78445,1.33646,2.413,1556209
25613,Through the Ages  A Story of Civilization,2006,2,4,120,120,Civilization, Economic,error,error,error,error,Action Points, Auction/Bidding, Auction: Dutch, Card Drafting, Hand Management,NaN,666,17285,7.97122,7.77397,1.67415,4.1702,2468136
164153,Star Wars  Imperial Assault,2014,2,5,60,120,Adventure, Fighting, Miniatures, Adaptation, Sci_Fi, War,Dice Rolling, Grid Movement, Modular Board, Role Playing, Team-Based Game, Variable Player Powers,318,18129,8.04603,7.77309,1.41592,3.2979,3013264
126163,Tzolk'in  The Mayan Calendar,2012,2,4,90,90,Ancient, Civilization, Economic, Farming, Mythology,error,End Game Bonuses, Turn Order: Claim Action, Worker Placement,NaN,NaN,NaN,409,26626,7.91679,7.77019,1.2627,3.6552,1455985
237182,Root,2018,2,4,60,90,Animals, Fantasy, War,error,error,error,Action Queue, Action Retrieval, Area Majority / Influence, Area Movement, Dice Rolling, Hand Management,302,13853,8.06087,7.76161,1.42604,3.5806,1885895
72125,Eclipse,2011,2,6,60,180,Civilization, Fighting, Sci_Fi, Space Exploration, War,error,Area Majority / Influence, Dice Rolling, Grid Movement, Map Addition, Modular Board, Player Elimination,583,24866,7.92324,7.74823,1.48507,3.6915,3195583
230802,Azul,2017,2,4,30,45,strategy, Renaissance,error,error,error,error,Card Drafting, Pattern Building, Set Collection, Tile Placement,NaN,NaN,613,38055,7.87079,7.73957,1.1387,1.7875,1549911
35677,Le Havre,2008,1,5,30,150,City Building, Economic, industry_manuf, War,error,error,Automatic Resource Growth, End Game Bonuses, Increase Value of Unchosen Resources, Loans, Ownership, Worker Placement,683,24266,7.8798,7.73758,1.42873,3.7497,1876534
167355,Nemesis,2018,1,5,90,180,Adventure, Horror, Miniatures, Sci_Fi,error,error,Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Hidden Roles, Modular Board, Player Elimination,144,6262,8.49814,7.72196,1.49585,3.3077,1133660
216132,Clans of Caledonia,2017,1,4,30,120,Economic, Farming,error,error,error,error,Commodity Speculation, Contracts, Market, Modular Board, Network and Route Building, Variable Player Powers,238,11195,8.03026,7.72168,1.17755,3.4317,996166
171623,The Voyages of Marco Polo,2015,2,4,40,100,Dice, Economic, Medieval, Travel,error,error,Contracts, Dice Rolling, Income, Point to Point Movement, Set Collection, Variable Player Powers,340,17199,7.92532,7.71913,1.2516,3.1955,1113767
121921,Robinson Crusoe  Adventures on the Cursed Island,2012,1,4,60,120,Adventure, Exploration, Fighting, Adaptation,error,error,Action Queue, Cooperative Game, Dice Rolling, Hexagon Grid, Solo / Solitaire Game, Tile Placement,665,29386,7.88173,7.71602,1.41,3.762,3164566
124742,Android  Netrunner,2012,2,2,45,45,Bluffing, card, Collectible, Sci_Fi,error,error,Action Points, Hand Management, Secret Unit Deployment, Take That, Variable Player Powers,NaN,366,25254,7.88273,7.69155,1.65669,3.38,4212815
185343,Anachrony Essential Edition,2017,1,4,30,120,Economic, Sci_Fi,error,error,error,error,Solo / Solitaire Game, Variable Player Powers, Worker Placement, Worker Placement,NaN,NaN,171,8810,8.09659,7.68675,1.38969,3.9711,1039136
68448,7 Wonders,2010,2,7,30,30,Ancient, card, City Building, Civilization,error,error,Card Drafting, Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers,1834,74520,7.77014,7.67415,1.2757,2.3367,3411194
28143,Race for the Galaxy,2007,2,4,30,60,card, Civilization, Economic, Sci_Fi, Space Exploration,error,Hand Management, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers,NaN,NaN,997,42615,7.7628,7.66256,1.48701,2.9756,2857679
122515,Keyflower,2012,2,6,90,120,City Building, Economic, War, Renaissance, Territory Building, Transportation,Auction/Bidding, End Game Bonuses, Memory, Modular Board, Network and Route Building, Ownership,324,17027,7.83658,7.65451,1.30357,3.3422,1248251
62219,Dominant Species,2010,2,6,120,240,Animals, Environmental, Prehistoric,error,error,error,Area Majority / Influence, Card Drafting, Grid Movement, Hexagon Grid, Modular Board, Take That,447,16643,7.84917,7.64745,1.50701,4.0394,1525412
159675,Fields of Arle,2014,1,2,60,120,Economic, Farming, industry_manuf,error,error,error,Automatic Resource Growth, Worker Placement,NaN,NaN,NaN,NaN,132,6616,8.10495,7.64503,1.28813,3.893,748722
18602,Caylus Premium Limited Edition,2005,2,5,60,150,City Building, Economic, Medieval,error,error,error,Ownership, Turn Order: Claim Action, Turn Order: Pass Order, Variable Setup, Worker Placement,NaN,694,25413,7.79875,7.64246,1.47593,3.8095,1899122
110327,Lords of Waterdeep,2012,2,5,60,120,City Building, Fantasy,error,error,error,error,Card Drafting, Contracts, Increase Value of Unchosen Resources, Ownership, Set Collection, Take That,610,41294,7.76062,7.63684,1.27212,2.4762,1891588
157354,Five Tribes  The Djinns of Naqala,2014,2,4,40,80,Animals, Arabian, Fantasy, Mythology,error,error,Auction/Bidding, End Game Bonuses, Hidden Victory Points, Mancala, Modular Board, Set Collection,577,28094,7.77088,7.62715,1.27428,2.8544,1275623
125153,The Gallerist,2015,1,4,60,150,Economic,error,error,error,error,error,Commodity Speculation, Investment, Set Collection, Worker Placement,NaN,NaN,177,7923,8.01962,7.6261,1.3656,4.2812,778715
201808,Clank!  A Deck-Building Adventure,2016,2,4,30,60,Adventure, Fantasy,error,error,error,error,Card Drafting, Deck, Drafting, Pick-up and Deliver, Player Elimination, Point to Point Movement,318,21265,7.80783,7.6216,1.19457,2.203,1400659
12493,Twilight Imperium (Third Edition),2005,3,6,180,240,Civilization, Negotiation, Political, Sci_Fi, Space Exploration, War,Action Points, Area-Impulse, Dice Rolling, Follow, Hexagon Grid, Increase Value of Unchosen Resources,474,17664,7.85887,7.61899,1.69611,4.2483,2405162
93,El Grande,1995,2,5,60,120,Medieval, Renaissance,error,error,error,error,Area Majority / Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory,511,22117,7.76578,7.61242,1.3368,3.0638,1365209
205896,Rising Sun,2018,3,5,90,120,Bluffing, Fantasy, Miniatures, Mythology, Negotiation, War,Alliances, Area Majority / Influence, Area Movement, Set Collection, Simultaneous Action Selection, Take That,283,12840,7.93891,7.61155,1.60432,3.2761,1999126
146021,Eldritch Horror,2013,1,8,120,240,Adventure, Fantasy, Fighting, Horror, Adaptation, Travel,Action Points, Cooperative Game, Dice Rolling, Point to Point Movement, Role Playing, Solo / Solitaire Game,646,25811,7.83617,7.60826,1.50387,3.3109,2777570
172386,Mombasa,2015,2,4,75,150,Economic,error,error,error,error,error,Action Queue, Area Majority / Influence, Card Drafting, Deck, Hand Management, Investment,180,9610,7.91504,7.59493,1.24083,3.9094,692534
40834,Dominion  Intrigue,2009,2,4,30,30,card, Medieval,error,error,error,error,Card Drafting, Deck, Hand Management,NaN,NaN,NaN,288,28271,7.73324,7.59324,1.35947,2.432,993427
37111,Battlestar Galactica  The Board Game,2008,3,6,120,180,Bluffing, Deduction, Adaptation, Political, Sci_Fi, Space Exploration,Area Movement, Dice Rolling, Hand Management, Hidden Roles, Once-Per-Game Abilities, Role Playing,959,31058,7.74,7.58289,1.57645,3.2358,2220403
178900,Codenames XXL,2015,2,8,15,15,card, Deduction, Party Game, secret_agent, Word Game,error,Communication Limits, Memory, Push Your Luck, Team-Based Game,NaN,NaN,837,57212,7.66889,7.58278,1.29277,1.3078,1914562
161533,Lisboa,2017,1,4,60,120,City Building, Economic, Political,error,error,error,Area Majority / Influence, Card Drafting, Hand Management, Tile Placement,NaN,NaN,134,5127,8.17991,7.57817,1.39979,4.5358,672563
163412,Patchwork,2014,2,2,15,30,strategy, Puzzle,error,error,error,error,Card Drafting, Grid Coverage, Square Grid, Tile Placement, Time Track,NaN,298,37986,7.68609,7.57752,1.13275,1.668,1059904
73439,Troyes,2010,2,4,90,90,Dice, Economic, Medieval,error,error,error,Area Majority / Influence, Dice Rolling, Turn Order: Progressive, Worker Placement, Worker Placement with Dice Workers, Worker Placement,400,16334,7.76486,7.57444,1.33508,3.4537,1222544
229853,Teotihuacan  City of Gods,2018,1,4,90,120,Ancient,error,error,error,error,error,Area Movement, Point to Point Movement, Rondel, Set Collection, Tile Placement, Variable Player Powers,161,8209,7.96554,7.57242,1.26477,3.7113,783259
521,\u52a0\u62ff\u5927\u68cb,1876,2,4,30,30,Dexterity,error,error,error,error,error,Flicking, Team-Based Game,NaN,NaN,NaN,NaN,168,10385,7.83304,7.57143,1.64762,1.2641,835012
199792,Everdell,2018,1,4,40,80,Animals, card, City Building, Fantasy,error,error,Drafting, End Game Bonuses, Worker Placement,NaN,NaN,NaN,147,7997,8.00886,7.56244,1.31995,2.8153,926878
192135,Too Many Bones,2017,1,4,60,120,Adventure, Dice, Fantasy,error,error,error,Cooperative Game, Deck, Dice Rolling, Die Icon Resolution, Hand Management, Resource to Move,107,3873,8.48024,7.56131,1.51754,3.8254,1155725
144733,Russian Railroads,2013,2,4,90,120,industry_manuf, Trains,error,error,error,error,End Game Bonuses, Worker Placement,NaN,NaN,NaN,NaN,190,13090,7.78561,7.55834,1.27988,3.4177,768033
132531,Roll for the Galaxy,2014,2,5,45,45,Civilization, Dice, Economic, Sci_Fi, Space Exploration,error,Deck, Dice Rolling, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers,NaN,290,23115,7.7039,7.5569,1.32129,2.7725,1325075
191189,Aeon's End,2016,1,4,60,60,card, Fantasy, Fighting, Sci_Fi,error,error,Card Drafting, Cooperative Game, Deck, Hand Management, Solo / Solitaire Game, Variable Phase Order,198,7055,8.03978,7.55684,1.33727,2.7874,830901
2511,Sherlock Holmes Consulting Detective  The Thames Murders & Other Cases,1981,1,8,60,120,Deduction, murder_mystery, Adaptation, Post-War, secret_agent,error,Cooperative Game, Solo / Solitaire Game, Storytelling,NaN,NaN,NaN,247,14768,7.7741,7.55577,1.41619,2.7013,1395609
42,Tigris & Euphrates,1997,2,4,90,90,Ancient, Civilization, Territory Building,error,error,error,Area Majority / Influence, Hand Management, Highest-Lowest Scoring, Set Collection, Tile Placement,NaN,532,23925,7.70272,7.5484,1.48236,3.5162,1752244
102680,Trajan,2011,2,4,60,120,Ancient, Political,error,error,error,error,Area Movement, Card Drafting, Hand Management, Mancala, Rondel, Set Collection,220,13483,7.77469,7.54428,1.36242,3.6431,971283
236457,Architects of the West Kingdom,2018,1,5,60,80,City Building, Medieval,error,error,error,error,Drafting, Variable Player Powers, Worker Placement,NaN,NaN,NaN,202,10239,7.86296,7.54138,1.18196,2.7591,698259
200680,Agricola (Revised Edition),2016,1,4,30,120,Animals, Economic, Farming,error,error,error,Card Drafting, Enclosure, Hand Management, Worker Placement, Solo / Solitaire Game, Team-Based Game,117,6317,8.06574,7.5377,1.48727,3.4818,411005
36218,Dominion,2008,2,4,30,30,card, Medieval,error,error,error,error,Deck, Delayed Purchase, Hand Management, Take That, Variable Setup,NaN,1594,71730,7.63451,7.52991,1.42532,2.3606,3877340
30549,Pandemic,2008,2,4,45,45,Medical,error,error,error,error,error,Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Solo / Solitaire Game,1514,89581,7.62214,7.52668,1.32465,2.419,3425864
247763,Underwater Cities,2018,1,4,80,150,card, City Building, Civilization, industry_manuf, War, Sci_Fi,End Game Bonuses, Income, Network and Route Building, Turn Order: Stat-Based, Worker Placement,NaN,205,5117,8.09731,7.52291,1.14903,3.5591,499560
170042,Raiders of the North Sea,2015,2,4,60,80,Medieval, War,error,error,error,error,Dice Rolling, Hand Management, Set Collection, Worker Placement, Worker Placement,NaN,186,11458,7.80512,7.5215,1.17493,2.5222,790671
198928,Pandemic  Iberia,2016,2,5,45,45,Medical,error,error,error,error,error,Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Solo / Solitaire Game,95,6984,7.95053,7.51007,1.16991,2.5929,411168
103885,Star Wars  X-Wing Miniatures Game,2012,2,2,30,45,Aviation, Bluffing, Collectible, Miniatures, Adaptation, Sci_Fi,Action Queue, Critical Hits and Failures, Dice Rolling, Movement Template, Player Elimination, Simultaneous Action Selection,334,21679,7.72744,7.50938,1.42887,2.4812,3033656
127023,Kemet,2012,2,5,90,120,Ancient, Fighting, Miniatures, Mythology,error,error,Action Points, Area Majority / Influence, Area Movement, Card Drafting, Hand Management,NaN,223,14487,7.73405,7.50852,1.33679,2.995,1223298
146508,T.I.M.E Stories,2015,2,4,90,90,Adventure, Adult, Puzzle, Sci_Fi,error,error,Cooperative Game, Dice Rolling, Storytelling, Variable Player Powers,NaN,NaN,297,21005,7.67362,7.4924,1.68446,2.6065,1910753
196340,Yokohama,2016,2,4,90,90,Economic,error,error,error,error,error,Contracts, End Game Bonuses, Grid Movement, Modular Board, Network and Route Building, Set Collection,133,7062,7.88892,7.48921,1.13518,3.3117,575676
150376,Dead of Winter  A Crossroads Game,2014,2,5,60,120,Bluffing, Deduction, Horror, Zombies,error,error,Action Points, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Narrative Choice / Paragraph,537,35465,7.634,7.48823,1.42212,3.0059,2280866
182874,Grand Austria Hotel,2015,2,4,60,120,Economic,error,error,error,error,error,Action Drafting, Contracts, Dice Rolling, End Game Bonuses, Hand Management, Once-Per-Game Abilities,399,9828,7.78966,7.48384,1.27786,3.2274,579863
34635,Stone Age,2008,2,4,60,90,Dice, Prehistoric,error,error,error,error,Dice Rolling, Set Collection, Turn Order: Progressive, Worker Placement,NaN,NaN,803,40596,7.58793,7.48112,1.23922,2.4858,1887647
175155,Forbidden Stars,2015,2,4,120,180,Bluffing, Fighting, Miniatures, Sci_Fi, War,error,Area Majority / Influence, Dice Rolling, Hand Management, Modular Board, Order Counters, Variable Player Powers,239,6609,7.96296,7.47915,1.442,3.8091,1013333
172287,Champions of Midgard,2015,2,4,60,90,Adventure, Dice, Fantasy, Fighting, Medieval, Mythology,Card Drafting, Dice Rolling, Set Collection, Variable Player Powers, Worker Placement with Dice Workers,NaN,121,10537,7.78284,7.47804,1.23384,2.5984,750909
104162,Descent  Journeys in the Dark (Second Edition),2012,2,5,120,120,Adventure, Exploration, Fantasy, Fighting, Miniatures,error,Action Points, Dice Rolling, Grid Movement, Hand Management, Line of Sight, Modular Board,383,20701,7.71381,7.47613,1.45998,3.2016,3252081
161970,Alchemists,2014,2,4,120,120,Deduction, Fantasy,error,error,error,error,Card Drafting, Constrained Bidding, End Game Bonuses, Events, Hand Management, Turn Order: Progressive,285,16075,7.69133,7.47496,1.39994,3.8768,984414
203993,Lorenzo il Magnifico,2016,2,4,60,120,Renaissance,error,error,error,error,error,Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement,NaN,NaN,114,6961,7.8858,7.47095,1.20149,3.2977,489968
147020,Star Realms,2014,2,2,20,20,card, Fighting, Sci_Fi,error,error,error,Card Drafting, Deck, Hand Management, Take That,NaN,NaN,317,31323,7.60028,7.46292,1.27011,1.9503,1263092
146652,Legendary Encounters  An Alien Deck Building Game,2014,1,5,30,60,card, Fighting, Horror, Adaptation, Sci_Fi,error,Card Drafting, Cooperative Game, Deck, Player Elimination, Solo / Solitaire Game, Team-Based Game,199,10018,7.78246,7.45933,1.35999,2.7051,935141
9609,War of the Ring,2004,2,4,120,120,Adventure, Fantasy, Miniatures, Adaptation, Territory Building, War,Action Points, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management,316,9605,7.77255,7.45356,1.63763,3.8417,1975338
244521,The Quacks of Quedlinburg,2018,2,4,45,45,Medieval,error,error,error,error,error,Catch the Leader, Deck, Dice Rolling, Push Your Luck,NaN,NaN,162,10754,7.75405,7.45302,1.22517,1.9819,575529
148949,Istanbul,2014,2,5,40,60,Economic,error,error,error,error,error,Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver, Race,NaN,264,22106,7.59753,7.44899,1.13779,2.595,926722
155821,Inis,2016,2,4,60,90,card, Miniatures, Mythology,error,error,error,Action Drafting, Area Majority / Influence, Area Movement, Card Drafting, Hand Management, Modular Board,219,10089,7.79062,7.44513,1.48302,2.8782,1006148
103343,A Game of Thrones  The Board Game (Second Edition),2011,3,6,120,240,Bluffing, Fantasy, Negotiation, Adaptation, Political, War,Area Majority / Influence, Area Movement, Auction/Bidding, Hand Management, Order Counters, Player Elimination,822,25936,7.63935,7.44001,1.50737,3.7086,2101561
155426,Castles of Mad King Ludwig,2014,1,4,90,90,Post-War, Puzzle,error,error,error,error,Auction/Bidding, Card Drafting, End Game Bonuses, Pattern Building, Set Collection, Tile Placement,278,20168,7.59941,7.43963,1.22015,2.6562,1028285
128882,The Resistance  Avalon,2012,5,10,30,30,Bluffing, card, Deduction, Fantasy, Medieval, Negotiation,Hidden Roles, Memory, Roles with Asymmetric Information, Simultaneous Action Selection, Team-Based Game, Traitor Game,361,24359,7.60662,7.4376,1.50891,1.7775,1261991
14996,Ticket to Ride  Europe,2005,2,5,30,60,Trains,error,error,error,error,error,Card Drafting, Hand Management, Network and Route Building, Push Your Luck, Set Collection,NaN,678,51162,7.55324,7.43651,1.19429,1.9486,1244911
233371,Clank! In! Space!,2017,2,4,45,90,Sci_Fi,error,error,error,error,error,Card Drafting, Deck, Modular Board, Player Elimination, Point to Point Movement, Push Your Luck,84,6548,7.88039,7.43269,1.18309,2.5,365176
43111,Chaos in the Old World,2009,3,4,60,120,Fantasy, Fighting, Horror, Mythology, War,error,Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Role Playing,384,13617,7.67164,7.43059,1.47016,3.1823,1373646
225694,Decrypto,2018,3,8,15,45,Deduction, Party Game, Word Game,error,error,error,Communication Limits, Targeted Clues, Team-Based Game,NaN,NaN,NaN,112,7649,7.80921,7.42763,1.20615,1.813,273854
17133,Railways of the World,2005,2,6,120,120,Trains, Transportation, Adaptation,error,error,error,Action Points, Auction/Bidding, Card Drafting, Network and Route Building, Pick-up and Deliver, Tile Placement,206,10671,7.68907,7.42604,1.34307,3.024,1157726
239188,Chronicles of Crime,2018,1,4,60,90,Adventure, Deduction, murder_mystery,error,error,error,Cooperative Game, Scenario / Mission / Campaign Game, Storytelling, Variable Player Powers,NaN,NaN,164,8287,7.91598,7.42389,1.32655,2.1022,427699
70149,Ora et Labora,2011,1,4,60,180,City Building, Economic, industry_manuf, Medieval, Religious, Territory Building,Increase Value of Unchosen Resources, Modular Board, Network and Route Building, Worker Placement, Worker Placement,NaN,169,9132,7.70562,7.41277,1.37497,3.9043,890506
14105,Commands and Colors  Ancients,2006,2,2,60,60,Ancient, War,error,error,error,error,Campaign / Battle Card Driven, Command Cards, Dice Rolling, Hand Management, Hexagon Grid, Modular Board,142,7655,7.77981,7.41243,1.42123,2.6961,1374407
221194,Dinosaur Island,2017,1,4,90,120,Economic, Sci_Fi,error,error,error,error,Action Points, Dice Rolling, Set Collection, Tile Placement, Worker Placement,NaN,90,8420,7.79778,7.41063,1.34452,2.9841,864366
233398,Endeavor  Age of Sail,2018,2,5,60,90,Exploration, War, Renaissance,error,error,error,Area Majority / Influence, Card Drafting, Set Collection,NaN,NaN,NaN,78,4521,8.08502,7.40617,1.11826,2.8015,399777
123260,Suburbia,2012,1,4,90,90,City Building, Economic,error,error,error,error,Card Drafting, Hexagon Grid, Set Collection, Tile Placement,NaN,NaN,296,20018,7.54926,7.40562,1.25037,2.7721,1140840
77423,The Lord of the Rings  The Card Game,2011,1,2,30,60,Adventure, card, Fantasy, Adaptation,error,error,Cooperative Game, Hand Management, Solo / Solitaire Game, Variable Player Powers,NaN,NaN,613,19123,7.63572,7.40445,1.54702,3.1583,3403940
194655,Santorini,2016,2,4,20,20,strategy, Ancient, Mythology,error,error,error,Square Grid, Three Dimensional Movement, Variable Player Powers,NaN,NaN,NaN,277,21311,7.57212,7.40429,1.30581,1.7361,1179977
54043,Jaipur,2009,2,2,30,30,Animals, card,error,error,error,error,Card Drafting, Hand Management, Score-and-Reset Game, Set Collection,NaN,NaN,281,31102,7.51641,7.39986,1.10301,1.5049,999169
43015,Hansa Teutonica,2009,2,5,45,90,Medieval,error,error,error,error,error,Action Points, Area Majority / Influence, End Game Bonuses, Network and Route Building, Ownership, Tech Trees / Tech Tracks,253,10716,7.64391,7.39907,1.38809,3.125,817464
126042,Nations,2013,1,5,40,200,card, Civilization, Economic,error,error,error,Automatic Resource Growth, Card Drafting, Events, Turn Order: Pass Order, Variable Player Powers, Worker Placement,243,10457,7.66073,7.3958,1.40079,3.5345,1068456
4098,Age of Steam  Deluxe Edition,2002,1,6,120,120,Economic, Trains, Transportation,error,error,error,Auction/Bidding, Catch the Leader, Dice Rolling, Loans, Network and Route Building, Player Elimination,136,7881,7.72871,7.39561,1.64451,3.9198,1098120
175640,Vinhos Deluxe Edition,2016,1,4,60,135,Economic, industry_manuf,error,error,error,error,Area Majority / Influence, Variable Phase Order, Worker Placement,NaN,NaN,NaN,63,3237,8.22361,7.39453,1.24499,4.0722,363705
10630,Memoir '44,2004,2,8,30,60,Miniatures, War, War,error,error,error,Area Majority / Influence, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Grid Movement, Hand Management,283,23743,7.55646,7.39315,1.3834,2.2752,2060243
91,Paths of Glory,1999,2,2,480,480,War, War,error,error,error,error,Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement,NaN,NaN,NaN,82,4216,8.04126,7.38713,1.65615,3.827,1095128
233867,\u6b61\u8fce\u4f86\u5230,2018,1,100,25,25,City Building,error,error,error,error,error,Paper-and-Pencil, Pattern Building,NaN,NaN,NaN,NaN,138,10627,7.65254,7.3865,1.11049,1.8333,562860
224037,Codenames  Duet,2017,2,4,15,30,card, Deduction, secret_agent, Word Game,error,error,Communication Limits, Cooperative Game, Push Your Luck, Team-Based Game,NaN,NaN,139,10021,7.64928,7.38561,1.18953,1.3353,307148
39463,Cosmic Encounter  42nd Anniversary Edition,2008,3,5,60,120,Bluffing, Negotiation, Sci_Fi, Space Exploration,error,error,Alliances, Auction/Bidding, Hand Management, Negotiation, Race, Simultaneous Action Selection,541,25296,7.54488,7.38447,1.70368,2.5715,1801848
171131,Captain Sonar,2016,2,8,45,60,Deduction, Fighting, War, Real-time,error,error,Grid Movement, Hidden Movement, Line Drawing, Real-Time, Role Playing, Secret Unit Deployment,275,13730,7.60333,7.38289,1.36619,2.126,868175
155068,Arcadia Quest,2014,2,4,60,60,Adventure, Fantasy, Fighting, Miniatures,error,error,Dice Rolling, Grid Movement, Modular Board, Take That, Variable Player Powers,NaN,153,8341,7.77327,7.38016,1.47934,2.5316,1083129
21050,Combat Commander  Europe,2006,2,2,60,180,War, War,error,error,error,error,Campaign / Battle Card Driven, Hexagon Grid, Simulation, Variable Phase Order,NaN,NaN,132,5045,7.92614,7.38011,1.67631,3.2318,1266555
195421,Near and Far,2017,2,4,90,120,Adventure, Exploration,error,error,error,error,Card Drafting, Dice Rolling, Narrative Choice / Paragraph, Network and Route Building, Set Collection, Storytelling,82,5727,7.86953,7.37726,1.27833,2.8279,673737
163068,Trickerion  Legends of Illusion,2015,2,4,60,180,Post-War,error,error,error,error,error,Action Points, Action Queue, Catch the Leader, Simultaneous Action Selection, Tile Placement, Turn Order: Stat-Based,82,5573,7.87665,7.37647,1.42457,4.17,667883
104006,Village,2011,2,4,60,90,Farming, Medieval,error,error,error,error,Action Drafting, Contracts, Set Collection, Worker Placement, Worker Placement,NaN,275,18465,7.53635,7.37369,1.18393,3.0739,1011809
118048,Targi,2012,2,2,60,60,card,error,error,error,error,error,Modular Board, Set Collection, Turn Order: Progressive, Worker Placement,NaN,NaN,101,10554,7.62305,7.37128,1.08931,2.3503,564234
269385,The Lord of the Rings  Journeys in Middle-earth,2019,1,5,60,120,Adventure, Fantasy, Fighting, Adaptation,error,error,Cooperative Game, Deck, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers,160,4468,8.14029,7.37072,1.56008,2.4765,838690
188920,This War of Mine  The Board Game,2017,1,6,45,120,Adventure, Exploration, Adult, War, Adaptation,error,Action Points, Cooperative Game, Dice Rolling, Grid Movement, Push Your Luck, Role Playing,274,6375,7.88729,7.36884,1.52904,3.1653,947505
31627,Ticket to Ride  Nordic Countries,2007,2,3,30,60,Trains,error,error,error,error,error,Card Drafting, Hand Management, Network and Route Building, Set Collection,NaN,NaN,172,10465,7.64139,7.36652,1.22385,1.9793,456077
199561,Sagrada,2017,1,4,30,45,Dice, Puzzle,error,error,error,error,Card Drafting, Dice Rolling, Pattern Building, Set Collection,NaN,NaN,235,19016,7.54653,7.36492,1.16228,1.9114,808842
82222,Xia  Legends of a Drift System,2014,3,5,60,180,Adventure, Exploration, Fighting, Sci_Fi, Space Exploration, Transportation,Action Points, Dice Rolling, Grid Movement, Map Addition, Modular Board, Pick-up and Deliver,171,6227,7.85838,7.36139,1.5753,3.1444,999192
