objectid,name,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime
156009,Port Royal,2014,2,5,20,50
183251,Karuba,2015,2,4,30,40
116998,Thunderstone Advance  Towers of Ruin,2012,1,5,45,45
91312,Discworld  Ankh-Morpork,2011,2,4,60,60
143519,Quantum,2013,2,4,60,60
174785,Mare Nostrum  Empires,2016,3,5,90,120
171,Chess,1475,2,2,60,60
271896,Star Wars  Outer Rim,2019,1,4,120,180
153938,Camel Up,2014,2,8,20,30
130960,Triumph & Tragedy,2015,2,3,240,240
6249,Der Palast von Alhambra,2003,2,6,45,60
42215,Tobago,2009,2,4,60,60
172308,Broom Service,2015,2,5,30,75
121408,Trains,2012,2,4,45,45
58281,Summoner Wars,2009,2,4,30,60
150997,Shadows of Brimstone  Swamps of Death,2014,1,4,90,180
121288,Dixit  Journey,2012,3,6,30,30
163166,One Night Ultimate Werewolf Daybreak,2015,3,7,10,10
233312,Stuffed Fables,2018,2,4,60,90
4390,Carcassonne  Hunters and Gatherers,2002,2,5,35,35
30869,Thebes,2007,2,4,60,60
50750,Belfort,2011,2,5,120,120
128780,Pax Porfiriana,2012,1,6,120,120
142379,Escape Plan,2019,1,5,60,120
3307,Wallenstein,2002,3,5,150,150
266524,PARKS,2019,1,5,30,60
240196,Betrayal Legacy,2018,3,5,45,90
134726,Smash Up  Awesome Level 9000,2013,2,2,45,45
131357,\u30af\u30fc,2012,2,6,15,15
135219,The Battle of Five Armies,2014,2,2,90,240
212445,Blood Bowl (2016 edition),2016,2,2,45,120
181521,Warhammer Quest  The Adventure Card Game,2015,1,4,30,60
84419,Space Empires  4X,2011,1,4,180,180
24508,Taluva,2006,2,4,45,45
65532,Defenders of the Realm,2010,1,4,90,90
503,Through the Desert,1998,2,5,45,45
28023,Jamaica,2007,2,6,30,60
160495,ZhanGuo,2014,2,4,60,120
1353,Time's Up!,1999,4,18,90,90
196326,Love Letter Premium,2016,2,8,20,30
205398,Citadels,2016,2,8,30,60
180511,Shakespeare,2015,1,4,20,90
70512,Luna  In the Domain of the Moon Priestess,2010,1,4,60,100
88,Torres,1999,2,4,60,60
156858,Black Orchestra,2016,1,5,90,90
126792,Myrmes,2012,2,4,60,120
586,Up Front,1983,2,3,60,60
117959,\u62c9\u65af\u7dad\u52a0\u65af Las Vegas,2012,2,5,30,30
30380,Cuba,2007,2,5,75,120
216734,Dice Throne  Season One,2018,2,6,20,40
3201,Lord of the Rings  The Confrontation,2002,2,2,30,30
20963,Fury of Dracula (Second Edition),2005,2,5,180,180
37904,Formula D,2008,2,10,60,60
21763,Mr. Jack,2006,2,2,30,30
10547,Betrayal at House on the Hill,2004,3,6,60,60
203416,Exit  The Game \u2013 The Pharaoh's Tomb,2016,1,6,45,90
155624,Specter Ops,2015,2,5,60,120
36235,The Duke,2013,2,2,30,30
170561,Valeria  Card Kingdoms,2016,1,5,30,45
282524,Horrified,2019,1,5,60,60
249259,War Chest,2018,2,4,30,30
123540,Tokaido,2012,2,5,45,45
113294,Escape  The Curse of the Temple,2012,1,5,10,10
162007,Steampunk Rally,2015,2,8,45,60
15364,Vegas Showdown,2005,3,5,75,75
111799,Cuba Libre,2013,1,4,180,180
9823,Advanced Squad Leader  Starter Kit #1,2004,2,2,120,120
192457,Cry Havoc,2016,2,4,60,120
234277,Nusfjord,2017,1,5,20,100
46,Medici,1995,2,6,60,60
68425,Eminent Domain,2011,2,4,45,45
13004,The Downfall of Pompeii,2004,2,4,45,45
158889,Summoner Wars  Alliances Master Set,2014,2,4,45,45
269210,Twice As Clever,2019,1,4,30,30
79127,Star Trek  Fleet Captains,2011,2,4,90,120
179803,Arcadia Quest  Inferno,2017,2,4,60,120
269207,The Taverns of Tiefenthal,2019,2,4,60,60
168584,Love Letter  Batman,2015,2,4,20,20
73761,K2,2010,1,5,30,60
167400,Ashes  Rise of the Phoenixborn,2015,2,4,30,120
55600,Shipyard,2009,2,4,120,120
2163,Space Hulk,1989,2,4,45,45
154825,Arkwright,2014,2,4,120,240
24800,Conflict of Heroes  Awakening the Bear! \u2013 Russia 1941-42,2008,1,4,120,120
18098,Napoleon's Triumph,2007,2,2,180,180
107529,Kingdom Builder,2011,2,4,45,45
31563,Middle-Earth Quest,2009,2,4,180,180
226522,Exit  The Game \u2013 Dead Man on the Orient Express,2017,1,4,45,90
263918,Cartographers  A Roll Player Tale,2019,1,100,30,45
146278,Tash-Kalar  Arena of Legends,2013,2,4,30,60
137988,Zombicide Season 2  Prison Outbreak,2013,1,6,60,60
100423,Elder Sign,2011,1,8,90,90
22345,Yspahan,2006,2,4,45,60
235802,Too Many Bones  Undertow,2018,1,2,60,180
5782,Coloretto   10 years edition,2003,2,5,30,30
188866,Awkward Guests,2016,1,8,45,75
244271,Dice Throne  Season Two \u2013 Battle Chest,2018,2,6,20,40
26997,1989  Dawn of Freedom,2012,2,2,150,150
143741,BANG! The Dice Game,2013,3,8,15,15
38996,Washington's War,2010,2,2,90,90
171499,Cacao,2015,2,4,45,45
173442,Empires  Age of Discovery,2015,2,6,50,150
245654,Vas\u00fatvonal  S\u00f6t\u00e9tk\u00e9k Kiad\u00e1s,2018,1,6,20,30
110277,Among the Stars,2012,2,4,30,30
132018,Churchill,2015,1,3,60,300
170416,Vast  The Crystal Caverns,2016,1,5,75,75
143515,Gl\u00fcck Auf,2013,2,4,60,75
202426,Sidereal Confluence  Trading and Negotiation in the Elysian Quadrant,2017,4,9,120,180
43528,World Without End,2009,2,4,90,120
213893,Yamata\u00ef,2017,2,4,40,80
251247,Barrage,2019,1,4,60,120
193558,Das Orakel von Delphi,2016,2,4,70,100
113997,Tajemnicze Domostwo,2013,2,7,30,60
168435,Between Two Cities,2015,1,7,25,25
230253,Star Realms  Frontiers,2018,1,4,20,45
173064,Leaving Earth,2015,1,5,60,180
41002,Vasco da Gama,2009,2,4,60,120
232219,Dragon Castle,2017,2,4,30,45
47185,Warhammer  Invasion,2009,2,2,45,45
242574,Century  Eastern Wonders,2018,2,4,30,45
153016,Telestrations  12 Player Party Pack,2011,4,12,30,30
29603,D-Day at Omaha Beach,2009,1,2,480,480
148575,Marvel Dice Masters  Avengers vs. X-Men,2014,2,2,60,60
160499,King of New York,2014,2,6,40,40
244992,The Mind,2018,2,4,15,15
156336,Onirim (second edition),2014,1,2,15,15
117915,Yedo,2012,2,5,120,180
166384,Spyfall,2014,3,8,15,15
72321,The Networks,2016,1,5,60,90
131287,Panamax,2014,2,4,100,100
198953,Pax Renaissance,2016,2,4,60,120
162286,Super Motherload,2015,2,4,60,75
169654,Tiefseeabenteuer,2014,2,6,30,30
262215,Blackout  Hong Kong,2018,1,4,75,150
179275,One Deck Dungeon,2016,1,2,30,45
7717,Carcassonne  The Castle,2003,2,2,30,30
30957,Tribune  Primus Inter Pares,2007,2,5,60,120
177590,13 Days  The Cuban Missile Crisis,2016,2,2,30,45
224710,Zombicide  Green Horde,2018,1,6,60,60
203417,Exit  The Game \u2013 The Secret Lab,2016,1,6,45,150
91872,Dungeons & Dragons  The Legend of Drizzt Board Game,2011,1,5,60,60
224597,Warhammer Underworlds  Shadespire,2017,2,2,30,30
156943,Saint Petersburg (second edition),2014,2,5,60,60
69789,Ascension  Deckbuilding Game,2010,1,4,30,30
2955,Mexica,2002,2,4,90,90
483,Diplomacy,1959,2,7,360,360
82421,Summoner Wars  Phoenix Elves vs Tundra Orcs,2009,2,4,30,30
165401,Wir sind das Volk!,2014,2,2,60,150
35570,Tinners' Trail,2008,3,4,60,90
699,HeroQuest,1989,2,5,90,90
103886,Star Wars  The Card Game,2012,2,2,30,60
1035,Squad Leader,1977,2,2,60,60
193949,Star Trek  Ascendancy,2016,3,3,180,180
244228,Reef,2018,2,4,30,45
132028,Conflict of Heroes  Awakening the Bear! \u2013 Operation Barbarossa 1941 (second edition),2012,2,4,60,180
41066,Virgin Queen,2012,2,6,420,420
156689,Legendary  A Marvel Deck Building Game \u2013 Villains,2014,1,5,45,45
139898,Brew Crafters,2013,2,5,90,90
200147,Kanagawa,2016,2,4,45,45
82420,Summoner Wars  Guild Dwarves vs Cave Goblins,2009,2,4,30,30
71721,Space Hulk  Death Angel \u2013 The Card Game,2010,1,6,30,60
528,Z\u00c8RTZ,1999,2,2,30,60
21882,Blue Moon City,2006,2,4,30,50
28181,Combat Commander  Pacific,2008,2,2,180,180
94,Union Pacific,1999,2,6,90,90
20100,Wits & Wagers  Deluxe Edition,2005,3,7,25,25
12002,Jambo,2004,2,2,45,45
40628,Finca,2009,2,4,45,45
12891,Friedrich Jubil\u00e4umsedition,2004,3,4,210,210
220520,Caverna  Cave vs Cave,2017,1,2,20,40
12962,Reef Encounter,2004,2,4,60,120
163602,XCOM  The Board Game,2015,1,4,60,120
156566,Lords of Xidit,2014,3,5,90,90
137269,Spyrium,2013,2,5,75,75
151004,Smash Up  Science Fiction Double Feature,2014,2,2,30,45
65901,Age of Industry,2010,2,5,120,120
2453,Tessellation,2000,2,4,20,20
2181,Bridge,1908,4,4,60,60
256916,Concordia Venus,2018,2,6,60,120
432,Take 6!,1994,2,10,45,45
161417,Red7,2014,2,4,5,30
171273,FUSE,2015,1,5,10,10
119788,Hyperborea,2014,2,6,50,150
258036,Between Two Castles of Mad King Ludwig,2018,2,7,45,60
2398,Cribbage,1630,2,4,30,30
12902,Carcassonne  The City,2004,2,4,30,45
201825,Ex Libris,2017,1,4,45,45
183840,Oh My Goods!,2015,2,4,30,30
191051,Outlive,2017,2,4,40,110
145659,Scoville,2014,2,6,60,90
27976,Heroscape Master Set  Swarm of the Marro,2007,2,4,60,60
26566,Homesteaders,2009,2,4,90,90
1345,The Traders of Genoa,2001,2,5,60,120
220,High Society,1995,3,5,15,30
148319,Tragedy Looper,2011,2,4,120,120
9440,Maharaja  The Game of Palace Building in India,2004,2,5,90,90
1041,San Marco,2001,3,4,90,90
155362,Ca$h 'n Guns (Second Edition),2014,4,8,30,30
194879,Not Alone,2016,2,7,30,45
491,Web of Power,2000,3,5,50,60
8125,Santiago,2003,3,5,75,75
154458,Akrotiri,2014,2,2,45,45
129948,The Palaces of Carrara,2012,2,4,60,60
53953,Thunderstone,2009,1,5,60,60
108784,Ascension  Storm of Souls,2011,1,4,30,30
202408,Adrenaline,2016,3,5,30,60
256730,Pipeline,2019,2,4,60,120
13642,Louis XIV,2005,2,4,75,100
98351,Core Worlds,2011,2,5,60,120
51,Ricochet Robots,1999,1,99,30,30
106217,Hawaii,2011,2,5,90,90
45,Perudo,1800,2,6,15,30
175117,Celestia,2015,2,6,30,30
29368,Last Night on Earth  The Zombie Game,2007,2,6,60,90
69779,Polis  Fight for the Hegemony,2012,2,2,90,120
201921,Tiny Epic Quest,2017,1,4,30,60
158275,Marvel Dice Masters  Uncanny X-Men,2014,2,2,60,60
108906,Thunder Alley,2014,2,7,90,90
26990,Container,2007,3,5,60,90
52461,Legacy  The Testament of Duke de Crecy,2013,1,4,60,60
197443,Fugitive,2017,2,2,5,20
66356,Dungeons & Dragons  Wrath of Ashardalon Board Game,2011,1,5,60,60
181687,The Pursuit of Happiness,2015,1,4,60,90
240,Britannia,1986,3,5,180,300
169124,Flick 'em Up!,2015,2,10,30,45
172047,The Others,2016,2,5,90,90
37380,Roll Through the Ages  The Bronze Age,2008,1,4,30,45
98229,Pictomania,2011,3,6,25,25
170624,Crusaders  Thy Will Be Done,2018,2,4,40,60
260605,Camel Up (Second Edition),2018,3,8,30,45
191977,The Castles of Burgundy  The Card Game,2016,1,4,30,60
226320,My Little Scythe,2017,1,6,45,60
16747,Tumblin-Dice,2004,2,4,45,45
122298,Morels,2012,2,2,30,30
231581,AuZtralia,2018,1,4,30,120
904,Hollywood Blockbuster,2000,2,5,60,60
8051,Attika,2003,2,4,45,60
65244,Forbidden Island \u7981\u5fcc\u4e4b\u5c9b,2010,2,4,30,30
223040,Fantasy Realms,2017,3,6,20,20
177678,Signorie,2015,2,4,90,120
95064,Ascension  Return of the Fallen,2011,1,2,30,30
160851,Lanterns  The Harvest Festival,2015,2,4,30,30
72225,CO\u2082,2012,1,5,120,120
233247,Sid Meier's Civilization  A New Dawn,2017,2,4,60,120
89409,BattleCON  War of Indines,2010,2,2,30,30
174570,Legendary Encounters  A Predator Deck Building Game,2015,1,5,45,45
158435,Dogs of War,2014,3,5,75,75
147151,Concept,2013,4,12,40,40
939,Star Wars  The Queen's Gambit,2000,2,4,120,120
91514,\u30ad\u30e3\u30d7\u30c6\u30f3\u30fb\u30ea\u30ce,2011,2,5,5,15
207830,5-Minute Dungeon,2017,2,5,5,30
171669,Discoveries  The Journals of Lewis and Clark,2015,2,4,60,60
15512,Incan Gold,2005,3,8,30,30
19600,Antike,2005,2,6,120,120
554,La Citt\u00e0,2000,2,5,120,120
85897,Thunderstone  Dragonspire,2011,1,5,45,45
207243,The City of Kings,2018,1,4,45,180
30645,Tammany Hall,2007,3,5,90,90
163839,Feudum,2017,2,5,80,180
41,Can't Stop!,1980,2,4,30,30
38054,Snow Tails,2008,2,5,45,60
27588,Zooloretto,2007,2,5,45,45
150145,Skull King,2013,2,6,30,30
179172,Unfair,2017,2,5,50,125
168917,Smash Up  Pretty Pretty Smash Up,2015,2,2,45,45
45986,Stronghold,2009,2,4,120,120
195560,Wasteland Express Delivery Service,2017,2,5,90,120
203427,Fabled Fruit,2016,2,5,20,30
161866,Zombicide Season 3  Rue Morgue,2015,1,12,60,60
131646,Merchant of Venus (second edition),2012,1,4,120,240
160018,Smash Up  Monster Smash,2014,2,2,30,45
66505,The Speicherstadt,2010,2,5,45,45
135779,A Fake Artist Goes to New York,2012,5,10,20,20
2093,Mahjong,1850,3,4,120,120
165838,Space Hulk (fourth edition),2014,2,2,60,60
59946,Dungeons & Dragons  Castle Ravenloft Board Game,2010,1,5,60,60
200077,Mint Works,2017,1,4,10,20
180680,Automobiles,2016,2,5,45,75
224,History of the World,1991,3,6,135,270
1301,Netrunner,1996,2,2,45,45
104363,Rex  Final Days of an Empire,2012,3,6,120,180
72287,Mr. Jack Pocket,2010,2,2,15,15
204516,878 Vikings  Invasions of England,2017,2,4,60,120
195137,Catacombs (Third Edition),2015,2,5,60,90
22825,Tide of Iron,2007,2,4,120,120
104710,Wiz-War (eighth edition),2012,2,4,30,60
15817,Manilla,2005,3,5,60,60
1822,Wilderness War,2001,2,2,180,180
217780,Gentes,2017,1,4,90,90
154086,Gold West,2015,2,4,45,60
156776,Warhammer 40,2014,2,2,45,45
60,Vinci,1999,3,6,90,90
67492,Battles of Westeros,2010,2,2,60,120
131260,Qwixx,2012,2,5,15,15
234671,Pandemic  Rising Tide,2017,2,5,45,45
190082,Whitehall Mystery,2017,2,4,45,60
256382,Disney Villainous,2018,2,6,50,50
141517,A Study in Emerald,2013,2,5,90,90
150999,Valley of the Kings,2014,2,4,45,45
222514,Batman  Gotham City Chronicles,2019,2,4,60,90
178336,World's Fair 1893,2016,2,4,35,45
55427,Mr. Jack in New York,2009,2,2,30,30
204027,Cottage Garden,2016,1,4,45,60
157403,Black Fleet,2014,3,4,60,60
218333,Rhino Hero  Super Battle,2017,2,4,10,20
8045,Princes of the Renaissance,2003,3,6,180,180
182340,Star Trek  Frontiers,2016,1,4,60,240
1465,Wizard,1984,3,6,45,45
223953,Kitchen Rush,2017,1,4,30,45
216459,The Lost Expedition,2017,1,5,30,50
241724,Villagers,2019,1,5,30,60
175324,Fog of Love,2017,2,2,60,120
255692,New Frontiers,2018,2,5,45,75
125678,DC Comics Deck-Building Game,2012,2,5,45,45
25669,Qwirkle Travel,2006,2,4,45,45
551,Battle Cry,1999,2,2,45,45
56692,\u30d1\u30ec\u30fc\u30c9,2007,2,6,45,45
136991,Loony Quest,2015,2,5,20,30
185589,Islebound,2016,2,4,60,120
25568,Metropolys,2008,2,4,45,45
75449,Firenze,2010,2,4,60,60
200954,Fields of Green,2016,2,4,45,45
249381,The Estates,2018,2,5,40,60
269144,Hadara,2019,2,5,45,60
66056,The Rivals for Catan,2010,2,2,45,120
180593,The Bloody Inn,2015,1,4,30,60
1382,Winner's Circle,2001,2,6,45,60
171233,The Big Book of Madness,2015,2,5,60,90
197070,Massive Darkness,2017,1,6,120,120
193214,Meeple Circus,2017,2,5,45,45
135382,Shadowrun  Crossfire,2014,1,4,30,60
230080,Majesty  For the Realm,2017,2,4,20,40
18100,China,2005,3,5,45,45
207691,Railroad Revolution,2016,2,4,45,90
127518,A Distant Plain,2013,1,4,180,300
197405,Tak  University Edition,2017,2,2,20,60
97903,Terror in Meeple City,2013,2,4,45,45
191231,Via Nebula,2016,2,4,45,60
242639,Treasure Island,2018,2,5,45,45
253344,Cthulhu  Death May Die,2019,1,5,90,120
122522,Smash Up,2012,2,4,45,45
198454,When I Dream,2016,4,10,20,40
137649,Level 7 [Omega Protocol],2013,2,6,60,90
230244,Black Angel,2019,1,4,60,120
6830,Zendo,2001,3,5,60,60
176165,Dale of Merchants  The Guild of Extraordinary Traders,2015,2,4,30,30
11825,Empire of the Sun,2005,1,2,360,360
202670,Ticket to Ride  Rails & Sails,2016,2,5,60,120
87890,Pr\u00eat-\u00e0-Porter,2010,2,4,90,90
184151,Legend of the Five Rings  The Card Game,2017,2,2,45,90
157809,Nations  The Dice Game,2014,1,4,20,40
8203,Hey,2003,2,4,20,20
35497,Fauna,2008,2,6,45,60
94246,1812  The Invasion of Canada,2012,2,5,90,90
71671,Yggdrasil,2011,1,6,90,90
251658,Sprawlopolis,2018,1,4,15,20
217449,NMBR 9,2017,1,4,20,20
5737,Domaine,2003,2,4,60,60
164265,Witness,2014,4,4,15,15
68264,No Retreat! The Russian Front,2011,1,2,360,360
239464,Palm Island,2018,1,2,15,15
130176,Tales & Games  The Hare & the Tortoise,2011,2,5,15,20
219215,Werewords,2017,4,10,10,10
142326,Eight-Minute Empire  Legends,2013,2,4,16,32
212402,The Grimm Forest,2018,2,4,45,60
17396,Manoeuvre,2008,2,2,60,60
35052,Axis & Allies Anniversary Edition,2008,2,6,360,360
156091,Sons of Anarchy  Men of Mayhem,2014,3,4,90,90
152162,Diamonds  Second Edition,2014,2,6,20,30
287954,Azul  Summer Pavilion,2019,2,4,30,45
50768,Ninjato,2011,2,4,60,60
1634,Warhammer Quest,1995,1,4,120,120
91536,Quarriors! Dice-Building Game Set-up Box,2011,2,4,30,30
104020,Vanuatu,2011,2,5,90,90
221,Shogun,1986,2,5,240,360
207336,Honsh\u016b,2016,2,5,30,30
40793,Dice Town,2009,2,5,45,45
38823,Conflict of Heroes  Storms of Steel! \u2013 Kursk 1943,2009,1,4,120,120
159473,Quartermaster General WW2,2014,2,6,90,90
121410,Steam Park,2013,2,4,60,60
1608,Ambush!,1983,1,1,240,240
34084,Witch's Brew,2008,3,5,45,45
153065,Linko!,2014,2,5,20,20
177524,\u03a0\u03b1\u03b3\u03bf\u03b4\u03c1\u03bf\u03bc\u03af\u03b5\u03c2,2016,2,4,30,30
151007,Pathfinder Adventure Card Game  Skull & Shackles \u2013 Base Set,2014,1,4,90,90
823,Lord of the Rings,2000,2,5,60,90
214887,CO\u2082  Second Chance,2018,1,4,60,120
27364,Caylus Magna Carta,2007,2,4,45,75
124,Ursuppe,1997,3,4,90,90
21523,Runebound (Second Edition),2005,2,6,120,240
134352,Two Rooms and a Boom,2013,6,30,7,20
183880,Risk  Star Wars Edition,2015,2,4,30,45
198830,Heroes of Land,2018,1,4,120,180
176544,Automania,2015,2,4,60,90
44163,Power Grid  Factory Manager,2009,2,5,60,60
229265,Wendake,2017,1,4,60,120
327,Loopin' Louie,1992,2,4,10,10
833,For the People,1998,2,2,360,360
37628,Haggis,2010,2,3,45,45
112,Condottiere,1995,2,6,45,45
229892,Container  10th Anniversary Jumbo Edition!,2018,3,5,75,90
42910,Peloponnes,2009,1,5,45,45
163154,Falling Sky  The Gallic Revolt Against Caesar,2016,1,4,180,360
187377,Vikings Gone Wild,2017,2,4,45,90
17329,Animal Upon Animal,2005,2,4,15,15
216092,Unlock! Squeek & Sausage,2017,1,6,45,75
227460,Hannibal & Hamilcar,2018,2,2,40,200
274960,Point Salad,2019,2,6,15,30
121297,Fleet,2012,2,4,30,45
182694,Watson & Holmes  From the Diaries of 221B,2015,2,7,45,75
157001,Trains  Rising Sun,2014,2,4,45,45
23094,Planet Steam,2008,2,5,90,180
175199,Mottainai Mini,2015,2,5,15,30
30381,Hamburgum,2007,2,5,75,75
140933,Blueprints,2013,2,4,30,30
24068,Shadow Hunters,2005,4,8,60,60
8989,Hansa,2004,2,4,60,60
235488,Istanbul  The Dice Game,2017,2,4,20,40
4099,Keythedral,2002,2,5,60,90
145639,Coconuts,2013,2,4,20,20
252328,Star Wars  X-Wing (Second Edition),2018,2,2,30,45
91873,Strasbourg,2011,3,5,60,60
194880,Dream Home,2016,2,4,30,30
95103,Fortune and Glory  The Cliffhanger Game,2011,1,8,90,240
91080,Andean Abyss,2012,1,4,360,360
38159,Ultimate Werewolf  Ultimate Edition,2008,5,68,30,90
18258,Mission  Red Planet,2005,3,5,60,60
2507,Libert\u00e9,1998,3,6,90,90
154246,La Isla,2014,2,4,30,60
204836,Escape Room  The Game,2016,3,5,60,60
230,Merchant of Venus,1988,1,6,180,180
57390,Catacombs,2010,2,5,30,60
251678,Railroad Ink  Blazing Red Edition,2018,1,6,20,30
253284,Ticket to Ride  New York,2018,2,4,10,15
19100,Hacienda,2005,2,5,60,90
214880,City of the Big Shoulders,2019,2,4,120,180
221318,Whistle Stop,2017,2,5,75,75
37836,Julius Caesar,2010,2,2,120,120
278,The Settlers of Catan Card Game,1996,2,2,60,120
123955,Thunderbolt Apache Leader,2012,1,1,90,90
132372,Seven Seas Guildhall,2012,2,4,30,45
16992,Tsuro,2004,2,8,15,15
218509,Empires of the Void II,2018,2,5,90,180
195162,Plague Inc.  The Board Game,2017,1,4,60,60
527,GIPF mini,1996,2,2,30,60
855,Java,2000,2,4,120,120
39953,A Game of Thrones  The Card Game,2008,2,4,60,120
223750,Hardback,2018,1,5,45,90
164338,The Golden Ages,2014,2,4,90,90
147303,Carcassonne  South Seas,2013,2,5,35,35
30618,Eat Poop You Cat,1984,3,99,20,20
13823,\u5996\u7cbe\u5947\u8b5a,2004,2,5,30,30
218479,Cerebria  The Inside World,2018,1,4,60,120
183571,Deep Space D-6,2015,1,1,30,30
60435,Rallyman,2009,1,4,45,45
152470,Fief  France 1429,2015,3,6,120,240
174660,\u7d10\u7d04 1901,2015,2,4,30,60
198740,Lovecraft Letter,2017,2,6,5,15
234477,Battle for Rokugan,2017,2,5,60,90
175095,Dawn of the Zeds (Third edition),2016,1,5,90,120
244115,Shards of Infinity,2018,2,4,30,30
104347,Santiago de Cuba,2011,2,4,40,75
25643,Arkadia,2006,2,4,45,60
1261,Medina,2001,3,4,60,60
145371,Three Kingdoms Redux,2014,3,3,135,165
681,Winning Together,1991,2,2,20,20
105,Titan  The Arena,1997,2,5,40,60
53093,Heroes of Normandie,2014,2,2,30,60
171879,Kraftwagen  V6 Edition,2015,2,4,75,75
181796,The Prodigals Club,2015,2,5,40,100
177802,Smash Up  It's Your Fault!,2016,2,2,45,60
22141,Cleopatra and the Society of Architects,2006,3,5,60,60
35815,A Touch of Evil  The Supernatural Game,2008,2,8,60,120
157526,Viceroy,2014,1,4,45,60
164949,Time of Crisis  The Roman Empire in Turmoil,2017,2,4,120,180
137297,Rise of Augustus,2013,2,6,30,30
265188,Glen More II  Chronicles,2019,2,4,90,120
220517,The Shipwreck Arcana,2017,2,5,10,30
25821,Werewolves of Miller's Hollow,2001,8,18,30,30
12995,Dungeon Twister,2004,2,2,60,60
143884,Machi Koro,2012,2,4,30,30
16395,Vigor Blokus,2005,2,2,15,15
111124,Dark Moon,2011,3,7,60,75
270844,Imperial Settlers  Empires of the North,2019,1,4,45,90
102548,Dungeon Fighter,2011,1,6,45,60
283355,Dune,2019,2,6,120,120
270970,Century  A new world,2019,2,4,30,45
244654,Wildlands,2018,2,4,30,60
154386,Medieval Academy,2014,2,5,30,30
42452,Rattus,2010,2,4,45,45
141423,Dead Men Tell No Tales,2015,2,5,60,75
184424,Mega Civilization,2015,5,18,360,720
244331,Blue Lagoon,2018,2,4,30,45
163642,Chimera Station Deluxified,2017,2,4,60,90
131014,Carcassonne  Winter Edition,2012,2,5,40,40
119591,Rialto,2013,2,5,45,45
1159,Evo,2001,3,5,60,120
165872,Liberty or Death  The American Insurrection,2016,1,4,180,360
12495,Viking Fury,2004,2,5,30,90
242804,Lowlands,2018,2,4,50,100
230085,Agra,2017,2,4,90,120
195314,Herbaceous,2017,1,4,15,20
247236,Duelosaur Island,2018,2,2,30,45
134253,Hostage Negotiator,2015,1,1,20,20
10,Elfenland,1998,2,6,60,60
205716,New Angeles,2016,4,6,120,240
1540,BattleTech,1985,2,20,90,90
354,Sticheln,1993,3,8,30,60
227515,Riverboat,2017,2,4,90,90
180899,\u9f90\u6c0f\u9a19\u5c40 Ponzi Scheme,2015,3,5,60,90
191300,Archaeology  The New Expedition,2016,2,5,20,20
160610,Thunderbirds,2015,1,4,45,60
214029,SpaceCorp,2018,1,4,60,240
128721,Crisis,2016,1,5,45,120
205597,Jump Drive,2017,2,4,10,30
244536,Tiny Epic Zombies,2018,1,5,30,45
15126,Advanced Squad Leader  Starter Kit #2,2005,2,2,180,180
43443,Castle Panic,2009,1,6,60,60
105037,Tournay,2011,2,4,30,60
230933,Merlin,2017,2,4,75,75
143405,Sylvion,2015,1,2,30,30
103,Titan,1980,2,6,30,240
9203,Wings of War  Famous Aces,2004,2,4,30,30
106,Mystery Rummy  Jack the Ripper,1998,2,4,45,45
191876,Ulm,2016,2,4,45,75
21441,Mykerinos,2006,2,4,30,60
165986,Royals,2014,2,5,60,60
159109,XenoShyft  Onslaught,2015,1,4,30,60
218121,Dice Hospital,2018,1,4,45,90
41916,\u05e7\u05e1\u05dd \u05d4\u05de\u05d1\u05d5\u05da,2009,2,4,20,30
268864,Undaunted  Normandy,2019,2,2,45,60
72991,Asara,2010,2,4,45,45
179460,Stronghold (2nd edition),2015,2,2,90,90
16986,Ubongo,2003,1,4,25,25
256570,Crown of Emara,2018,1,4,45,75
204472,Sub Terra,2017,1,6,60,60
173090,The Game  Are you ready to play The Game?,2015,1,5,20,20
82168,Escape from the Aliens in Outer Space,2010,2,8,20,45
223855,Sentient,2017,2,4,45,60
61692,Axis & Allies  Europe 1940 Second Edition,2010,2,6,360,360
166226,The Staufer Dynasty,2014,2,5,90,90
39684,Merkator,2010,1,4,45,90
29934,Amyitis,2007,2,4,60,120
150312,Welcome to the Dungeon,2013,2,4,30,30
2338,Starship Catan,2001,2,2,60,60
23540,1889  History of Shikoku Railways,2004,2,6,210,210
266507,Clank! Legacy  Acquisitions Incorporated,2019,2,4,90,120
117985,Star Trek  Catan,2012,3,4,75,75
163413,Murano,2014,2,4,60,75
245643,Luxor  Collector's Edition,2018,2,4,45,45
127024,Room 25,2013,1,6,30,30
37919,Ascending Empires,2011,2,4,75,75
10640,Doom  The Boardgame,2004,2,4,180,180
233020,Fireball Island  The Curse of Vul-Kar,2018,2,4,45,60
120523,Nothing Personal,2013,3,5,120,120
180040,Villages of Valeria,2017,1,5,30,60
173101,Council of Four,2015,2,4,40,75
232918,Fallout,2017,1,4,120,180
75165,De Vulgari Eloquentia,2010,2,5,120,120
126100,Mythos Tales,2016,1,10,120,120
1115,Poker,1810,2,10,60,60
826,Cartagena  The Escape,2000,2,5,45,45
216091,Unlock! The Formula,2017,1,6,45,75
109125,Wallenstein (second edition),2012,2,5,90,120
33604,Say Anything  10th Anniversary,2008,3,8,30,30
47055,High Frontier,2010,2,5,180,180
217861,Paper Tales,2017,2,5,30,30
15,Cosmic Encounter,1977,2,6,90,90
85256,Timeline  Inventions,2010,2,8,15,15
878,Wyatt Earp,2001,2,4,30,45
