objectid,name,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime
24927,Scrabble Scramble To Go!,2005,2,2,20,20
6478,Dictionary Dabble,1986,4,14,60,60
147931,End of Atlantis  Revised Edition,2013,3,5,0,0
13316,Operation Overlord  Normandy 1944 and Expansion,2003,2,2,180,180
69233,Slot Siddersteen Het kaartspel,2010,2,4,10,15
8571,Austerlitz 1805  Napoleon's Greatest Victory,2000,2,2,240,240
238329,Dan and Phil's Truth Bombs,2017,4,8,0,20
8326,The Fall of Rome,1973,1,1,90,90
153723,Dr. McNinja's Legendary Showdown,2014,2,7,30,30
87288,Cinco,2010,2,6,10,10
3560,Ice War,1978,2,2,60,60
8122,Konane,1775,2,2,20,20
20954,Alpen Express,2005,2,4,20,20
198044,Sign,2017,4,9,5,5
8101,Team Yankee,1987,2,2,360,360
104239,bezzerwizzer kompakt,2010,2,4,0,0
39787,Bindle Rails,2008,1,4,30,30
1029,Lieber bairisch sterben,1988,3,5,210,210
8693,1918  Operation Michel \u2013 March 21-30,1972,2,2,180,180
168077,Dragon Ball Z TCG (2014 edition),2014,2,2,20,20
129322,Kaijudo,2012,2,2,20,20
43693,Delve the Card Game,2009,1,1,30,30
270269,Ninja Academy,2019,3,5,20,20
183459,Halfling Feast,2015,2,6,30,50
36751,DC HeroClix  Batman (Alpha),2008,2,0,30,30
67037,Schatz der Kobolde,2010,2,4,20,20
164778,Encounters  Bravest Warriors,2014,1,8,15,15
191049,Smugglers,2016,2,4,40,40
181390,Buttons,2015,2,4,20,30
172465,Tabletop Pathologic,2016,2,4,40,80
39802,Mountain of Inferno,2009,2,4,25,25
235071,Re-Chord,2018,1,5,40,60
170423,Comment j'ai adopt\u00e9 un gnou,2014,3,8,15,15
86882,Medieval Mastery,2011,2,6,45,45
164670,Mr House,2014,2,4,60,60
263809,Zombie Bus,2018,2,5,20,30
219988,In Tenebris Lux,2017,1,4,0,60
149705,Croquet  A Cardboard Game,2013,3,4,30,30
186265,Minecraft Card Game?,2015,2,4,15,45
16673,Over the Top,1990,0,0,0,0
16355,The Difference Between Women & Men,2005,3,8,45,45
130053,Compatibility 15th Anniversary Edition,2011,3,8,30,30
36510,The Game of Life Express,2007,2,5,20,20
12662,To the Wolf's Lair!,1983,2,2,0,0
4518,Sauerbaum,1986,3,7,30,30
118627,Kalifiko,2012,3,8,30,30
131199,Soluna,2012,2,2,10,10
183305,Science Ninjas  Valence,2015,2,5,10,25
12963,Succession  Intrigue in the Royal Court,2004,2,5,90,90
166977,Gangster Dice,2015,2,4,20,20
28253,C.S.A. America's Civil War 1861-1865,2007,1,2,360,360
283353,Tee oder Kaffee,2019,2,4,15,20
58696,Bugs,2010,3,6,30,30
3528,Priceless,1996,2,4,45,45
209053,Wicked Apples,2016,2,5,10,15
791,L\u00f6wendynastie,1998,3,6,30,30
40440,Sector 41,2009,2,4,90,90
173336,Million Club,2016,2,6,30,90
262141,Dungeon Brawler,2019,1,4,30,45
90855,Scavengers,2011,2,4,30,30
194231,Poker Assault,2016,2,4,15,25
35254,Monopoly  Indiana Jones,2008,2,6,180,180
2826,Jackpot Yahtzee,1980,2,4,60,60
9759,Outta Control,1992,2,6,30,30
99062,Famous Divisions  Grossdeutschland Panzer,2011,1,0,180,600
205496,PaiMiahhh,2016,4,4,25,40
144874,Trailer Park Boys Board Game,2013,2,6,90,90
18791,Star Wars  Attack of the Clones Card Game,2002,2,5,45,45
253862,Little Monster That Came For Lunch And Stayed For Tea,2018,2,4,15,25
256151,Veracruz 1631,2018,2,4,20,40
203673,Complicated Board Game the Card Game,2017,3,6,10,20
37099,Bharg,2008,2,2,30,30
5668,Mini Mastermind,1972,2,2,10,10
187834,Come To Fishing Village!,2015,1,8,30,75
10906,Beggars and Thieves,1984,2,5,15,30
13593,Drive on Damascus,1981,2,2,600,1500
803,Dragonhunt,1982,2,6,120,120
12679,Scottish Highland Whisky Race,2004,3,6,60,60
145586,sQuizz,2013,2,8,20,20
212883,Tzulan Quest,2016,2,5,20,0
187000,Block Out!,2015,2,6,20,0
84017,Football Leader,2010,2,2,90,150
14137,Party Animals,2004,3,5,45,45
271043,UNDO  Blood in the Gutter,2019,2,6,45,90
29736,Little Italy,2007,2,6,30,30
30021,Wavre,1976,1,2,120,120
186142,Mythomakya,2015,2,6,15,30
1632,Shapeshifters,1991,2,4,60,60
1012,Die Magier,1985,3,3,60,60
2354,Scan,1986,2,4,10,10
8363,Turning Point  The Battle of Stalingrad,1972,2,2,150,180
248366,Brutality,2019,2,4,30,60
277017,Colourbrain  Disney Edition,2019,2,20,20,20
270237,Red Peak,2019,2,6,20,30
16617,The Wilderness Campaign  Lee vs. Grant,1972,2,2,240,240
5492,Zar,1981,2,8,30,30
35137,Bezzerwizzer Familieudgave,2007,2,4,45,45
510,Eschnapur,2000,3,5,60,60
60574,Mausgeflippt,2009,2,6,15,15
2160,Robots!,1980,2,4,120,120
99880,Drop Site,2011,2,4,20,40
5223,Champs de Bataille II  La bataille de Kadesh,1997,2,2,180,180
94456,Color Stix,2011,2,6,10,10
848,Tip Tap,1999,3,6,45,45
256792,The Oregon Trail Game  Journey to Willamette Valley,2018,2,4,30,60
216367,Taiwan Monsters Brawl,2016,2,4,30,45
28596,GridIron Master,2007,2,2,120,120
220199,Snappy Dressers,2016,1,10,5,25
26795,Day of the Chariot  Kadesh,2008,2,2,240,240
36413,Pressure Point,2010,3,8,40,60
89972,15,2011,2,6,20,20
7815,Secrets of the Deep,1991,2,5,30,30
5743,Win Place Show,1978,3,8,60,60
151416,Creative Clash,2014,2,4,30,30
412,Yukon Company,1999,4,6,120,120
9062,Borodino '41,1995,2,2,300,300
4971,Viva Espa\u00f1a,1977,2,2,180,180
17119,Head-to-Head Poker,2005,2,2,30,30
410,D'raf,1997,3,5,45,45
93997,Mille et un tr\u00e9sors,2010,2,4,20,20
164975,Bloody Sands Dice,2014,2,8,20,20
4855,Crazy Race,1994,3,5,45,45
209322,Sabbat Magica,2016,2,4,60,60
124248,T\u00f3ncc,2012,2,3,20,20
1698,X-Men  Under Siege,1994,2,4,120,120
1140,Ballonrennen,1977,2,5,60,60
11469,Phalanx,1971,2,2,120,120
158967,Kaleido,2013,2,5,30,30
173372,Hawken  Real-Time Card Game \u2013 Sharpshooter vs. Bruiser,2014,2,2,10,20
220124,5ive  King's Court,2017,2,4,15,30
24025,Attacktix Battle Figure Game Marvel Superheroes,2006,2,2,10,10
140675,Enchanted Cupcake Party Game,2013,2,5,10,20
89386,Quiz  Iisen Ikima Show !,2008,3,10,30,30
256589,Rallyman  GT,2020,1,6,45,60
179560,Wo ist bitte Umtata? Die schr\u00e4gen Seiten Europas,2015,2,5,25,0
156406,The Chronicles of Dragon Wing,2011,2,10,0,0
231368,Arboria,2017,2,4,30,60
6982,Mission Command Air,2003,2,4,45,45
15311,Halli Galli Extreme,2005,2,6,20,20
2917,Age of Chivalry,1992,1,2,120,120
218615,Tropico,2017,2,8,0,0
238041,CLUE  The Legend of Zelda,2017,3,6,45,45
138127,Night Eternal  The Game,2013,3,5,30,30
3358,Affenraffen,2002,2,6,20,20
171543,Pronto,2015,2,12,30,30
220541,Museum Heist,2017,2,4,20,20
164201,Okoshki,2014,2,2,30,30
18256,Quartile,2005,2,4,30,30
230146,Obelisk,2017,1,4,20,30
13299,1918  Imperial Germany's Last Chance,2004,1,2,0,0
269623,Unicorn Glitterluck  Cloud Stacking,2019,1,4,15,15
218489,Clutch Baseball,2017,2,2,30,60
236199,Steven Universe y las Gemas de Cristal,2017,2,4,30,45
56208,The Lash of the Turk,2011,2,2,360,360
1873,Babylon 5  The Board Game \u2013 2259 Edition,1997,2,4,120,120
190264,Eye Found It  Journey Through Time,2015,1,6,15,30
1331,Showdown Yahtzee,1991,2,4,30,30
154674,Castle Assault,2015,1,2,30,60
100278,Tripolo,2011,2,4,0,0
3954,Baseball Strategy,1960,2,2,60,90
24109,Monkey Auto Races,1967,2,4,0,0
260,Starship Troopers  Prepare For Battle!,1997,2,4,45,60
108079,Bibliogamo,2011,1,1,20,20
263763,Stworze International Edition,2018,1,5,90,180
159865,Tark Mees Taskus,2014,1,10,15,15
64656,Wampum,2010,2,5,45,45
33359,Weilong,2007,2,5,20,20
201560,Neverland's Legacy,2016,1,4,60,90
164091,Reis de Portugal,2014,2,4,30,30
132322,Snug as a Bug in a Rug,2012,2,4,15,15
34311,Strategy & Tactics #255  First Battle of Britain,2009,2,2,240,240
4379,Bug-Eyed Monsters,1983,2,2,90,90
67034,VeloCity,2010,3,7,45,45
158774,Psychological Warfare,2014,2,4,30,30
1004,Der Feuersalamander,1988,2,4,30,30
24280,Mimic,2006,2,3,30,30
282287,Rescue Animals,2019,2,5,15,15
189434,Lab Wars,2016,2,4,30,60
25569,Spicy Farkel,2006,2,6,15,15
166648,Imagidice!,2000,2,12,20,20
185246,AGES,2015,2,4,30,60
16018,Greek Tragedy,2001,2,2,360,360
1753,Im M\u00e4rchenwald,2000,1,8,30,30
225740,Skull Port,2017,2,4,20,40
203215,Robit Riddle  Storybook Adventures,2018,1,6,5,45
155113,Ark of Animals,2014,2,4,30,30
4413,Star Trek III,1985,1,1,60,60
190047,Into the Black  Boarding Party,2018,1,4,90,120
126213,When Zombies Attack!,2012,1,5,5,5
156023,El Cin\u00e9filo,2013,0,0,0,0
256391,Queen Bee,2019,2,6,30,90
519,Mush,1994,2,6,60,60
131346,New York Kings,2012,2,5,90,90
179304,Fisticuffs!,2015,4,6,15,30
174218,You're Fired!,2015,2,4,10,20
22266,Zig-Zag,2006,2,4,25,25
7254,The Battle of Shiloh  Grant vs. Johnston,1984,2,2,120,120
227316,Lost in Time,2017,1,4,20,45
100015,Zoom Zoom Ka-Boom!!,2011,3,6,30,30
7366,Flix,1994,2,2,10,10
116735,Oil War  Iran Strikes,2012,1,2,0,0
7557,Battlegame Book 1  The Wild West,1975,2,4,30,30
191906,Family Flutter-By,2016,2,4,20,20
32598,Manimals  Dinos 1,2007,2,6,20,20
102792,Zero,2011,2,6,20,30
9915,Denain 1712,1998,2,2,60,60
149112,Kill Shakespeare,2014,2,4,120,180
140179,De Poorters van Nieuwstad,2013,2,4,60,60
203002,Zampa La Granja,2017,2,5,10,20
145578,CLUE  The Big Bang Theory,2013,2,6,45,45
280143,Volcanic Isle,2019,2,4,45,60
10634,Napoleon and the Archduke Charles  The Battle of Abensberg,1987,2,2,90,90
56410,Activity kompakt,1992,3,16,60,60
289018,On a Scale of One to T-Rex,2019,2,8,15,15
172159,King's Champion,2017,2,2,60,90
158341,Zaginione Dziedzictwo  Wie\u017ca Bia\u0142oz\u0142ota,2015,2,4,10,10
183839,Flip a Bird,2015,3,6,15,15
180295,Smoke & Mirrors,2015,2,5,10,20
86538,Black Stories 6,2010,2,15,20,20
199497,Squirmish  The Card Game of Brawling Beasties,2016,2,4,20,60
183528,Captain Black,2015,2,4,30,50
266842,The Walking Dead  Something to Fear,2019,2,6,20,40
97582,Kwizniac Kidz,2009,2,0,0,0
164428,Ultimate Scheme,2016,2,4,60,90
8043,Gear Krieg Wargame,2000,2,2,180,180
166246,Sifaka,2014,2,4,30,30
2474,G\u00f6tterd\u00e4mmerung,2001,2,2,360,360
3108,Goblin,1982,2,2,180,180
154681,Flizz & Miez,2014,2,4,15,15
9853,Champs de Bataille IV  Asie,2003,2,2,45,45
165640,Crop Cycle,2016,2,5,15,45
35354,Dry Gulch Junction,2008,2,4,45,45
17967,Origins of World War I,1969,3,5,60,60
17958,Aargh!,2005,2,4,20,20
33801,UNO  The Simpsons \u2013 Special Edition Card Game,2003,2,10,30,30
147136,Elemental Blast  Gold Edition,2013,3,7,15,30
134618,Zen Garden,2013,2,4,15,30
137179,Deck of Thieves,2013,2,4,45,45
283699,Towers of Am'harb,2019,2,4,30,45
142158,Plucky Pilots,2013,2,4,15,15
7799,Bloodiest Day  The Battle of Antietam September 17,1995,2,2,120,120
171889,Sawanna,2015,2,5,20,20
1341,Crib Wars,1997,2,6,90,90
168457,HexAgony,2014,1,3,20,20
34692,Dino Detektive,2008,2,4,60,60
10780,The Powerpuff Girls  Mojo Jojo Attacks Townsville Game,2000,2,2,30,30
136415,Alles K\u00e4se!,2013,2,6,15,15
171912,Cluedo Shuffle,2014,3,4,10,15
28050,Pixel,2007,2,4,30,30
29146,Okey,0,2,4,15,60
8728,Ultra Marines,1991,2,4,30,30
230130,Forsaken Forest,2018,4,12,20,60
91653,Zicke Zacke,2011,2,5,15,15
4780,Der Herr der Ringe  Die Zwei T\u00fcrme \u2013 das Kartenspiel,2002,2,5,30,30
6507,Major Campaigns of General Douglas MacArthur,1974,2,2,60,60
159041,Vikings on the Volga,2014,2,5,45,45
10266,Armati,1994,2,2,120,120
111097,Villains and Vigilantes Card Game,2011,2,4,60,60
5343,Hang on Harvey!,1969,2,2,10,10
219502,Templars' Journey,2017,3,5,60,60
180,Pool Position,1999,2,5,30,30
116194,D\u00e9clic!? Family,2011,3,8,15,15
59309,Orchard  Memo Game,2009,1,4,15,15
147616,Virgin Seas,2016,2,4,15,40
69347,Barca,2007,2,2,60,60
195158,Project Z  The Zombie Miniatures Game,2016,1,3,30,90
36790,Pickpocket,2008,2,6,30,30
160871,Scotland Rising,2014,1,2,90,90
66197,Spiel mit Lukas  Dribbel-Fieber,2010,2,2,20,20
37103,Spangles,1982,2,2,20,20
40006,Herkules Ameise,2008,1,4,20,20
131812,[_BL\u00c4NK],2012,4,15,30,30
220980,Solstice  Fall of Empire,2017,2,4,20,45
36985,Logger,2008,2,4,30,30
25246,Esagek,2006,1,6,30,30
5933,Red Sky Morning,1991,2,2,120,120
200314,Jack the Ripper,2016,3,5,2,15
237153,Fruit Ninja  Combo Party,2018,3,6,20,40
30286,Territories,2007,2,2,10,10
9973,Cauldron,1976,2,2,180,180
24483,Wackee SIX,2004,2,12,30,30
37686,O\u00f9 \u00e9tiez-vous?,2008,5,20,15,15
234614,Rory's Story Cubes  Explore,2017,1,12,15,20
2159,Kimbo,1960,2,4,45,45
12629,Marching Through Georgia,1990,2,2,240,240
145653,Hemloch  Vault of Darkness,2013,2,2,30,30
175867,[microfilms],2015,2,6,10,30
31401,Knjaz'ja,2005,3,8,30,30
7650,Battlefield  Europe,1990,2,2,10,10
94476,New World Colony,2011,1,1,10,10
188793,Game of Thrones  The Trivia Game,2016,2,4,30,60
173752,The Cookie,2014,4,6,10,20
247567,D-Day Dice Pocket,2018,1,8,10,45
10776,Sword & Shield,1994,2,2,180,180
7931,Remember Gordon! The Battle of Omdurman,1982,2,2,180,180
80908,4 Monkeys,2010,2,4,20,20
159573,Taxi Wildlife,2014,2,4,10,10
2597,Jurassic Park III  Island Survival Game,2001,2,4,45,45
282,Vikingatid,1997,2,6,300,300
235899,Catham City,2017,2,6,20,60
243757,Gangster City,2018,1,6,0,0
202581,Ascendants of Aetheros,2016,2,4,20,40
43802,1940  What If Germany Went East?,2010,2,4,240,240
257598,MacGyver  The Escape Room Game,2018,1,4,60,60
271774,Sherlock Express,2019,2,6,10,0
166215,Tricks & Deserts,2014,2,4,30,30
207764,Time Bomb,2016,3,8,10,20
171663,Attila,2015,2,2,15,15
28017,Bleff,0,2,6,45,45
155484,Cheesonomics,2014,2,5,20,20
2362,Tower of the Wizard King,1993,2,4,60,60
73244,Cauldron  Battle for Gazala,2010,1,2,60,60
85338,Antigua,2010,2,4,35,35
23920,Border Reivers,2006,2,4,30,30
157995,Noueni,2013,2,4,30,30
7921,Round-Up,1991,1,8,30,30
216301,Scotland Yard  Das Kartenspiel,2017,3,5,20,30
179,Walkover,1995,2,2,10,10
829,Battle of the Bands,2001,2,4,45,45
355,Das letzte Paradies,1993,3,5,30,30
27007,For Bloody Honor  The Russian Civil War,2006,2,4,120,120
57865,X610Z,2009,2,6,30,30
15676,Terrace 6x6,1997,2,4,0,0
20050,Tekeli-li,2005,3,6,30,30
197433,Miskatonic School for Boys,2016,3,6,45,0
173514,Meeple Quest,2017,1,5,15,90
18023,Postcard from the Revolution,2004,2,2,30,30
226736,Good Little Martian,2017,1,2,20,30
35763,Climb!,2008,1,5,20,20
86849,Total Soccer,2008,2,2,15,15
150971,Lucca the City of Games,2013,2,5,20,30
30370,E.T.I.  Estimated Time to Invasion,2008,3,6,90,90
5135,Malarky,1996,3,6,45,45
3155,Lumberjack,2002,2,5,20,20
15267,Des chiffres et des lettres,1994,2,2,30,30
7522,Wave of Terror,1997,2,2,360,360
162888,Phoenix Covenant,2017,2,4,30,90
36554,Enuk,2008,2,5,20,20
145897,Choose One!,2013,3,10,30,30
173253,Black Stories  Dark Tales Edition,2015,2,99,2,222
204429,More Bloody Nights,2016,1,5,20,40
1649,Kroll & Prumni,1979,2,2,120,120
86025,Captain Jack's Gold,2010,2,4,30,30
1744,Monster Mash,1987,2,4,20,20
7986,Crazy Rally,2003,3,6,30,30
268762,Kibble Scuffle,2019,2,4,30,30
28238,Kitty Bitty,2007,2,6,15,15
10605,Stratego Tournament,2001,2,2,15,15
9913,Al\u00e9sia,1998,2,3,90,90
118539,Medieval Conspiracy,2015,2,6,240,240
46925,K\u00e1men \u2013 Zbran\u011b \u2013 Pap\u00edr,2007,2,4,45,45
151191,Pan  T'es Mort,2013,2,6,10,10
16471,Great Medieval Battles Bannockburn and Angora,1999,1,2,360,360
225689,Warlords of Terra,2016,2,2,30,45
5167,Rubik's Illusion,1989,2,2,30,30
188198,Zaginione Dziedzictwo  Gwiezdne Ostrze,2015,2,4,10,20
136029,Le Tricheur,2012,4,14,30,30
29286,Stratego  America's Civil War Collector's Edition,2007,2,2,0,0
6042,Samurai Sunset,1990,2,2,180,180
39029,Castle Builders,2008,2,2,10,10
5396,Trade Winds,1960,2,6,90,90
73245,Arnhem  The Farthest Bridge,2010,2,2,60,60
8201,In 80 Karten um die Welt,2003,3,4,30,30
27751,Organic Soup,2010,2,4,40,40
8816,Frenzy,2003,2,2,20,20
184351,Honey Wars,2015,2,4,30,45
134279,Mafia Casino,2012,2,5,45,45
112210,Metro 2033,2011,2,6,80,80
193695,Let Them Eat Cake,2016,3,6,45,60
148,Die Gl\u00fccksritter,1999,3,6,60,60
115370,Cuttle,0,2,2,5,5
127434,Taschkent,2012,2,4,60,60
37391,Scotland Yard,1982,3,6,0,0
35508,Chainmail,2009,1,2,120,120
20952,UNO Junior,1992,2,4,20,20
42685,Connect 4x4,2009,2,4,15,15
130223,Auf die N\u00fcsse!,2012,2,4,30,30
6049,Czechoslovakia 1938,1993,2,2,180,180
33958,Rapscallion,2008,2,6,45,45
120770,Day of the Dead,2012,2,2,30,30
120444,Project Pandora  Grim Cargo,2012,2,2,15,60
7683,Ronda Magica,1988,2,6,30,30
819,Quacksalbe,1998,3,5,30,30
166183,Palaces,2018,2,4,45,45
2836,Magestones,1990,2,6,10,10
14468,Blood & Iron  Bismarck's Wars for Empire,1993,2,2,60,60
137780,Th\u00e9matik,2013,2,10,20,20
140861,Operation  Maccabee,2010,1,4,60,60
36698,The Crusades,1992,1,2,90,90
37307,Fladderadatsch,2008,2,5,20,20
84609,ROLLICK!  The Hysterical Game of Clues and Collaboration,2010,6,24,20,20
141577,S\u0142owoStworki,2013,2,5,20,20
163963,League of Hackers,2014,2,4,30,30
164829,Flea Marketeers,2014,2,6,60,60
10304,Julius Caesar,1985,2,2,300,300
33624,Trivial Pursuit Deluxe,2007,2,36,120,120
1167,Flower Power,1998,2,6,10,10
12870,Film Frenzy,2003,2,5,0,0
105004,Sarena,2011,2,4,15,15
228,Lunch Money,1996,2,4,20,20
4574,Slang Teasers,1983,3,0,60,60
146999,Katapult,2012,2,4,30,30
233080,Book of Dragons,2018,1,8,15,60
144631,Futterneid,2013,2,5,10,10
35167,Quadrago,2007,2,2,30,30
13328,Chromino Deluxe,2001,1,8,30,30
144420,Nichtlustig  Noch mehr Labor Chaos,2013,3,6,20,20
2299,Lords of the Renaissance,1996,2,12,300,300
6748,Scum  The Food Chain Game,1996,4,10,45,45
258752,Bitcoin Hackers,2018,3,6,20,50
231872,Heirs of the Wizard King,2018,1,4,30,30
67609,Way of the Dragon,2010,2,5,30,30
273699,Weird Alchemy,2019,3,6,10,20
28454,The New Yorker  Cartoon Caption Game,2006,3,6,45,45
6939,The Battle of Guilford Courthouse,1978,2,2,120,120
38334,Logan Stones,2008,2,2,10,10
175086,San,2016,3,6,10,25
124757,Famous Fastballs  The World's Smallest Baseball Game,2012,2,2,30,30
268185,Warhammer  The Game of Fantasy Battles (4th Edition),1992,2,2,180,360
8979,Oodles of Doodles,2003,3,0,30,30
4983,Der Herr der Ringe  Die Zwei T\u00fcrme,2002,2,4,60,60
179813,Manhattan TraffIQ,2015,2,4,30,30
252883,TOKYO SIDEKICK,2018,2,4,45,60
84453,Nexos,2010,2,4,30,30
9350,Das gro\u00dfe Fressen,2004,2,2,30,30
66969,Zag\u0142ada Atlantydy,2011,2,5,90,90
1650,The Lord of the Rings Adventure Game,1978,2,4,45,45
165044,EverZone  Strategic Battles in the Universe,2014,2,6,30,30
1474,Ohio,1998,2,5,30,30
69356,Kalua,2012,3,5,40,40
5858,Clue II  Murder in Disguise VCR Mystery Game,1987,2,6,60,60
220478,BARPIG,2017,3,7,30,60
54707,Fantom Star\u00e9 Prahy,0,2,6,45,45
18765,Shabadabada,2002,4,16,45,45
227599,Brew Dice,2017,2,4,10,10
257045,Murder on the Cosmic Express,2019,4,6,5,10
7622,Morsecode \u00b7\u00b7\u00b7\u2013,2001,1,5,360,360
125148,Lap Dance,2014,2,4,45,45
141997,Chronos Conquest,2014,3,6,5,5
271759,Moon-Bots,2019,2,4,15,0
5193,The Fury of the Norsemen,1981,2,2,60,60
18843,Sombras Sobre Isla Negra,2005,2,4,20,20
3620,TrainSport  Austria,1996,3,5,90,90
238968,The Awful Orphanage,2019,1,6,40,90
155406,Football Stars  Jogo de Cartas Ilustradas,2013,2,6,30,30
153478,Putz die Wutz,2014,2,4,20,20
24485,Take Your Best Shot,2006,3,5,20,20
7464,Battleship Card Game,2002,2,2,20,20
19793,Robber Barons,2005,3,5,90,90
7956,Formel 1 N\u00fcrburgring,1985,2,6,60,60
129313,Custer's Final Campaign  7th Cavalry at Little Bighorn,2012,2,2,30,30
38263,Sushi Bar,2005,1,0,10,10
4878,How to Host a Murder  Grapes of Frath,1985,8,8,180,180
4163,Quest for the Faysylwood,1993,2,8,60,60
64431,Buraco,0,2,4,60,60
879,Tacara,2000,3,10,60,60
2207,Land Grab,1974,2,4,90,90
169768,Space Opera,2017,2,4,30,90
175263,4 the Birds,2016,2,6,20,30
182400,Poor Choices  Adult Edition,2016,3,10,30,120
41496,Chickyboom,2008,2,4,10,10
4012,Army Group Center  June 22-28,1993,1,2,300,420
63779,Shake 'n Take,2011,2,10,20,20
172168,Tschakka Lakka  Die rasante W\u00fcrfeljagd nach dem Tempelschatz,2015,2,4,20,20
156077,A Fistful of Dinero,2015,3,6,30,30
249289,Zogen,2018,2,6,20,20
181615,Nitro Glyxerol,2015,2,4,20,20
1277,Fish & Chips,1978,1,4,30,30
132532,Here,2012,1,4,5,5
44715,Pega o Pinguim!,2009,2,4,60,60
