objectid,name,category1,category2,category3,category4,category5,category6
77423,The Lord of the Rings  The Card Game,Adventure, card, Fantasy, Adaptation,error,error
194655,Santorini,strategy, Ancient, Mythology,error,error,error
54043,Jaipur,Animals, card,error,error,error,error
43015,Hansa Teutonica,Medieval,error,error,error,error,error
126042,Nations,card, Civilization, Economic,error,error,error
4098,Age of Steam  Deluxe Edition,Economic, Trains, Transportation,error,error,error
175640,Vinhos Deluxe Edition,Economic, industry_manuf,error,error,error,error
10630,Memoir '44,Miniatures, War, War,error,error,error
91,Paths of Glory,War, War,error,error,error,error
233867,\u6b61\u8fce\u4f86\u5230,City Building,error,error,error,error,error
224037,Codenames  Duet,card, Deduction, secret_agent, Word Game,error,error
39463,Cosmic Encounter  42nd Anniversary Edition,Bluffing, Negotiation, Sci_Fi, Space Exploration,error,error
171131,Captain Sonar,Deduction, Fighting, War, Real-time,error,error
155068,Arcadia Quest,Adventure, Fantasy, Fighting, Miniatures,error,error
21050,Combat Commander  Europe,War, War,error,error,error,error
195421,Near and Far,Adventure, Exploration,error,error,error,error
163068,Trickerion  Legends of Illusion,Post-War,error,error,error,error,error
104006,Village,Farming, Medieval,error,error,error,error
118048,Targi,card,error,error,error,error,error
269385,The Lord of the Rings  Journeys in Middle-earth,Adventure, Fantasy, Fighting, Adaptation,error,error
188920,This War of Mine  The Board Game,Adventure, Exploration, Adult, War, Adaptation,error
31627,Ticket to Ride  Nordic Countries,Trains,error,error,error,error,error
199561,Sagrada,Dice, Puzzle,error,error,error,error
82222,Xia  Legends of a Drift System,Adventure, Exploration, Fighting, Sci_Fi, Space Exploration, Transportation
25021,Sekigahara  The Unification of Japan,War, War, War,error,error,error
244522,That's Pretty Clever,Dice,error,error,error,error,error
148228,\u062c\u0648\u0627\u0647\u0631\u064a,card, Economic, Renaissance,error,error,error
9216,Goa  A New Expedition,Economic, Farming, War, Renaissance,error,error
215,Tichu,card,error,error,error,error,error
223321,Detective  A Modern Crime Board Game,Deduction, murder_mystery,error,error,error,error
129437,Legendary  A Marvel Deck Building Game,card, Adaptation,error,error,error,error
146886,La Granja,Economic, Farming,error,error,error,error
176189,Zombicide  Black Plague,Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures
463,Magic  The Gathering \u2013 White Planeswalkers Ajani Goldmane,card, Collectible, Fantasy, Fighting,error,error
188,Go,strategy,error,error,error,error,error
555,The Princes of Florence,City Building, Renaissance,error,error,error,error
27833,Steam,Economic, Trains, Transportation,error,error,error
9209,Ticket to Ride \u0633\u0643\u0629 \u0633\u0641\u0631,Trains,error,error,error,error,error
128621,Viticulture,Economic, Farming,error,error,error,error
182631,Star Realms  Colony Wars,card, Fighting, Sci_Fi,error,error,error
12,Ra,Ancient, Mythology,error,error,error,error
54998,Cyclades,Ancient, City Building, Civilization, Fighting, Miniatures, Mythology
822,Carcassonne,City Building, Medieval, Territory Building,error,error,error
109276,Kanban  Driver's Edition,Economic, industry_manuf,error,error,error,error
20551,Shogun,Economic, Medieval, Territory Building,error,error,error
31481,Galaxy Trucker,Real-time, Sci_Fi, Space Exploration, Transportation,error,error
245638,Coimbra,Dice, Renaissance,error,error,error,error
220877,Rajas of the Ganges,Dice, Economic, Territory Building,error,error,error
7854,YINSH,strategy,error,error,error,error,error
192291,Sushi Go Party!,card, Party Game,error,error,error,error
285774,Marvel Champions  The Card Game,card, Adaptation,error,error,error,error
421,1830  The Game of Railroads and Robber Barons,Economic, Trains, Transportation,error,error,error
156129,Deception  Murder in Hong Kong,Bluffing, Deduction, murder_mystery, Party Game,error,error
176494,Isle of Skye  From Chieftain to King,Economic, Territory Building,error,error,error,error
155873,Power Grid Deluxe  Europe\/North America,Economic, industry_manuf,error,error,error,error
140620,Lewis & Clark,American West, Racing,error,error,error,error
154203,Imperial Settlers,Ancient, card, City Building, Civilization,error,error
188834,Secret Hitler,Bluffing, card, Deduction, Humor, Party Game, Political
19857,Glory to Rome,Ancient, card, City Building, Economic,error,error
24181,Imperial,Economic, War, Political,error,error,error
198994,Hero Realms,card, Fantasy, Fighting,error,error,error
97207,Dungeon Petz,Animals, Fantasy, Humor,error,error,error
127060,Bora Bora,Dice,error,error,error,error,error
218417,Aeon's End  War Eternal,card, Fantasy, Sci_Fi,error,error,error
27708,1960  The Making of the President,Political,error,error,error,error,error
22545,Age of Empires III  The Age of Discovery,Civilization, Exploration, Renaissance, Adaptation,error,error
108745,Seasons,card, Dice, Fantasy,error,error,error
38453,Space Alert,Electronic, Real-time, Sci_Fi, Space Exploration,error,error
203420,Exit  The Game \u2013 The Abandoned Cabin,Deduction, Puzzle, Real-time,error,error,error
193037,Dead of Winter  The Long Night,Bluffing, Deduction, Horror, Adult, Sci_Fi, Zombies
92828,Dixit  Odyssey,card, Humor, Party Game,error,error,error
93260,Summoner Wars  Master Set,card, Fantasy, Fighting,error,error,error
234,Hannibal  Rome vs. Carthage,Ancient, Political, War,error,error,error
59294,Runewars,Adventure, Fantasy, Fighting, War,error,error
199478,Flamme Rouge,Racing, Sports,error,error,error,error
146439,BattleLore (Second Edition),Fantasy, Miniatures, War,error,error,error
3,Samurai,strategy, Medieval,error,error,error,error
66589,Navegador,Economic, Exploration, War, Renaissance,error,error
181279,Fury of Dracula (Third\/Fourth Edition),Adventure, Deduction, Fighting, Horror, Adaptation,error
48726,Alien Frontiers,Dice, Sci_Fi,error,error,error,error
101721,Mage Wars Arena,card, Fantasy, Fighting,error,error,error
19777,Indonesia,Economic, industry_manuf, Transportation,error,error,error
189932,Tyrants of the Underdark,Fantasy,error,error,error,error,error
222509,Lords of Hellas,Ancient, Civilization, Mythology, Sci_Fi, Territory Building,error
13122,Antiquity,City Building, Civilization, Economic, Environmental, Medieval,error
169426,Roll Player,Dice, Fantasy,error,error,error,error
760,Battle Line,Ancient, card, Deduction,error,error,error
54138,Imperial 2030,Economic, War, Political,error,error,error
217372,The Quest for El Dorado,Adventure, Racing,error,error,error,error
144344,Rokoko,Age of Reason, Economic,error,error,error,error
172081,Burgle Bros.,Exploration, Maze, Print & Play, secret_agent,error,error
204583,\u05e7\u05d9\u05e0\u05d2\u05d3\u05d5\u05de\u05d9\u05e0\u05d5,City Building, Fantasy, Medieval, Territory Building,error,error
181304,Mysterium,Deduction, Horror, murder_mystery, Party Game,error,error
228341,Pulsar 2849,Dice, Sci_Fi, Space Exploration,error,error,error
172818,Above and Below,Adventure, City Building, Economic, Exploration, Fantasy, Farming
176734,The Manhattan Project  Energy Empire,Civilization, Dice, Economic, Environmental, industry_manuf,error
158600,\u82b1\u898b\u5c0f\u8def,card, Medieval, Adaptation,error,error,error
118,Modern Art,card, Economic,error,error,error,error
160477,Onitama,strategy, Ancient,error,error,error,error
17392,Here I Stand  Wars of the Reformation 1517-1555,Negotiation, Political, Religious, Renaissance, War,error
77130,Sid Meier's Civilization  The Board Game,City Building, Civilization, Exploration, Negotiation, Adaptation,error
197376,Charterstone,City Building, Economic, Medieval,error,error,error
45315,Dungeon Lords,Economic, Fantasy, Fighting, Humor,error,error
40692,Small World,Fantasy, Fighting, Territory Building,error,error,error
59959,Letters from Whitechapel,Bluffing, Deduction, murder_mystery, Post-War,error,error
2655,Hive,strategy, Animals,error,error,error,error
41114,Der Widerstand,Bluffing, card, Deduction, Negotiation, Party Game, Sci_Fi
163745,Star Wars  Armada,Collectible, Fighting, Miniatures, Adaptation, Sci_Fi, War
119890,Agricola  All Creatures Big and Small,Animals, Farming,error,error,error,error
139976,Cthulhu Wars,Fantasy, Fighting, Horror, Miniatures,error,error
136888,Bruges,card, City Building, Economic, Renaissance,error,error
25292,Merchants & Marauders,Adventure, Fighting, War, Pirates, Transportation,error
264220,Tainted Grail  The Fall of Avalon,Adventure, Exploration, Fantasy, Adult, Medieval, Mythology
206718,Ethnos,Fantasy,error,error,error,error,error
254640,Just One,Party Game, Word Game,error,error,error,error
209685,Century  Spice Road,card, Economic, Medieval,error,error,error
37046,Ghost Stories,Fantasy, Fighting, Horror, Mythology,error,error
176920,Mission  Red Planet (Second Edition),Sci_Fi,error,error,error,error,error
46213,Telestrations,Humor, Party Game, Real-time,error,error,error
232832,Century  Golem Edition,card, Economic, Fantasy,error,error,error
54,Tikal,Exploration, Territory Building,error,error,error,error
143693,Glass Road,City Building, Economic, Medieval,error,error,error
39856,Dixit,card, Humor, Party Game,error,error,error
5,Acquire,Economic,error,error,error,error,error
182134,Evolution  Climate,Animals, card, Educational, Environmental, Fighting, Prehistoric
21241,Neuroshima Hex! 3.0,Fighting, Sci_Fi,error,error,error,error
70919,Takenoko,Animals, Environmental, Farming, Territory Building,error,error
163967,Tiny Epic Galaxies,Dice, Sci_Fi, Space Exploration,error,error,error
1,Die Macher,Economic, Negotiation, Political,error,error,error
140934,Arboretum,Bluffing, card,error,error,error,error
33160,Endeavor,Exploration, War, Renaissance,error,error,error
25554,Notre Dame,Economic, Renaissance,error,error,error,error
129622,Love Letter,card, Deduction, Renaissance,error,error,error
266810,Paladins of the West Kingdom,Medieval,error,error,error,error,error
36932,Claustrophobia,Horror, Adventure, Exploration, Fantasy, Fighting, Miniatures
31594,In the Year of the Dragon,Economic, Medieval,error,error,error,error
40765,Clash of Cultures,Ancient, City Building, Civilization, Economic, Exploration, Territory Building
227789,Heaven & Ale,Economic, Farming, industry_manuf,error,error,error
8217,San Juan,card, City Building, Economic,error,error,error
2653,Survive  Escape from Atlantis!,Adventure, Animals, Bluffing, War,error,error
15985,Blood Bowl  Living Rulebook,Collectible, Expansion for Base-game, Fantasy, Fighting, Miniatures, Sports
24480,The Pillars of the Earth,Economic, Medieval, Adaptation, Religious,error,error
262712,Res Arcana,card, Fantasy,error,error,error,error
121,Frank Herbert's Dune,Bluffing, Fighting, Negotiation, Adaptation, Political, Sci_Fi
9217,Saint Petersburg,Age of Reason, card, Economic,error,error,error
63628,The Manhattan Project,Aviation, Economic, Fighting, industry_manuf, Negotiation, War
243,Advanced Squad Leader Rule Book,War, War,error,error,error,error
71,Civilization,Ancient, Civilization, Economic, Negotiation,error,error
54625,Space Hulk (third edition),Fighting, Miniatures, Sci_Fi, War,error,error
124708,Mice and Mystics,Adventure, Exploration, Fantasy, Fighting, Miniatures,error
186751,Mythic Battles  Pantheon,Ancient, card, Dice, Fighting, Miniatures, Mythology
198773,Codenames  Pictures XXL,card, Deduction, Party Game, secret_agent,error,error
39683,At the Gates of Loyang,Economic, Farming,error,error,error,error
21348,Ticket to Ride  M\u00e4rklin,Trains, Transportation,error,error,error,error
90137,Blood Bowl  Team Manager \u2013 The Card Game,card, Fantasy, Fighting, Sports,error,error
144592,Bruxelles 1893,Economic,error,error,error,error,error
70323,King of Tokyo,Dice, Fighting, Adaptation, Sci_Fi,error,error
199042,Harry Potter  Hogwarts Battle,card, Fantasy, Adaptation, Adaptation,error,error
154809,Nippon,Economic, industry_manuf,error,error,error,error
234487,Altiplano,2017 Meeples Choice Nominee, 2018 Cardboard Republic Architect Laurel Nominee, 2018 International Gamers Award - General Strategy: Multi-player Nominee,error,error,error
286096,Tapestry,Civilization,error,error,error,error,error
172,\u0e1a\u0e49\u0e32\u0e19\u0e19\u0e35\u0e49\u0e02\u0e32\u0e22!,card, Economic,error,error,error,error
55670,Macao,Dice, War,error,error,error,error
204305,Sherlock Holmes Consulting Detective  Jack the Ripper & West End Adventures,Deduction, murder_mystery, Adaptation, Post-War, Puzzle, secret_agent
123123,BattleCON  Devastation of Indines,card, Fighting,error,error,error,error
256226,Azul  Stained glass of Sintra \/ Les vitraux de Sintra,strategy,error,error,error,error,error
66188,Fresco,Renaissance,error,error,error,error,error
15987,Arkham Horror,Adventure, Fantasy, Fighting, Horror, Adaptation,error
192458,51st State  Master Set,card, City Building, Economic, Sci_Fi,error,error
166669,San Juan (Second Edition),card, City Building, Economic,error,error,error
40354,Maria,Age of Reason, Bluffing, Negotiation, Political, War,error
219513,Berenpark,Animals, Puzzle,error,error,error,error
96913,Lancaster,Medieval,error,error,error,error,error
79828,A Few Acres of Snow,Age of Reason, War, card, Territory Building, War,error
232405,Western Legends,American West,error,error,error,error,error
105134,Risk Legacy,Sci_Fi, War,error,error,error,error
246784,Cryptid,Deduction,error,error,error,error,error
257501,KeyForge  Call of the Archons,card, Fantasy, Fighting,error,error,error
195539,The Godfather  Corleone's Empire,Economic, Mafia, Adaptation,error,error,error
66362,Glen More,City Building, Economic, Farming,error,error,error
176396,Quadropolis,City Building, Environmental,error,error,error,error
100901,Flash Point  Fire Rescue,Adventure,error,error,error,error,error
256960,Pax Pamir (Second Edition),Economic, Educational, Negotiation, Political, Post-War, secret_agent
151347,Millennium Blades,card, Real-time,error,error,error,error
50,Lost Cities,card, Exploration,error,error,error,error
194594,Dice Forge,Ancient, Dice, Fantasy, Mythology,error,error
25417,BattleLore,Fantasy, Medieval, Miniatures, War,error,error
18833,Lord of the Rings  The Confrontation (Deluxe Edition),Adventure, Bluffing, Deduction, Fantasy, Adaptation, Adaptation
138161,Firefly  The Game,Adaptation, Sci_Fi, Space Exploration, Travel,error,error
63888,Innovation,card, Civilization,error,error,error,error
224783,Vindication,Fantasy,error,error,error,error,error
27162,Kingsburg,City Building, Dice, Fantasy, Medieval,error,error
128996,1775  Rebellion,Age of Reason, War, American Revolutionary War, Educational, War,error
165722,KLASK,Dexterity, Real-time,error,error,error,error
11170,Heroscape Master Set  Rise of the Valkyrie,Adventure, Fantasy, Fighting, Miniatures, Sci_Fi,error
5404,Amun-Re,Ancient, Economic,error,error,error,error
157969,Sheriff of Nottingham,Bluffing, card, Humor, Medieval, Negotiation, Adaptation
250458,G\u00f9g\u014dng,Civilization, Medieval, Travel,error,error,error
150658,Pandemic  The Cure,Dice, Environmental, Medical,error,error,error
246192,Gizmos,card, Sci_Fi,error,error,error,error
137408,Amerigo,War, Renaissance,error,error,error,error
146791,Shadows of Brimstone  City of the Ancients,Adventure, American West, Exploration, Fantasy, Fighting, Horror
242302,Space Base,Dice, Sci_Fi, Space Exploration,error,error,error
111341,The Great Zimbabwe,Civilization, Economic, industry_manuf, Transportation,error,error
712,Blood Bowl (Third Edition),Fantasy, Fighting, Miniatures, Sports,error,error
128671,Spartacus  A Game of Blood & Treachery,Ancient, Fighting, Miniatures, Adaptation, Negotiation,error
229220,Santa Maria,Civilization, Farming,error,error,error,error
209418,Dominion (Second Edition),card, Medieval,error,error,error,error
161614,Stockpile,Economic,error,error,error,error,error
17226,Descent  Journeys in the Dark,Adventure, Exploration, Fantasy, Fighting, Miniatures,error
136063,\u05d4\u05de\u05d3\u05d1\u05e8 \u05d4\u05e0\u05e2\u05dc\u05dd,Adventure, Fantasy, Sci_Fi,error,error,error
83330,Mansions of Madness,Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures
65781,London,City Building, Economic,error,error,error,error
95527,Madeira,Dice, Economic, Farming, War,error,error
215341,Thunderstone Quest,card, Fantasy,error,error,error,error
875,Roads & Boats,City Building, Civilization, Economic, industry_manuf, Transportation,error
177639,Raptor,Animals, Fighting, Sci_Fi,error,error,error
34219,Scripts and Scribes,card, Medieval, Religious,error,error,error
187617,Nemo's War (Second Edition),Adventure, Exploration, War, Adaptation, Sci_Fi, Travel
102652,Sentinels of the Multiverse,card, Adaptation, Fighting,error,error,error
192153,Pandemic  Reign of Cthulhu,Horror, Mythology, Adaptation,error,error,error
162082,Deus,Civilization, Mythology,error,error,error,error
58421,Egizia,Ancient, Farming,error,error,error,error
170771,Sword & Sorcery  Immortal Souls,Adventure, Fantasy, Fighting, Miniatures,error,error
183562,Star Wars  X-Wing Miniatures Game \u2013 The Force Awakens Core Set,Aviation, Collectible, Miniatures, Adaptation, Sci_Fi, War
98778,Hanabi Deluxe,card, Deduction, Memory,error,error,error
62222,Commands & Colors  Napoleonics,War, War,error,error,error,error
36553,Time's Up! Title Recall!,Humor, Adaptation, Party Game,error,error,error
105551,Archipelago,Civilization, Economic, Exploration, War, Negotiation, Renaissance
155987,Abyss,card, Fantasy, Mythology, Sci_Fi,error,error
62227,Labyrinth  The War on Terror,War, Political, War,error,error,error
184921,Bunny Kingdom,Animals, Medieval, Territory Building,error,error,error
158899,Colt Express,American West, Fighting, Trains,error,error,error
97786,Small World Underground,Fantasy, Fighting, Territory Building,error,error,error
13,The Settlers of Catan,Negotiation,error,error,error,error,error
171668,The Grizzled,card, War,error,error,error,error
150,PitchCar,Dexterity, Childrens Game, Party Game, Racing, Sports,error
206941,First Class  All Aboard the Orient Express!,card, Trains,error,error,error,error
133848,Euphoria  Build a Better Dystopia,Sci_Fi,error,error,error,error,error
119506,Freedom  The Underground Railroad,American War, Economic, Educational, Political,error,error
147949,One Night Ultimate Werewolf,Bluffing, card, Deduction, Horror, Party Game,error
127398,Legends of Andor,Adventure, Fantasy, Fighting, Puzzle,error,error
43570,Friday,Adventure, card, Fighting, Adaptation, Pirates,error
133038,Pathfinder Adventure Card Game  Rise of the Runelords \u2013 Base Set,Adventure, card, Fantasy, Fighting,error,error
47,Chinatown,City Building, Economic, Negotiation,error,error,error
90419,Airlines Europe,Aviation, Economic,error,error,error,error
42052,Vinhos,Economic, Farming, industry_manuf,error,error,error
218603,Photosynthesis,strategy, Environmental,error,error,error,error
125618,Libertalia,card, Pirates,error,error,error,error
128271,Ginkgopolis,City Building, Environmental, Sci_Fi, Territory Building,error,error
15062,Shadows over Camelot,Adventure, Bluffing, Deduction, Fantasy, Medieval, Mythology
156546,Monikers,card, Humor, Adult, Party Game, Print & Play,error
478,Citadels Classic,Bluffing, card, City Building, Deduction, Fantasy, Medieval
194607,Mystic Vale,card, Fantasy,error,error,error,error
92415,Skull & Roses Red,Bluffing, card, Party Game,error,error,error
31999,TZAAR,strategy,error,error,error,error,error
73171,Earth Reborn,Adventure, Bluffing, Fighting, Miniatures, Sci_Fi, secret_agent
34119,Tales of the Arabian Nights,Adventure, Arabian, Book, Exploration, Fantasy, Travel
244711,Newton,Age of Reason, Travel,error,error,error,error
475,Taj Mahal,Bluffing, Political,error,error,error,error
241451,Aeon's End  Legacy,card, Fantasy, Sci_Fi,error,error,error
27173,Vikings,Economic, Medieval, War, Territory Building,error,error
193042,Junk Art  \u03b7 \u03a4\u03ad\u03c7\u03bd\u03b7 \u03c4\u03b7\u03c2 \u0399\u03c3\u03bf\u03c1\u03c1\u03bf\u03c0\u03af\u03b1\u03c2,Dexterity, Party Game,error,error,error,error
163968,Elysium,Ancient, card, Mythology,error,error,error
191862,Imhotep,Ancient,error,error,error,error,error
372,Schotten Totten,card, Deduction,error,error,error,error
3685,Hammer of the Scots,Medieval, War,error,error,error,error
215311,Downforce,Racing,error,error,error,error,error
9674,Mensa Connections,strategy,error,error,error,error,error
20437,Lords of Vegas,City Building, Dice, Economic,error,error,error
192836,The Colonists,Civilization,error,error,error,error,error
221965,The Fox in the Forest,Animals, card, Fantasy,error,error,error
205359,Star Wars  Destiny,card, Collectible, Dice, Fighting, Adaptation, Sci_Fi
169255,A Game of Thrones  The Card Game (Second Edition),card, Collectible, Fantasy, Fighting, Medieval, Negotiation
21790,Thurn and Taxis,Renaissance, Transportation,error,error,error,error
160010,Conan,Adventure, Fantasy, Fighting, Miniatures, Adaptation,error
141572,Paperback,card, Print & Play, Word Game,error,error,error
276025,Maracaibo,Economic, Exploration,error,error,error,error
22827,StarCraft  The Board Game,Civilization, Fighting, Miniatures, Sci_Fi, Space Exploration, Territory Building
6472,A Game of Thrones,Bluffing, Fantasy, Negotiation, Adaptation, Political, War
18,RoboRally,Maze, Miniatures, Racing, Sci_Fi,error,error
97842,Last Will,card, Economic, Humor,error,error,error
155703,Evolution,Animals, card, Educational, Environmental, Fighting, Prehistoric
39351,Automobile,Economic, industry_manuf,error,error,error,error
140603,Francis Drake,Bluffing, Exploration, War, Pirates, Renaissance,error
15363,Nexus Ops,Exploration, Fighting, Sci_Fi, War,error,error
257499,Arkham Horror (Third Edition),Adventure, Fighting, Horror, Adaptation,error,error
39938,Carson City,American West, City Building, Economic,error,error,error
27746,Colosseum,Ancient, Negotiation,error,error,error,error
260428,Pandemic  Fall of Rome,Ancient,error,error,error,error,error
265736,Tiny Towns,strategy, City Building,error,error,error,error
31730,Wabash Cannonball,Economic, Post-War, Trains, Transportation,error,error
2346,DVONN,strategy,error,error,error,error,error
133473,\u05e1\u05d5\u05e9\u05d9 Go!,card,error,error,error,error,error
180974,Potion Explosion,Fantasy, Puzzle,error,error,error,error
232043,Queendomino XL,City Building, Fantasy, Medieval, Territory Building,error,error
181530,Runebound (Third Edition),Adventure, Exploration, Fantasy,error,error,error
119432,Snowdonia,Trains,error,error,error,error,error
209778,Magic Maze,Exploration, Fantasy, Maze, Real-time,error,error
144189,Fire in the Lake,War, Political, War, War,error,error
144797,Argent  The Consortium,Fantasy, Political,error,error,error,error
17405,1846  The Race for the Midwest,Economic, Trains,error,error,error,error
236191,London (Second Edition),card, City Building,error,error,error,error
151022,Baseball Highlights  2045,card, Sci_Fi, Sports,error,error,error
11,Bohnanza  Fan Edition,card, Farming, Negotiation,error,error,error
159508,AquaSphere,War, Sci_Fi,error,error,error,error
12942,No Thanks!,card,error,error,error,error,error
42776,Gears of War  The Board Game,Fighting, Miniatures, Sci_Fi, Adaptation,error,error
245934,\u6d3b\u5728\u7576\u4e0b,Ancient,error,error,error,error,error
9625,Struggle of Empires  Deluxe Edition,Age of Reason, Civilization, Fighting, Political, Territory Building,error
113924,Zombicide,Horror, Miniatures, Zombies,error,error,error
1513,The Republic of Rome,Ancient, Negotiation, Political, War,error,error
156009,Port Royal,card, War, Pirates,error,error,error
183251,Karuba,Puzzle, Racing,error,error,error,error
116998,Thunderstone Advance  Towers of Ruin,card, Fantasy,error,error,error,error
91312,Discworld  Ankh-Morpork,City Building, Fantasy, Adaptation,error,error,error
143519,Quantum,Dice, Fighting, Sci_Fi, Space Exploration,error,error
174785,Mare Nostrum  Empires,Ancient, Civilization, Economic, Mythology, War,error
171,Chess,strategy,error,error,error,error,error
271896,Star Wars  Outer Rim,Adventure, Exploration, Adaptation, Sci_Fi, Space Exploration,error
153938,Camel Up,Animals, Dice, Racing,error,error,error
130960,Triumph & Tragedy,Economic, Negotiation, Political, Territory Building, War, War
6249,Der Palast von Alhambra,Arabian, City Building, Medieval,error,error,error
42215,Tobago,Adventure, Deduction, Exploration,error,error,error
172308,Broom Service,Fantasy,error,error,error,error,error
121408,Trains,card, Territory Building, Trains,error,error,error
58281,Summoner Wars,card, Fantasy, Fighting,error,error,error
150997,Shadows of Brimstone  Swamps of Death,Adventure, American West, Exploration, Fantasy, Horror, Miniatures
121288,Dixit  Journey,card, Humor, Party Game,error,error,error
163166,One Night Ultimate Werewolf Daybreak,Bluffing, card, Deduction, Horror, Party Game,error
233312,Stuffed Fables,Adventure, Animals, Book,error,error,error
4390,Carcassonne  Hunters and Gatherers,Prehistoric,error,error,error,error,error
30869,Thebes,Ancient, Exploration, Travel,error,error,error
50750,Belfort,City Building, Economic, Fantasy,error,error,error
128780,Pax Porfiriana,card, War, Economic, Political, Post-War, War
142379,Escape Plan,Adventure, Exploration, Mafia,error,error,error
3307,Wallenstein,Economic, War, Renaissance, Territory Building,error,error
266524,PARKS,Adventure, Animals, Environmental, Travel,error,error
240196,Betrayal Legacy,Adventure, Exploration, Horror, Miniatures,error,error
134726,Smash Up  Awesome Level 9000,card, Fantasy, Horror, Humor, secret_agent,error
131357,\u30af\u30fc,Bluffing, card, Deduction, Party Game, Political,error
135219,The Battle of Five Armies,Adventure, Fantasy, Fighting, Miniatures, Adaptation, War
212445,Blood Bowl (2016 edition),Fantasy, Fighting, Miniatures, Sports,error,error
181521,Warhammer Quest  The Adventure Card Game,Adventure, card, Exploration, Fantasy, Fighting,error
84419,Space Empires  4X,Bluffing, Sci_Fi, Space Exploration, War,error,error
24508,Taluva,City Building, Territory Building,error,error,error,error
65532,Defenders of the Realm,Adventure, Fantasy, Fighting, Miniatures,error,error
503,Through the Desert,strategy, Animals, Arabian,error,error,error
28023,Jamaica,War, Pirates, Racing, Transportation,error,error
160495,ZhanGuo,Ancient, card,error,error,error,error
1353,Time's Up!,Humor, Party Game,error,error,error,error
196326,Love Letter Premium,card, Deduction,error,error,error,error
205398,Citadels,Bluffing, card, City Building, Fantasy, Medieval,error
180511,Shakespeare,Renaissance,error,error,error,error,error
70512,Luna  In the Domain of the Moon Priestess,Fantasy,error,error,error,error,error
88,Torres,strategy, Medieval,error,error,error,error
156858,Black Orchestra,secret_agent, War,error,error,error,error
126792,Myrmes,Animals, Environmental, Farming,error,error,error
586,Up Front,card, War, War,error,error,error
117959,\u62c9\u65af\u7dad\u52a0\u65af Las Vegas,Dice,error,error,error,error,error
30380,Cuba,Economic, Farming,error,error,error,error
216734,Dice Throne  Season One,card, Dice, Fantasy, Fighting,error,error
3201,Lord of the Rings  The Confrontation,Adventure, Bluffing, Deduction, Fantasy, Adaptation, Adaptation
20963,Fury of Dracula (Second Edition),Adventure, Deduction, Fighting, Horror, Adaptation,error
37904,Formula D,Racing, Sports,error,error,error,error
21763,Mr. Jack,Deduction, murder_mystery,error,error,error,error
10547,Betrayal at House on the Hill,Adventure, Exploration, Horror, Miniatures,error,error
203416,Exit  The Game \u2013 The Pharaoh's Tomb,Ancient, Deduction, Puzzle, Real-time,error,error
155624,Specter Ops,Deduction, Fighting, Miniatures, Sci_Fi, secret_agent,error
36235,The Duke,strategy, Medieval,error,error,error,error
170561,Valeria  Card Kingdoms,card, Dice, Fantasy,error,error,error
282524,Horrified,Horror, Miniatures, Adaptation,error,error,error
249259,War Chest,strategy, Medieval, War,error,error,error
123540,Tokaido,Travel,error,error,error,error,error
113294,Escape  The Curse of the Temple,Adventure, Dice, Electronic, Exploration, Real-time,error
162007,Steampunk Rally,Racing, Sci_Fi,error,error,error,error
15364,Vegas Showdown,Economic,error,error,error,error,error
111799,Cuba Libre,Economic, War, Political, War,error,error
9823,Advanced Squad Leader  Starter Kit #1,War, War,error,error,error,error
192457,Cry Havoc,Fighting, Miniatures, Sci_Fi, War,error,error
234277,Nusfjord,Economic,error,error,error,error,error
46,Medici,Renaissance,error,error,error,error,error
68425,Eminent Domain,card, Civilization, Sci_Fi, Space Exploration,error,error
13004,The Downfall of Pompeii,Ancient,error,error,error,error,error
158889,Summoner Wars  Alliances Master Set,card, Fantasy, Fighting,error,error,error
269210,Twice As Clever,Dice,error,error,error,error,error
79127,Star Trek  Fleet Captains,Fighting, Miniatures, Adaptation, Sci_Fi, Space Exploration,error
179803,Arcadia Quest  Inferno,Adventure, Fantasy, Fighting, Miniatures,error,error
269207,The Taverns of Tiefenthal,Dice,error,error,error,error,error
168584,Love Letter  Batman,card, Adaptation, Deduction,error,error,error
73761,K2,Exploration, Sports,error,error,error,error
167400,Ashes  Rise of the Phoenixborn,card, Dice, Fantasy, Fighting,error,error
55600,Shipyard,Economic, industry_manuf, War,error,error,error
2163,Space Hulk,Fighting, Miniatures, Sci_Fi,error,error,error
154825,Arkwright,Economic, industry_manuf,error,error,error,error
24800,Conflict of Heroes  Awakening the Bear! \u2013 Russia 1941-42,War, War,error,error,error,error
18098,Napoleon's Triumph,War, War,error,error,error,error
107529,Kingdom Builder,Medieval, Territory Building,error,error,error,error
31563,Middle-Earth Quest,Adventure, Exploration, Fantasy, Adaptation,error,error
226522,Exit  The Game \u2013 Dead Man on the Orient Express,Deduction, murder_mystery, Puzzle, Real-time,error,error
263918,Cartographers  A Roll Player Tale,Fantasy, Territory Building,error,error,error,error
146278,Tash-Kalar  Arena of Legends,strategy, card, Fantasy, Fighting,error,error
137988,Zombicide Season 2  Prison Outbreak,Horror, Miniatures, Zombies,error,error,error
100423,Elder Sign,Adventure, card, Dice, Fantasy, Fighting, Horror
22345,Yspahan,Dice, Economic,error,error,error,error
235802,Too Many Bones  Undertow,Adventure, Dice, Fantasy, Fighting,error,error
