objectid,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic
5404,Area Majority / Influence, Auction/Bidding, Auction: Fixed Placement, Constrained Bidding,NaN,NaN
157969,Bribery, Card Drafting, Hand Management, Role Playing, Set Collection,NaN
250458,Hand Management, Set Collection, Worker Placement,NaN,NaN,NaN
150658,Cooperative Game, Dice Rolling, Hand Management, Point to Point Movement, Push Your Luck, Set Collection
246192,Card Drafting,NaN,NaN,NaN,NaN,NaN
137408,Action Points, Cube Tower, Grid Movement, Modular Board, Tile Placement,NaN
146791,Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers
242302,Card Drafting, Dice Rolling,NaN,NaN,NaN,NaN
111341,Auction/Bidding, Card Drafting, Modular Board, Network and Route Building, Tile Placement, Variable Player Powers
712,Dice Rolling, Grid Movement, Variable Player Powers,NaN,NaN,NaN
128671,Auction/Bidding, Betting and Bluffing, Dice Rolling, Grid Movement, Hand Management, Trading
229220,Card Drafting, Dice Rolling, Network and Route Building, Set Collection, Tile Placement, Variable Player Powers
209418,Card Drafting, Deck, Hand Management,NaN,NaN,NaN
161614,Auction/Bidding, Card Drafting, Commodity Speculation, Investment, Stock Holding,NaN
17226,Dice Rolling, Grid Movement, Modular Board, Role Playing, Team-Based Game, Variable Player Powers
136063,Action Points, Cooperative Game, Grid Movement, Hand Management, Modular Board, Pick-up and Deliver
83330,Area Movement, Dice Rolling, Hand Management, Modular Board, Pick-up and Deliver, Role Playing
65781,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
95527,Area Majority / Influence, Dice Rolling, Turn Order: Pass Order, Worker Placement, Worker Placement with Dice Workers,NaN
215341,Deck,NaN,NaN,NaN,NaN,NaN
875,Grid Movement, Line Drawing, Modular Board, Network and Route Building, Pick-up and Deliver,NaN
177639,Action Points, Grid Movement, Hand Management, Modular Board, Simultaneous Action Selection, Take That
34219,Auction/Bidding, Card Drafting, Hand Management, Push Your Luck, Set Collection,NaN
187617,Action Points, Area Majority / Influence, Area Movement, Cooperative Game, Dice Rolling, Push Your Luck
102652,Cooperative Game, Hand Management, Solo / Solitaire Game, Variable Player Powers,NaN,NaN
192153,Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Trading
162082,Area Majority / Influence, Grid Movement, Hand Management, Modular Board, Network and Route Building,NaN
58421,Card Drafting, Time Track, Worker Placement,NaN,NaN,NaN
170771,Action Points, Area Movement, Cooperative Game, Dice Rolling, Modular Board, Role Playing
183562,Action Queue, Critical Hits and Failures, Dice Rolling, Variable Player Powers,NaN,NaN
98778,Communication Limits, Cooperative Game, Hand Management, Memory, Set Collection,NaN
62222,Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Simulation
36553,Acting, Communication Limits, Memory, Team-Based Game,NaN,NaN
105551,Area Majority / Influence, Auction/Bidding, Commodity Speculation, Hexagon Grid, Modular Board, Semi-Cooperative Game
155987,Auction/Bidding, Card Drafting, Hand Management, Push Your Luck, Set Collection,NaN
62227,Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Solo / Solitaire Game
184921,Area Majority / Influence, Card Drafting,NaN,NaN,NaN,NaN
158899,Action Queue, Hand Management, Memory, Modular Board, Programmed Movement, Simultaneous Action Selection
97786,Area Majority / Influence, Area Movement, Dice Rolling, Variable Player Powers,NaN,NaN
13,Dice Rolling, Hexagon Grid, Income, Modular Board, Network and Route Building, Race
171668,Communication Limits, Cooperative Game, Hand Management, Push Your Luck, Variable Player Powers,NaN
150,Flicking, Modular Board, Race,NaN,NaN,NaN
206941,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
133848,Dice Rolling, Hand Management, Race, Set Collection, Variable Player Powers, Worker Placement
119506,Cooperative Game, Pick-up and Deliver, Point to Point Movement, Solo / Solitaire Game, Variable Player Powers,NaN
147949,Role Playing, Traitor Game, Variable Player Powers, Voting,NaN,NaN
127398,Area Movement, Cooperative Game, Dice Rolling, Variable Player Powers,NaN,NaN
43570,Deck, Hand Management, Solo / Solitaire Game,NaN,NaN,NaN
133038,Cooperative Game, Deck, Dice Rolling, Hand Management, Role Playing, Scenario / Mission / Campaign Game
47,Set Collection, Tile Placement, Trading,NaN,NaN,NaN
90419,Card Drafting, Investment, Network and Route Building, Set Collection, Stock Holding,NaN
42052,Area Majority / Influence, Worker Placement,NaN,NaN,NaN,NaN
218603,Action Points,NaN,NaN,NaN,NaN,NaN
125618,Hand Management, Set Collection, Simultaneous Action Selection, Variable Phase Order,NaN,NaN
128271,Area Majority / Influence, Card Drafting, Simultaneous Action Selection, Solo / Solitaire Game, Tile Placement,NaN
15062,Cooperative Game, Dice Rolling, Hand Management, Player Elimination, Set Collection, Team-Based Game
156546,Acting, Card Drafting, Role Playing,NaN,NaN,NaN
478,Action Drafting, Card Drafting, Set Collection, Turn Order: Role Order, Variable Player Powers,NaN
194607,Deck, Push Your Luck,NaN,NaN,NaN,NaN
92415,Auction/Bidding, Hand Management, Player Elimination,NaN,NaN,NaN
31999,Grid Movement,NaN,NaN,NaN,NaN,NaN
73171,Action Points, Card Drafting, Dice Rolling, Grid Movement, Hand Management, Modular Board
34119,Dice Rolling, Narrative Choice / Paragraph, Point to Point Movement, Role Playing, Solo / Solitaire Game, Storytelling
244711,Card Drafting, Deck, Hand Management, Point to Point Movement, Tile Placement,NaN
475,Auction/Bidding, Card Drafting, Hand Management, Network and Route Building, Set Collection,NaN
241451,Card Drafting, Cooperative Game, Deck, Hand Management, Legacy Game, Solo / Solitaire Game
27173,Auction/Bidding, Auction: Dutch, Rondel, Tile Placement,NaN,NaN
193042,Hand Management, Player Elimination, Stacking and Balancing,NaN,NaN,NaN
163968,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
191862,Area Majority / Influence, Modular Board, Set Collection,NaN,NaN,NaN
372,Hand Management, Set Collection,NaN,NaN,NaN,NaN
3685,Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Secret Unit Deployment, Simultaneous Action Selection
215311,Auction/Bidding, Betting and Bluffing, Hand Management, Moving Multiple Units, Race, Variable Player Powers
9674,Hand Management, Highest-Lowest Scoring, Pattern Building, Team-Based Game, Tile Placement,NaN
20437,Area Majority / Influence, Dice Rolling, Tile Placement, Trading,NaN,NaN
192836,Area Movement, Card Drafting, Hand Management, Modular Board, Tile Placement, Worker Placement
221965,Hand Management, Trick-taking,NaN,NaN,NaN,NaN
205359,Dice Rolling, Hand Management, Variable Player Powers,NaN,NaN,NaN
169255,Card Drafting, Hand Management, Simultaneous Action Selection, Variable Player Powers,NaN,NaN
21790,Card Drafting, Hand Management, Network and Route Building, Set Collection,NaN,NaN
160010,Action Points, Area Movement, Dice Rolling, Player Elimination, Team-Based Game, Variable Phase Order
141572,Card Drafting, Cooperative Game, Deck,NaN,NaN,NaN
276025,Contracts, End Game Bonuses, Hand Management, Income, Point to Point Movement, Scenario / Mission / Campaign Game
22827,Area Majority / Influence, Area Movement, Deck, Modular Board, Order Counters, Variable Player Powers
6472,Area Movement, Auction/Bidding, Events, Hand Management, Memory, Order Counters
18,Action Queue, Bias, Grid Movement, Modular Board, Race, Simultaneous Action Selection
97842,Action Points, Hand Management, Worker Placement,NaN,NaN,NaN
155703,Action Points, Hand Management, Push Your Luck, Secret Unit Deployment, Simulation, Simultaneous Action Selection
39351,Commodity Speculation, Variable Player Powers,NaN,NaN,NaN,NaN
140603,Dice Rolling, Push Your Luck, Secret Unit Deployment, Set Collection, Time Track, Worker Placement
15363,Area Majority / Influence, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Take That
257499,Cooperative Game, Dice Rolling, Modular Board, Stat Check Resolution, Variable Player Powers,NaN
39938,Action Queue, Area Majority / Influence, Dice Rolling, Tile Placement, Variable Player Powers, Worker Placement
27746,Auction/Bidding, Dice Rolling, Roll / Spin and Move, Set Collection, Trading,NaN
260428,Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Solo / Solitaire Game
265736,Pattern Building,NaN,NaN,NaN,NaN,NaN
31730,Auction/Bidding, Auction: Turn Order Until Pass, Network and Route Building, Ownership, Stock Holding,NaN
2346,Grid Movement,NaN,NaN,NaN,NaN,NaN
133473,Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection,NaN,NaN
180974,Pattern Recognition, Set Collection, Take That,NaN,NaN,NaN
232043,Card Drafting, Enclosure, Tile Placement, Variable Phase Order,NaN,NaN
181530,Deck, Dice Rolling, Variable Player Powers,NaN,NaN,NaN
119432,Card Drafting, Hand Management, Worker Placement,NaN,NaN,NaN
209778,Communication Limits, Cooperative Game, Grid Movement, Modular Board, Variable Player Powers,NaN
144189,Area Majority / Influence, Solo / Solitaire Game, Variable Phase Order, Variable Player Powers,NaN,NaN
144797,Area Majority / Influence, Modular Board, Time Track, Variable Player Powers, Worker Placement, Worker Placement
17405,Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource
236191,Card Drafting, Hand Management, Variable Player Powers,NaN,NaN,NaN
151022,Card Drafting, Deck, Hand Management, Solo / Solitaire Game, Take That,NaN
11,Hand Management, Set Collection, Trading,NaN,NaN,NaN
159508,Area Majority / Influence, Area Movement, Modular Board,NaN,NaN,NaN
12942,Auction/Bidding, Increase Value of Unchosen Resources, Push Your Luck, Set Collection,NaN,NaN
42776,Area Movement, Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Hand Management, Modular Board
245934,Card Drafting, Tile Placement,NaN,NaN,NaN,NaN
9625,Area Majority / Influence, Area Movement, Auction/Bidding, Dice Rolling,NaN,NaN
113924,Action Points, Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Modular Board
1513,Dice Rolling, Hand Management, Simulation, Variable Player Powers, Voting,NaN
156009,Card Drafting, Push Your Luck, Set Collection,NaN,NaN,NaN
183251,Grid Movement, Network and Route Building, Race, Simultaneous Action Selection, Tile Placement,NaN
116998,Card Drafting, Deck, Hand Management,NaN,NaN,NaN
91312,Area Majority / Influence, Dice Rolling, Hand Management, Take That, Variable Player Powers,NaN
143519,Area Majority / Influence, Dice Rolling, Grid Movement, Modular Board, Square Grid,NaN
174785,Area Movement, Dice Rolling, Set Collection, Trading, Variable Player Powers,NaN
171,Grid Movement, Pattern Movement, Square Grid, Static Capture,NaN,NaN
271896,Dice Rolling, Modular Board, Pick-up and Deliver, Trading, Variable Player Powers,NaN
153938,Betting and Bluffing, Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN
130960,Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Secret Unit Deployment
6249,Card Drafting, Hand Management, Set Collection, Tile Placement,NaN,NaN
42215,Grid Movement, Hand Management, Hexagon Grid, Modular Board, Push Your Luck,NaN
172308,Area Movement, Hand Management, Pick-up and Deliver, Set Collection, Simultaneous Action Selection, Variable Phase Order
121408,Deck, Hand Management, Network and Route Building,NaN,NaN,NaN
58281,Action Points, Dice Rolling, Grid Movement, Hand Management, Take That, Variable Player Powers
150997,Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers
121288,Acting, Simultaneous Action Selection, Storytelling, Voting,NaN,NaN
163166,Role Playing, Traitor Game, Variable Player Powers, Voting,NaN,NaN
233312,Cooperative Game, Dice Rolling, Role Playing, Storytelling, Variable Player Powers,NaN
4390,Area Majority / Influence, Tile Placement,NaN,NaN,NaN,NaN
30869,Point to Point Movement, Set Collection, Time Track,NaN,NaN,NaN
50750,Area Majority / Influence, Card Drafting, Hand Management, Ownership, Worker Placement, Worker Placement
128780,Card Drafting, Simulation,NaN,NaN,NaN,NaN
142379,Area Movement, Card Drafting, Enclosure, Hexagon Grid, Modular Board, Tile Placement
3307,Action Points, Action Queue, Area Majority / Influence, Area Movement, Simultaneous Action Selection, Variable Phase Order
266524,Point to Point Movement, Set Collection, Worker Placement,NaN,NaN,NaN
240196,Cooperative Game, Dice Rolling, Grid Movement, Legacy Game, Modular Board, Player Elimination
134726,Area Majority / Influence, Hand Management, Take That, Variable Player Powers,NaN,NaN
131357,Memory, Player Elimination, Take That, Variable Player Powers,NaN,NaN
135219,Area Majority / Influence, Area Movement, Dice Rolling, Hand Management,NaN,NaN
212445,Critical Hits and Failures, Dice Rolling, Grid Movement, Movement Points, Variable Player Powers,NaN
181521,Cooperative Game, Dice Rolling, Role Playing, Solo / Solitaire Game, Variable Player Powers,NaN
84419,Auction/Bidding, Dice Rolling, Hexagon Grid, Paper-and-Pencil, Secret Unit Deployment, Simulation
24508,Modular Board, Tile Placement,NaN,NaN,NaN,NaN
65532,Action Points, Cooperative Game, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers
503,Chaining, Enclosure, Hexagon Grid, Network and Route Building,NaN,NaN
28023,Dice Rolling, Hand Management, Race, Simultaneous Action Selection,NaN,NaN
160495,Area Majority / Influence, Hand Management,NaN,NaN,NaN,NaN
1353,Acting, Communication Limits, Memory, Team-Based Game,NaN,NaN
196326,Hand Management, Player Elimination,NaN,NaN,NaN,NaN
205398,Card Drafting, Set Collection, Turn Order: Role Order, Variable Player Powers,NaN,NaN
180511,Action Points, Auction/Bidding, Card Drafting,NaN,NaN,NaN
70512,Area Majority / Influence, Modular Board, Point to Point Movement, Solo / Solitaire Game, Tile Placement, Worker Placement
88,Action Points, Area Majority / Influence, Enclosure, Grid Movement, Hand Management, Square Grid
156858,Action Points, Cooperative Game, Dice Rolling, Hand Management, Pick-up and Deliver, Point to Point Movement
126792,Grid Movement, Network and Route Building, Worker Placement,NaN,NaN,NaN
586,Campaign / Battle Card Driven, Hand Management, Relative Movement, Simulation, Variable Player Powers,NaN
117959,Area Majority / Influence, Dice Rolling,NaN,NaN,NaN,NaN
30380,Auction/Bidding, Hand Management, Market, Variable Phase Order, Voting,NaN
216734,Dice Rolling, Take That, Team-Based Game, Variable Player Powers,NaN,NaN
3201,Area Movement, Hand Management, Memory, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers
20963,Dice Rolling, Point to Point Movement, Secret Unit Deployment, Team-Based Game, Variable Player Powers,NaN
37904,Dice Rolling, Different Dice Movement, Grid Movement, Player Elimination, Push Your Luck, Race
21763,Grid Movement, Variable Player Powers,NaN,NaN,NaN,NaN
10547,Dice Rolling, Modular Board, Player Elimination, Role Playing, Storytelling, Team-Based Game
203416,Cooperative Game,NaN,NaN,NaN,NaN,NaN
155624,Dice Rolling, Grid Movement, Hidden Movement, Point to Point Movement, Secret Unit Deployment, Team-Based Game
