objectid,name,boardgamemechanic1,boardgamemechanic2,boardgamemechanic3,boardgamemechanic4,boardgamemechanic5,boardgamemechanic6
749,Dutch Mountains,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
750,Shocks & Scares,Roll / Spin and Move, Stock Holding,NaN,NaN,NaN,NaN
758,Balmy Balloonists,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
774,Buddel Bande,Memory, Secret Unit Deployment,NaN,NaN,NaN,NaN
778,Auction America  The Trivia Game for Any Collector,Trivia,NaN,NaN,NaN,NaN,NaN
780,Big Battle,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
797,Flucht aus Mangrovia,Hand Management,NaN,NaN,NaN,NaN,NaN
800,Camlyn's Destiny,Card Game, Dice, Fantasy, Medieval,NaN,NaN
830,FIB-OR-NOT?,Voting,NaN,NaN,NaN,NaN,NaN
868,Atlantis,Historien Spiele Galerie (Historien Spielegalerie),NaN,NaN,NaN,NaN,NaN
874,Pythago,Puzzle,NaN,NaN,NaN,NaN,NaN
892,Ad Mania,Acting,NaN,NaN,NaN,NaN,NaN
893,Smuggle,Cooperative Game,NaN,NaN,NaN,NaN,NaN
894,LifeLinks,Auction/Bidding, Betting and Bluffing, Cooperative Game, Trading,NaN,NaN
896,Stir Crazy,Party Game,NaN,NaN,NaN,NaN,NaN
897,Dear Abby,Party Game,NaN,NaN,NaN,NaN,NaN
898,Initial Reaction,Party Game, Trivia,NaN,NaN,NaN,NaN
907,Beheaded,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
913,High Bohn,Hand Management, Set Collection, Trading,NaN,NaN,NaN
926,The Cities and Knights of Catan,Dice Rolling, Hand Management, Memory, Modular Board, Network and Route Building, Trading
945,Nametrain,Dice, Memory, Music, Sports, Trivia, Word Game
946,Rolazone,Action / Dexterity, Sports,NaN,NaN,NaN,NaN
960,Grapple,Card Game, Fighting, Memory, Sports,NaN,NaN
961,ZOKI,Betting and Bluffing, Memory, Set Collection, Tile Placement, Trick-taking,NaN
962,Contango,Auction/Bidding, Commodity Speculation, Simultaneous Action Selection, Stock Holding, Trading,NaN
967,Kommissar X,Card Game, Memory,NaN,NaN,NaN,NaN
972,Seven Deadly Sins,Card Drafting, Roll / Spin and Move, Simultaneous Action Selection,NaN,NaN,NaN
975,The Keep,Cooperative Game,NaN,NaN,NaN,NaN,NaN
985,Corner the Market,Commodity Speculation, Stock Holding,NaN,NaN,NaN,NaN
989,1848,Card Game,NaN,NaN,NaN,NaN,NaN
992,Alcazar,Enclosure,NaN,NaN,NaN,NaN,NaN
994,Auf Trab im Sulkydrom,Racing, Sports,NaN,NaN,NaN,NaN
995,Svea Rike  Batalj,Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Simulation,NaN,NaN
1005,Der Tiger ist los,Cooperative Game, Roll / Spin and Move,NaN,NaN,NaN,NaN
1010,Diver,Schleef/Jacobsen,NaN,NaN,NaN,NaN,NaN
1015,Finger weg von Mona Lisa,Secret Unit Deployment, Team-Based Game,NaN,NaN,NaN,NaN
1016,Finito,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
1018,Galaxis,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
1020,Canyon  Grand Canyon,Card Game, Expansion for Base-game,NaN,NaN,NaN,NaN
1021,Harun,Auction/Bidding, Dice Rolling,NaN,NaN,NaN,NaN
1023,Himalaya,Hand Management, Point to Point Movement, Roll / Spin and Move,NaN,NaN,NaN
1027,Konzern,Card Game, Dice, Economic,NaN,NaN,NaN
1033,Xenophon  10,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
1046,Max.X,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1050,Momo,Cooperative Game, Storytelling,NaN,NaN,NaN,NaN
1051,Mutternland,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
1055,Paule Panik,Card Drafting,NaN,NaN,NaN,NaN,NaN
1056,Piratenpoker,Auction/Bidding, Card Drafting,NaN,NaN,NaN,NaN
1057,Pow Wow,Card Drafting, Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN
1058,Rockets,Card Game, Space Exploration,NaN,NaN,NaN,NaN
1061,Sansibar,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
1068,Ordino,Card Game, Racing,NaN,NaN,NaN,NaN
1069,Head Quarter,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
1075,Big Bang,Zoch Verlag,NaN,NaN,NaN,NaN,NaN
1077,Baubylon,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1080,Evolution,Prehistoric,NaN,NaN,NaN,NaN,NaN
1083,Hexenjagd,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1085,Kaminett,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1086,Der Schatz der Erdgeister,Fantasy, Memory,NaN,NaN,NaN,NaN
1088,Luftschl\u00f6sser,Schmidt Spiele,NaN,NaN,NaN,NaN,NaN
1089,Feuer und Wasser,Rock-Paper-Scissors,NaN,NaN,NaN,NaN,NaN
1092,Die Goldene Eins,Movies / TV / Radio theme,NaN,NaN,NaN,NaN,NaN
1097,Don't Give Up Your Day Job!,Acting, Cooperative Game, Singing,NaN,NaN,NaN
1100,Check the Ripper,ASS Altenburger Spielkarten,NaN,NaN,NaN,NaN,NaN
1104,Kiezk\u00f6nig,Heidelberger Spieleverlag,NaN,NaN,NaN,NaN,NaN
1114,Botany Bay,Economic,NaN,NaN,NaN,NaN,NaN
1129,Archimedes,Area Movement,NaN,NaN,NaN,NaN,NaN
1134,Road Warrior,Campaign / Battle Card Driven, Player Elimination, Roll / Spin and Move,NaN,NaN,NaN
1135,Quest For Power,Cooperative Game, Modular Board, Variable Player Powers,NaN,NaN,NaN
1137,Die Siedler von Catan  Das Buch zum Spielen,Dice Rolling, Modular Board, Pick-up and Deliver, Trading,NaN,NaN
1139,Fantastische Ballonreise,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1141,Pass the Gas,Aviation / Flight, Dice, Racing,NaN,NaN,NaN
1151,Money,Trading,NaN,NaN,NaN,NaN,NaN
1154,Nuts! To You,Abstract Strategy, Puzzle,NaN,NaN,NaN,NaN
1158,Rus',Variable Player Powers,NaN,NaN,NaN,NaN,NaN
1165,Delfino,Dice Rolling, Tile Placement,NaN,NaN,NaN,NaN
1166,Dow Jones,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1169,Geisterstunde,Childrens Game,NaN,NaN,NaN,NaN,NaN
1172,Lucky Five,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
1179,Tendix,db-Spiele,NaN,NaN,NaN,NaN,NaN
1180,Tower of Babylon,Freie Spiel,NaN,NaN,NaN,NaN,NaN
1181,Tschau Knacki,Card Game,NaN,NaN,NaN,NaN,NaN
1183,Walkabout,Paper-and-Pencil,NaN,NaN,NaN,NaN,NaN
1185,Casablanca,Betting and Bluffing, Set Collection,NaN,NaN,NaN,NaN
1186,C'est la Vie,Set Collection,NaN,NaN,NaN,NaN,NaN
1195,Cloudbusters,Science Fiction, Wargame,NaN,NaN,NaN,NaN
1201,Game,Card Game, Childrens Game, Puzzle, Sports,NaN,NaN
1204,RallySport Board Game,Cooperative Game, Team-Based Game,NaN,NaN,NaN,NaN
1214,Kommando,Card Game, Fighting,NaN,NaN,NaN,NaN
1220,Looping,Childrens Game, Racing,NaN,NaN,NaN,NaN
1223,Fat Cats,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
1224,Gods,Hexagon Grid, Variable Player Powers,NaN,NaN,NaN,NaN
1228,Maneuver,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
1236,So ein Zirkus,Memory,NaN,NaN,NaN,NaN,NaN
1238,Schlangennest,Tile Placement,NaN,NaN,NaN,NaN,NaN
1241,BattleGrid,Area-Impulse, Campaign / Battle Card Driven, Secret Unit Deployment,NaN,NaN,NaN
1248,Hacker II  The Dark Side,Card Game, Expansion for Base-game, Political,NaN,NaN,NaN
1274,Cue Me!,Dice Rolling, Team-Based Game,NaN,NaN,NaN,NaN
1292,Octet,Racing, Sports,NaN,NaN,NaN,NaN
1316,Plem Plem,Party Game,NaN,NaN,NaN,NaN,NaN
1320,The Dog's Meow,Card Game, Childrens Game, Real-time,NaN,NaN,NaN
1328,Contra,Tile Placement,NaN,NaN,NaN,NaN,NaN
1332,Ancient Empires,Action Points, Trading,NaN,NaN,NaN,NaN
1340,Doubloon Lagoon,Campaign / Battle Card Driven, Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN
1347,Simple GBoH,Ancient, Book, Expansion for Base-game, Wargame,NaN,NaN
1349,Atlantic,Stock Holding, Voting,NaN,NaN,NaN,NaN
1357,Play To Become a Millionaire,Trick-taking,NaN,NaN,NaN,NaN,NaN
1361,Die Siedler von Catan  Historische Szenarien II,Dice Rolling, Network and Route Building, Trading,NaN,NaN,NaN
1369,Earthdefenders,Wargame,NaN,NaN,NaN,NaN,NaN
1384,Abenteuer im Wichtelwald,Mythology,NaN,NaN,NaN,NaN,NaN
1385,Aber Hallo!,Trick-taking,NaN,NaN,NaN,NaN,NaN
1386,Alarm,Push Your Luck,NaN,NaN,NaN,NaN,NaN
1388,Alles klar?,Hand Management,NaN,NaN,NaN,NaN,NaN
1389,Alles oder Nichts,Trick-taking,NaN,NaN,NaN,NaN,NaN
1392,Banking,Dice Rolling, Stock Holding,NaN,NaN,NaN,NaN
1393,Basta!,Push Your Luck,NaN,NaN,NaN,NaN,NaN
1409,Spawn  The Game,Action Points, Tile Placement,NaN,NaN,NaN,NaN
1432,Breakout!,Modular Board, Roll / Spin and Move, Tile Placement,NaN,NaN,NaN
1438,Scre-e-ech!,Modular Board,NaN,NaN,NaN,NaN,NaN
1440,Dinoquest,Cooperative Game, Set Collection,NaN,NaN,NaN,NaN
1441,Turtles,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
1451,Dimenticato,Modular Board,NaN,NaN,NaN,NaN,NaN
1454,RYB,Trading,NaN,NaN,NaN,NaN,NaN
1455,Rocketball,Area-Impulse, Hexagon Grid, Tile Placement,NaN,NaN,NaN
1456,Run,Action Points, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1458,Peep War,Hexagon Grid, Modular Board,NaN,NaN,NaN,NaN
1462,Crazy Rummy,Set Collection,NaN,NaN,NaN,NaN,NaN
1466,Rebel Rails,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
1476,Entrepreneur,Card Game, Economic,NaN,NaN,NaN,NaN
1478,VI Caesars,Area Movement, Dice Rolling,NaN,NaN,NaN,NaN
1479,Towers of Wyoming,Set Collection,NaN,NaN,NaN,NaN,NaN
1481,Blind Ignorance,Deduction, Party Game, Trivia,NaN,NaN,NaN
1485,Domingo,Tile Placement,NaN,NaN,NaN,NaN,NaN
1486,Plunder,Set Collection, Variable Player Powers,NaN,NaN,NaN,NaN
1487,Another Day,Acting, Dice Rolling,NaN,NaN,NaN,NaN
1490,The Cigar Game,Set Collection,NaN,NaN,NaN,NaN,NaN
1492,Manic Minelayers,Abstract Strategy, Print & Play,NaN,NaN,NaN,NaN
1494,Bohnanza Erweiterungs-Set (Revised Edition),Hand Management, Set Collection, Trading,NaN,NaN,NaN
1495,Stash,Pick-up and Deliver,NaN,NaN,NaN,NaN,NaN
1507,Isis,Abstract Strategy, Ancient,NaN,NaN,NaN,NaN
1521,Supremacy  Warlords and Pirates of the Neutral Zones,Economic, Expansion for Base-game, Wargame,NaN,NaN,NaN
1523,Pharao,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1526,PitchCar Extension 1,Modular Board,NaN,NaN,NaN,NaN,NaN
1529,Ramses,Area Movement,NaN,NaN,NaN,NaN,NaN
1532,Supremacy  Resource Deck Two,Expansion for Base-game,NaN,NaN,NaN,NaN,NaN
1538,Het 1845 Spel,Commodity Speculation, Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN
1539,Amro-Dam,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
1541,Block Mania  Mega-Mania,Action Points,NaN,NaN,NaN,NaN,NaN
1548,Libero,Abstract Strategy, Sports,NaN,NaN,NaN,NaN
1553,Judge 'n' Jury,Team-Based Game,NaN,NaN,NaN,NaN,NaN
1554,Total Attack!! Soccer,Sports,NaN,NaN,NaN,NaN,NaN
1557,Space Empires,Hexagon Grid, Variable Player Powers,NaN,NaN,NaN,NaN
1564,Avant\u00e9,Set Collection,NaN,NaN,NaN,NaN,NaN
1565,Mississippi Queen  The Black Rose,Action Points, Grid Movement, Modular Board, Pick-up and Deliver, Race,NaN
1569,RoboRally  Armed and Dangerous,Modular Board, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1573,Banzai,Campaign / Battle Card Driven, Hand Management,NaN,NaN,NaN,NaN
1592,ChessMage  Deck of the Myriad Shards,Elemental Designer Games,NaN,NaN,NaN,NaN,NaN
1595,Tension,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1596,Nevo,Point to Point Movement,NaN,NaN,NaN,NaN,NaN
1600,Russian Roulette,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
1601,Ivy Towers,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1605,Ambush! Purple Heart,Action Points, Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN
1606,Ambush! Move Out!,Action Points, Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN
1609,Creature Features,Horror,NaN,NaN,NaN,NaN,NaN
1610,The Worlds of Boris Vallejo,Modular Board,NaN,NaN,NaN,NaN,NaN
1612,Ambush! Silver Star,Action Points, Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN
1624,Quest of the Magic Ring,Pick-up and Deliver, Roll / Spin and Move, Variable Player Powers,NaN,NaN,NaN
1630,Galileo,Betting and Bluffing, Tile Placement,NaN,NaN,NaN,NaN
1639,Archie Bunker's Card Game,Trick-taking,NaN,NaN,NaN,NaN,NaN
1643,Romeo und Julia,Trick-taking,NaN,NaN,NaN,NaN,NaN
1646,Maul of America  Chopping Maul,Modular Board,NaN,NaN,NaN,NaN,NaN
1652,Escape from the Casbah,Pick-up and Deliver, Roll / Spin and Move, Variable Player Powers,NaN,NaN,NaN
1655,Drinkers Wild,Humor,NaN,NaN,NaN,NaN,NaN
1658,Police State,Idea Development Company (IDEVCO), LA Producers Partnership,NaN,NaN,NaN,NaN
1659,Beat Detroit,Transportation,NaN,NaN,NaN,NaN,NaN
1661,Balance of Power,Dice Rolling, Point to Point Movement,NaN,NaN,NaN,NaN
1664,Heisse \u00d6fen,Dice Rolling, Modular Board, Push Your Luck,NaN,NaN,NaN
1667,Battle Hymn  Leatherneck,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
1670,Modern Naval Battles II  The Campaign Game,Action Points,NaN,NaN,NaN,NaN,NaN
1671,Modern Naval Battles III,Action Points,NaN,NaN,NaN,NaN,NaN
1675,Illuminati  Brainwash,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
1676,Blood Bowl  DeathZone,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
1677,Knightmare Chess 2,Grid Movement,NaN,NaN,NaN,NaN,NaN
1683,Hot Property!,Action Points,NaN,NaN,NaN,NaN,NaN
1685,Kremlin  Revolution,Expansion for Base-game,NaN,NaN,NaN,NaN,NaN
1689,War of the Networks,Auction/Bidding, Secret Unit Deployment, Simultaneous Action Selection, Tile Placement,NaN,NaN
1704,Attacke,Bluffing, Wargame,NaN,NaN,NaN,NaN
1728,Mouse,Action / Dexterity, Childrens Game, Real-time,NaN,NaN,NaN
1732,Bei Nacht und Nebel,Exploration, Memory,NaN,NaN,NaN,NaN
1733,Jago,Word Game,NaN,NaN,NaN,NaN,NaN
1734,Epicus,Cooperative Game,NaN,NaN,NaN,NaN,NaN
1736,Talisman  The Adventure,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
1737,Talisman Expansion Set,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
1739,Talisman Dragons,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
1740,Talisman City,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
1741,The Talisman Dungeon,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
1743,Talisman Timescape,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
1745,Heroes for Dungeonquest,Modular Board, Rock-Paper-Scissors, Role Playing, Tile Placement, Variable Player Powers,NaN
1746,Dungeonquest  Catacombs,Modular Board, Rock-Paper-Scissors, Tile Placement, Variable Player Powers,NaN,NaN
1747,Eyewitness Newsreel Challenge  A VCR Game,Movies / TV / Radio theme, Party Game, Trivia,NaN,NaN,NaN
1752,Haps,Secret Unit Deployment, Variable Player Powers,NaN,NaN,NaN,NaN
1754,Kiek,Splotter Spellen,NaN,NaN,NaN,NaN,NaN
1755,Fette K\u00fche,Farming,NaN,NaN,NaN,NaN,NaN
1756,Gossip,Splotter Spellen,NaN,NaN,NaN,NaN,NaN
1759,Advanced Heroquest  Terror in the Dark,Cooperative Game, Modular Board, Role Playing, Variable Player Powers,NaN,NaN
1761,HeroQuest  Return of the Witch Lord,Roll / Spin and Move, Team-Based Game, Variable Player Powers,NaN,NaN,NaN
1762,HeroQuest  Kellar's Keep,Roll / Spin and Move, Team-Based Game, Variable Player Powers,NaN,NaN,NaN
1763,HeroQuest  Barbarian Quest Pack,Cooperative Game, Role Playing, Variable Player Powers,NaN,NaN,NaN
1764,HeroQuest  Elf Quest Pack,Cooperative Game, Role Playing, Variable Player Powers,NaN,NaN,NaN
1765,HeroQuest  Against the Ogre Horde,Cooperative Game, Role Playing, Variable Player Powers,NaN,NaN,NaN
1767,HeroQuest  Wizards of Morcar,Cooperative Game, Role Playing, Variable Player Powers,NaN,NaN,NaN
1774,Sale of the Century,Commodity Speculation,NaN,NaN,NaN,NaN,NaN
1775,Password Plus,Deduction, Movies / TV / Radio theme, Puzzle, Word Game,NaN,NaN
1776,Divine Right  Scarlet Empire,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
1777,Dark World  Village of Fear,Role Playing,NaN,NaN,NaN,NaN,NaN
1778,Dark World  Dragon's Gate,Role Playing,NaN,NaN,NaN,NaN,NaN
1786,Og,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
1787,Pentacle,Card Game, Fantasy, Fighting, Medieval,NaN,NaN
1788,Phart!  The Dispersing,Action Queue,NaN,NaN,NaN,NaN,NaN
1789,Raiders and Traders  The Heroic Age of Greece,Ancient, Economic, Negotiation, Political, Wargame,NaN
1791,Space Race,Action Points, Tile Placement, Trading,NaN,NaN,NaN
1795,Risk \u00c9dition Napol\u00e9on  Extension Empire Ottoman,Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling,NaN,NaN
1798,Battle Dice,Action Points,NaN,NaN,NaN,NaN,NaN
1801,Clean Sweep,(Unknown),NaN,NaN,NaN,NaN,NaN
1807,Shrimpin',Card Game,NaN,NaN,NaN,NaN,NaN
1808,Witch Hunt,Card Game,NaN,NaN,NaN,NaN,NaN
1809,Rally,Racing,NaN,NaN,NaN,NaN,NaN
1813,Chalet,Abstract Strategy, City Building,NaN,NaN,NaN,NaN
1828,Doomsday Cult 2000,Card Game,NaN,NaN,NaN,NaN,NaN
1834,Chill Out!,Awesome Games,NaN,NaN,NaN,NaN,NaN
1838,The Who,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
1839,Odd Ball,Dice Rolling, Set Collection,NaN,NaN,NaN,NaN
1843,Hurricane,Coldicutt Games,NaN,NaN,NaN,NaN,NaN
1845,Zocker,Theta,NaN,NaN,NaN,NaN,NaN
1846,Zock,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1848,W\u00fcrfel-Duell,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1849,W\u00f6rtersee,Real-time, Word Game,NaN,NaN,NaN,NaN
1850,Wind City,Edition Perlhuhn (Gu00f6ttinger Spiele),NaN,NaN,NaN,NaN,NaN
1851,Mythrole  Merchants,Commodity Speculation, Trading,NaN,NaN,NaN,NaN
1852,Insikt,Trivia,NaN,NaN,NaN,NaN,NaN
1854,Foqus,Party Game, Trivia,NaN,NaN,NaN,NaN
1856,Geni 2000,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1858,Diamond City,Roll / Spin and Move, Set Collection,NaN,NaN,NaN,NaN
1862,Avalon,Set Collection, Trading,NaN,NaN,NaN,NaN
1863,Tatort Titanic,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
1864,Expedition Robinson,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
1868,Conquistador,Card Game, Economic, Renaissance,NaN,NaN,NaN
1870,Gold Train,American West, Economic, Trains, Transportation,NaN,NaN
1872,Hurricane  The Game of the Tropics,Grid Movement, Point to Point Movement, Roll / Spin and Move, Stock Holding,NaN,NaN
1880,Armour Quest  Qu\u00e6stro,Cooperative Game, Variable Player Powers,NaN,NaN,NaN,NaN
1882,Blazing Camels,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
1885,How Much for the Camel?,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
1889,Office Politics,Political,NaN,NaN,NaN,NaN,NaN
1893,Traffic Lights,Tile Placement,NaN,NaN,NaN,NaN,NaN
1895,Salamis,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
1900,Maul of America  Raid on the Mall,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
1903,Robert Ludlum's Game of Counter Espionage,Cooperative Game,NaN,NaN,NaN,NaN,NaN
1904,Babylon 5 Component Game System  Reinforcements Pack #1,Modular Board, Tile Placement, Variable Player Powers, Voting,NaN,NaN
1911,Hollywood for Sale,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
1914,Im 7. Himmel,Abstract Strategy, Fantasy,NaN,NaN,NaN,NaN
1918,REM,Set Collection,NaN,NaN,NaN,NaN,NaN
1921,Sovereign of the Seas,Pick-up and Deliver, Roll / Spin and Move,NaN,NaN,NaN,NaN
1928,Dark Continent,Area-Impulse, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1929,Bushido Denied  The Battles of Bataan and Corregidor,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
1930,Anti-Monopoly III  Washington-Moskau,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1944,Mogelei,Trick-taking,NaN,NaN,NaN,NaN,NaN
1948,Pratmakarna,Party Game, Word Game,NaN,NaN,NaN,NaN
1949,Ok\u00e4nd planet,Set Collection, Variable Player Powers,NaN,NaN,NaN,NaN
1951,Online,Word Game,NaN,NaN,NaN,NaN,NaN
1955,Star Wars Episode I  Attack on Naboo,Team-Based Game,NaN,NaN,NaN,NaN,NaN
1966,RoboRally  Radioactive,Modular Board, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1967,RoboRally  Grand Prix,Modular Board, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1968,RoboRally  Crash and Burn,Modular Board, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1971,Bump,Card Game,NaN,NaN,NaN,NaN,NaN
1976,Beutezug,Card Game,NaN,NaN,NaN,NaN,NaN
1978,Rasant,Card Game, Racing,NaN,NaN,NaN,NaN
1979,Da Capo!,Card Game,NaN,NaN,NaN,NaN,NaN
1980,Gold am Yukon,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1988,Outlaw Trail  The Western Game,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1990,The Great Canadian Pie,Economic, Negotiation, Political,NaN,NaN,NaN
1995,Excuses,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
1999,Utmaningen,Alga,NaN,NaN,NaN,NaN,NaN
2005,Ursuppe  Frisch Abgeschmeckt,Variable Player Powers,NaN,NaN,NaN,NaN,NaN
2006,Jati,Tile Placement,NaN,NaN,NaN,NaN,NaN
2007,Votum,Political,NaN,NaN,NaN,NaN,NaN
2008,Verflixt und Zugesperrt,Piatnik,NaN,NaN,NaN,NaN,NaN
2009,Tweedledum  The New Adventures with Alice in Wonderland,Dice Rolling, Memory, Point to Point Movement, Set Collection,NaN,NaN
2013,Till Eulenspiegel,Memory, Set Collection,NaN,NaN,NaN,NaN
2015,Das Magische Hexagon,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2017,Tempo,Betting and Bluffing, Hand Management,NaN,NaN,NaN,NaN
2018,Tango,Grid Movement,NaN,NaN,NaN,NaN,NaN
2019,Talking Stones,Party Game,NaN,NaN,NaN,NaN,NaN
2020,Steinbeisser,Schmidt Spiele,NaN,NaN,NaN,NaN,NaN
2021,Spirit,Hand Management,NaN,NaN,NaN,NaN,NaN
2026,Um Kopf und Kragen,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
2027,Der Schatz des Pharaos,Ancient, Card Game,NaN,NaN,NaN,NaN
2028,Sokrates,Set Collection,NaN,NaN,NaN,NaN,NaN
2029,Top Secret,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2032,Now You See It,Movies / TV / Radio theme, Word Game,NaN,NaN,NaN,NaN
2034,Eye Guess,Memory, Movies / TV / Radio theme, Trivia,NaN,NaN,NaN
2035,The Joker's Wild,Movies / TV / Radio theme, Trivia,NaN,NaN,NaN,NaN
2039,Barrier,Tile Placement,NaN,NaN,NaN,NaN,NaN
2041,They're at the Post,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
2045,Nomad,Team-Based Game, Trading,NaN,NaN,NaN,NaN
2046,Blue Stones,Hexagon Grid, Variable Player Powers,NaN,NaN,NaN,NaN
2048,Starships,Set Collection, Tile Placement,NaN,NaN,NaN,NaN
2050,Life & Death & An American Chainsaw,Campaign / Battle Card Driven,NaN,NaN,NaN,NaN,NaN
2053,The New Dungeon  Miniatures and Game Supplement,Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN,NaN
2054,Interaction,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
2056,Courier,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
2057,Starship Command II,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2058,Civilization West Extension Map,Area Movement, Commodity Speculation, Set Collection, Trading,NaN,NaN
2059,Airline,Pick-up and Deliver, Roll / Spin and Move,NaN,NaN,NaN,NaN
2062,Deal Me In,Set Collection, Tile Placement,NaN,NaN,NaN,NaN
2064,Neues aus dem Wichtelwald,Set Collection,NaN,NaN,NaN,NaN,NaN
2067,Double,Trick-taking,NaN,NaN,NaN,NaN,NaN
2071,B\u00fcro Crazy,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2084,Sherlock Holmes  The Game of the Great Detective,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2107,The Guru's Famous Baseball Game,Trading, Variable Player Powers,NaN,NaN,NaN,NaN
2108,Starwars,Area Movement, Dice Rolling, Set Collection,NaN,NaN,NaN
2109,The Game of Good Cooking,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2117,Scoop the Cash,Betting and Bluffing, Roll / Spin and Move,NaN,NaN,NaN,NaN
2118,Illya Kuryakin,Set Collection,NaN,NaN,NaN,NaN,NaN
2124,Total Depth,Betting and Bluffing, Commodity Speculation, Roll / Spin and Move, Team-Based Game,NaN,NaN
2141,Time Vectors,Pattern Building, Pattern Recognition,NaN,NaN,NaN,NaN
2142,GRYB Game System,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
2145,Domination,Abstract Strategy, Medieval,NaN,NaN,NaN,NaN
2152,Dingus,Set Collection,NaN,NaN,NaN,NaN,NaN
2155,Agent of Change,Crayon Rail System,NaN,NaN,NaN,NaN,NaN
