objectid,publisher,publisher,publisher,publisher,publisher,publisher
163170,Upper Deck Entertainment,NaN,NaN,NaN,NaN,NaN
32863,Imagination Games, Spin Master Ltd., Wiggity Bang Games,NaN,NaN,NaN
9929,Invicta Games, Clipper, Irwin Toy Ltd., Mako, Parker Brothers,NaN
5530,Casper, F.X. Schmid, Vini-Spil,NaN,NaN,NaN
144337,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
6766,FASA,NaN,NaN,NaN,NaN,NaN
4325,Parker Brothers,NaN,NaN,NaN,NaN,NaN
10688,TSR,NaN,NaN,NaN,NaN,NaN
2336,Three Wishes,NaN,NaN,NaN,NaN,NaN
1006,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
158771,Hogger Logger LLC,NaN,NaN,NaN,NaN,NaN
7982,SPI (Simulations Publications,NaN,NaN,NaN,NaN,NaN
3762,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
19349,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
43799,Decision Games (I), Kokusai-Tsushin Co.,NaN,NaN,NaN,NaN
2314,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
23723,Briarpatch,NaN,NaN,NaN,NaN,NaN
197435,Komo Games LTD,NaN,NaN,NaN,NaN,NaN
40908,Hasbro, Horn Abbot International,NaN,NaN,NaN,NaN
18464,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
3848,Ultimate Games,NaN,NaN,NaN,NaN,NaN
133423,Orchard Toys,NaN,NaN,NaN,NaN,NaN
107435,TDC Games,NaN,NaN,NaN,NaN,NaN
572,Oberon Games, Steve Jackson Games, Wingnut Games,NaN,NaN,NaN
3863,Victory Games (I),NaN,NaN,NaN,NaN,NaN
230768,Mysterious,NaN,NaN,NaN,NaN,NaN
5666,Parker Brothers, Tomy,NaN,NaN,NaN,NaN
235247,Crazy Pawn Games, River Horse Ltd., Tabletop Troubadour Games,NaN,NaN,NaN
219278,Upper Deck Entertainment,NaN,NaN,NaN,NaN,NaN
8332,Decision Games (I),NaN,NaN,NaN,NaN,NaN
24484,R&R Games,NaN,NaN,NaN,NaN,NaN
40507,Mattel,NaN,NaN,NaN,NaN,NaN
147685,Lacerta, Pegasus Spiele,NaN,NaN,NaN,NaN
41186,Hasbro, Parker Brothers, Parker Spiele,NaN,NaN,NaN
12130,Clash of Arms Games,NaN,NaN,NaN,NaN,NaN
6513,Coleco Industries, Croner, Dorcy Irwin, Drumond Park Ltd., Goliath B.V. (Board Game), Ideal
2140,Arasai Overseas Ltd, Klee,NaN,NaN,NaN,NaN
3203,John Sands Pty Ltd, Parker Brothers, Target Games, Volume Sprayer Mfg. Co. Inc., Waddingtons Games,NaN
98189,Cocktail Games,NaN,NaN,NaN,NaN,NaN
3016,Game Designers Workshop,NaN,NaN,NaN,NaN,NaN
84173,Mayfair Games, Sirius Products, Zvezda,NaN,NaN,NaN
12988,Offason, Peliko, Playroom Entertainment,NaN,NaN,NaN
33701,Creative Designs, Pressman Toy Corp., Traditional Game & Toy Company,NaN,NaN,NaN
133687,999 Games, Competo / Marektoy, Dr. Wood Challenge Centre, Four Esses, GameBrotherZ, Lu00fadilo
286547,AMIGO,NaN,NaN,NaN,NaN,NaN
80935,Le Joueur, Swan Panasia Co.,NaN,NaN,NaN,NaN
184044,Atheris Games,NaN,NaN,NaN,NaN,NaN
94958,Bioviva,NaN,NaN,NaN,NaN,NaN
8560,Family Games, Jenapharm, Zoch Verlag,NaN,NaN,NaN
5638,Parker Brothers,NaN,NaN,NaN,NaN,NaN
20018,Cwali,NaN,NaN,NaN,NaN,NaN
228501,Alderac Entertainment Group,NaN,NaN,NaN,NaN,NaN
75762,Game InVentorS, HUCH!, Trefl,NaN,NaN,NaN
8966,3W (World Wide Wargames),NaN,NaN,NaN,NaN,NaN
15712,(Public Domain), University Games,NaN,NaN,NaN,NaN
8904,Decision Games (I),NaN,NaN,NaN,NaN,NaN
103828,RBG, Rightgames RBG SIA,NaN,NaN,NaN,NaN
7631,The Games Gang, Not the Network Company,NaN,NaN,NaN,NaN
257851,Devir Games, Devir,NaN,NaN,NaN,NaN
123991,Edge Entertainment, HUCH!, Kikigagne?, Le Droit de Perdre,NaN,NaN
145621,Wiggity Bang Games,NaN,NaN,NaN,NaN,NaN
41095,Hasbro,NaN,NaN,NaN,NaN,NaN
8517,Front Porch Classics,NaN,NaN,NaN,NaN,NaN
101519,FoxMind,NaN,NaN,NaN,NaN,NaN
91448,Screenlife,NaN,NaN,NaN,NaN,NaN
3514,Milton Bradley, University Games,NaN,NaN,NaN,NaN
5304,The Avalon Hill Game Co,NaN,NaN,NaN,NaN,NaN
2669,Gamewright,NaN,NaN,NaN,NaN,NaN
41890,(Self-Published), Brain Games, Dino Toys s. r. o., G3, Goldmerk,NaN
2991,Future Games Ltd, Playtoy Industries,NaN,NaN,NaN,NaN
1306,Eagle-Gryphon Games, Xanadu Leisure,NaN,NaN,NaN,NaN
26700,N.V. Smeets & Schippers Amsterdam, Parker Brothers,NaN,NaN,NaN,NaN
34277,Clementoni,NaN,NaN,NaN,NaN,NaN
16088,Live Oak Games,NaN,NaN,NaN,NaN,NaN
92646,Ditoys, Drumond Park Ltd., Educa Borras, Estrela, Ravensburger Buchverlag, TF1 Games
11047,SPI (Simulations Publications, TSR,NaN,NaN,NaN,NaN
13262,MB Jeux, MB Juegos, MB Spellen, MB Spiele, Milton Bradley,NaN
13164,Invicta Games, Parker Brothers, Pressman Toy Corp., VEB Plastspielwaren Berlin,NaN,NaN
11600,Alga, Majora, Merit, U Group Holdings Ltd, United Toys, Waddingtons Games
130470,Tolman Games,NaN,NaN,NaN,NaN,NaN
169045,Cardinal,NaN,NaN,NaN,NaN,NaN
76443,Minion Games,NaN,NaN,NaN,NaN,NaN
2196,Hersch and Company, Western Publishing Company,NaN,NaN,NaN,NaN
170054,Accentuate Games Ltd., PlayMonster,NaN,NaN,NaN,NaN
3842,Mag Force 7,NaN,NaN,NaN,NaN,NaN
947,Popular de Juguetes, Pressman Toy Corp.,NaN,NaN,NaN,NaN
183532,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
4797,Denys Fisher Toys, Parker Brothers, Sterling Publishing Co.,NaN,NaN,NaN
12544,AMIGO, Wizards of the Coast,NaN,NaN,NaN,NaN
11800,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
146151,AMIGO, Giochi Uniti,NaN,NaN,NaN,NaN
9174,Editrice Giochi,NaN,NaN,NaN,NaN,NaN
33421,Gozer Games,NaN,NaN,NaN,NaN,NaN
147721,Lookout Games,NaN,NaN,NaN,NaN,NaN
2391,Golden,NaN,NaN,NaN,NaN,NaN
2068,Krimsus Krimskrams-Kiste,NaN,NaN,NaN,NaN,NaN
2190,Fleer/Skybox,NaN,NaN,NaN,NaN,NaN
136092,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
207975,Alderac Entertainment Group,NaN,NaN,NaN,NaN,NaN
172007,(Self-Published), Buffalo Games, Player Ten,NaN,NaN,NaN
134615,Grey Gnome Games,NaN,NaN,NaN,NaN,NaN
29119,Out of the Box Publishing,NaN,NaN,NaN,NaN,NaN
149069,Game Salute,NaN,NaN,NaN,NaN,NaN
6531,Bucephalus Games, Kenzer and Company,NaN,NaN,NaN,NaN
58713,dlp games,NaN,NaN,NaN,NaN,NaN
141250,Egmont Polska,NaN,NaN,NaN,NaN,NaN
98857,Mayday Games,NaN,NaN,NaN,NaN,NaN
15031,Piatnik, Zoch Verlag,NaN,NaN,NaN,NaN
33599,HABA,NaN,NaN,NaN,NaN,NaN
15195,USAopoly,NaN,NaN,NaN,NaN,NaN
187550,(Self-Published), Hasbro,NaN,NaN,NaN,NaN
4319,Decision Games (I),NaN,NaN,NaN,NaN,NaN
21209,(Web published), Looney Labs,NaN,NaN,NaN,NaN
13052,Aspen Brooks,NaN,NaN,NaN,NaN,NaN
22342,Lui-mu00eame,NaN,NaN,NaN,NaN,NaN
171424,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
5026,Editrice Giochi, Estrela, Parker Brothers,NaN,NaN,NaN
3030,Bookmark Verlag, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN
3080,Nelostuote Oy, Selchow & Righter, Spears Games, Stillmark Oy,NaN,NaN
169755,Big Fun Games (Board Game), Gameland u6e38u620fu5927u9646, Jolly Thinkers, Popcorn Games, SD Games,NaN
4897,Jax,NaN,NaN,NaN,NaN,NaN
181616,Main Street Publishing, Zoch Verlag,NaN,NaN,NaN,NaN
34825,The United States Playing Card Company,NaN,NaN,NaN,NaN,NaN
38227,Kuu017ania Gier,NaN,NaN,NaN,NaN,NaN
1303,Bookmark Verlag, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN
13879,Mattel, Screenlife,NaN,NaN,NaN,NaN
3633,Eagle-Gryphon Games, Pro Ludo, PS-Games,NaN,NaN,NaN
148628,Legend Express,NaN,NaN,NaN,NaN,NaN
39431,Discovery Bay Games, Geotoys,NaN,NaN,NaN,NaN
8400,Intelectual Technologies,NaN,NaN,NaN,NaN,NaN
1657,Tilsit,NaN,NaN,NaN,NaN,NaN
109932,(Self-Published), Edge Entertainment, Fun to 11,NaN,NaN,NaN
12976,Damm / Egmont,NaN,NaN,NaN,NaN,NaN
8177,Sababa Toys,NaN,NaN,NaN,NaN,NaN
5433,Hasbro, MB Jeux, MB Juegos, MB Spiele, Milton Bradley,NaN
182380,Sanoma Pro,NaN,NaN,NaN,NaN,NaN
24743,Portal Games,NaN,NaN,NaN,NaN,NaN
37382,Hasbro, Kod Kod, Parker Brothers,NaN,NaN,NaN
139894,Munji Studios,NaN,NaN,NaN,NaN,NaN
63899,LEGO,NaN,NaN,NaN,NaN,NaN
166661,u00d6sterreichisches Spiele Museum e.V.,NaN,NaN,NaN,NaN,NaN
32702,Chronicle Books,NaN,NaN,NaN,NaN,NaN
78436,Mattel,NaN,NaN,NaN,NaN,NaN
32431,Zoch Verlag,NaN,NaN,NaN,NaN,NaN
6620,Rogue Publishing,NaN,NaN,NaN,NaN,NaN
1908,Jolly Games,NaN,NaN,NaN,NaN,NaN
997,Hans im Glu00fcck,NaN,NaN,NaN,NaN,NaN
633,Asmodee, Cutting Edge Games, Kaissa Chess & Games, Mayfair Games,NaN,NaN
762,Placebo Press,NaN,NaN,NaN,NaN,NaN
97287,W. Nostheide Verlag GmbH,NaN,NaN,NaN,NaN,NaN
172257,KOSMOS,NaN,NaN,NaN,NaN,NaN
15791,CEFA (Celulosa Fabril S. A.), Ruibal Hermanos S.A.,NaN,NaN,NaN,NaN
4788,CEJI, Interlude, Pressman Toy Corp.,NaN,NaN,NaN
38359,BeWitched Spiele, Rio Grande Games,NaN,NaN,NaN,NaN
808,Playco Hawaii,NaN,NaN,NaN,NaN,NaN
15819,Action Games and Toys Ltd, Spran Enterprises,NaN,NaN,NaN,NaN
1937,Adlung-Spiele,NaN,NaN,NaN,NaN,NaN
260942,Hasbro,NaN,NaN,NaN,NaN,NaN
20217,Gigamic, Lautapelit.fi,NaN,NaN,NaN,NaN
139975,Continuum Games,NaN,NaN,NaN,NaN,NaN
158947,(Web published),NaN,NaN,NaN,NaN,NaN
12491,Mattel,NaN,NaN,NaN,NaN,NaN
57239,Discovery Bay Games,NaN,NaN,NaN,NaN,NaN
4676,3W (World Wide Wargames),NaN,NaN,NaN,NaN,NaN
14342,Screenlife,NaN,NaN,NaN,NaN,NaN
4885,Parker Brothers,NaN,NaN,NaN,NaN,NaN
16873,Fun Factory Games,NaN,NaN,NaN,NaN,NaN
3525,B. E. Game Corp,NaN,NaN,NaN,NaN,NaN
51505,Pressman Toy Corp.,NaN,NaN,NaN,NaN,NaN
8484,Component Game Systems, Fanpro,NaN,NaN,NaN,NaN
104770,Hasbro, Kod Kod,NaN,NaN,NaN,NaN
126234,BOARD TO DEATH,NaN,NaN,NaN,NaN,NaN
21150,Grimpeur, Japon Brand, Z-Man Games,NaN,NaN,NaN
94486,Magellan, Peaceable Kingdom,NaN,NaN,NaN,NaN
37490,Continuum Games,NaN,NaN,NaN,NaN,NaN
3914,Estrela, Hasbro, MB Giochi, MB Jeux, MB Spellen, MB Spiele
151847,(Self-Published),NaN,NaN,NaN,NaN,NaN
3884,Andon Unlimited, Cheapass Games,NaN,NaN,NaN,NaN
17700,Cartamundi, Shuffle, Waddingtons Games, Winning Moves UK Ltd.,NaN,NaN
7471,Arxon, Berwicks Toy Co. Ltd., Ideal, Wiggins Teape,NaN,NaN
171547,FoxGames, HUCH!, Viravi Edicions,NaN,NaN,NaN
2513,Spieltrieb,NaN,NaN,NaN,NaN,NaN
4502,Zoch Verlag,NaN,NaN,NaN,NaN,NaN
663,Iron Bear Studios,NaN,NaN,NaN,NaN,NaN
1542,Games Workshop Ltd.,NaN,NaN,NaN,NaN,NaN
156118,(Self-Published), The Game Crafter, Knight Games (II),NaN,NaN,NaN
87748,Cayro Juegos, Edigru00e1fica Games,NaN,NaN,NaN,NaN
3298,Laser plus, Zoch Verlag,NaN,NaN,NaN,NaN
595,Cheapass Games,NaN,NaN,NaN,NaN,NaN
11826,Social Games,NaN,NaN,NaN,NaN,NaN
40236,Z-Man Games,NaN,NaN,NaN,NaN,NaN
3020,Hasbro, Parker Brothers, USAopoly,NaN,NaN,NaN
4735,Ragnar Brothers,NaN,NaN,NaN,NaN,NaN
5715,Borras Plana S.A., Editrice Giochi, Estrela, HEMA, Klee, Nathan
3753,Lugano Toys, The Toy Company Argentina S.R.L.,NaN,NaN,NaN,NaN
147523,Hasbro,NaN,NaN,NaN,NaN,NaN
197068,Dice Hate Me Studio,NaN,NaN,NaN,NaN,NaN
43233,A&KJ Productions, Winning Moves Germany,NaN,NaN,NaN,NaN
5209,F.X. Schmid, Schmidt Spiele,NaN,NaN,NaN,NaN
136554,Marbles: The Brain Store,NaN,NaN,NaN,NaN,NaN
195696,(Unknown), Golden Bell Games, Paradox Interactive (I),NaN,NaN,NaN
8247,Goldsieber Spiele,NaN,NaN,NaN,NaN,NaN
1994,Distant Seas Publishing,NaN,NaN,NaN,NaN,NaN
10257,XTR Corp,NaN,NaN,NaN,NaN,NaN
29268,Diset S. A., Jumbo, Nordic Games GmbH,NaN,NaN,NaN
6524,Pressman Toy Corp.,NaN,NaN,NaN,NaN,NaN
262381,theory11,NaN,NaN,NaN,NaN,NaN
207917,3DTotal Games,NaN,NaN,NaN,NaN,NaN
40433,Milton Bradley, Parker Spiele,NaN,NaN,NaN,NaN
4560,Parker Brothers,NaN,NaN,NaN,NaN,NaN
233994,Asmodee, Buffalo Games, Competo / Marektoy,NaN,NaN,NaN
1524,Cheapass Games,NaN,NaN,NaN,NaN,NaN
99254,Hasbro, Parker Brothers, USAopoly,NaN,NaN,NaN
18812,(Public Domain), Front Porch Classics,NaN,NaN,NaN,NaN
7869,Pin International,NaN,NaN,NaN,NaN,NaN
23200,Clementoni,NaN,NaN,NaN,NaN,NaN
137201,Game Salute, Waits In Graves,NaN,NaN,NaN,NaN
9959,Wizards of the Coast,NaN,NaN,NaN,NaN,NaN
72957,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
11528,Decision Games (I),NaN,NaN,NaN,NaN,NaN
1221,Berliner Spielkarten, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN
97824,(Web published), Asmadi Games,NaN,NaN,NaN,NaN
3483,AMIGO, Gamewright,NaN,NaN,NaN,NaN
2074,Flying Turtle Games,NaN,NaN,NaN,NaN,NaN
5244,Kenner, Parker Brothers,NaN,NaN,NaN,NaN
89931,LEGO,NaN,NaN,NaN,NaN,NaN
297,Casper, Target Games,NaN,NaN,NaN,NaN
178569,(Self-Published),NaN,NaN,NaN,NaN,NaN
5688,Games Workshop Ltd.,NaN,NaN,NaN,NaN,NaN
28063,Identity Games International B.V.,NaN,NaN,NaN,NaN,NaN
5646,Goliath B.V. (Board Game), Perry en Co (Penco), Sio, Victory Spelen,NaN,NaN
165414,A-games (Board Game),NaN,NaN,NaN,NaN,NaN
10345,Clipper, Miro Company, Murfett, Parker Spiele, Waddingtons Games,NaN
136285,KOSMOS,NaN,NaN,NaN,NaN,NaN
146104,R&R Games,NaN,NaN,NaN,NaN,NaN
138195,nestorgames,NaN,NaN,NaN,NaN,NaN
71837,NECA, WizKids,NaN,NaN,NaN,NaN
28834,Competo / Marektoy, Drei Magier Spiele,NaN,NaN,NaN,NaN
58396,University Games,NaN,NaN,NaN,NaN,NaN
149324,(Self-Published),NaN,NaN,NaN,NaN,NaN
11052,Hasbro, Hassenfeld Brothers Inc.,NaN,NaN,NaN,NaN
72535,Game Knight Games,NaN,NaN,NaN,NaN,NaN
27552,Minerva,NaN,NaN,NaN,NaN,NaN
174065,Egmont Polska,NaN,NaN,NaN,NaN,NaN
3189,Cadaco,NaN,NaN,NaN,NaN,NaN
269573,Playroom Entertainment, Ultra PRO,NaN,NaN,NaN,NaN
5527,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
740,Decision Games (I),NaN,NaN,NaN,NaN,NaN
50458,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
88554,Discovery Communications Inc., Wonder Forge, ZimZala Games,NaN,NaN,NaN
29019,Lizardy,NaN,NaN,NaN,NaN,NaN
4374,Discovery Toys, Shoptaugh Games, University Games, Xiao Guai Dan,NaN,NaN
2430,3M,NaN,NaN,NaN,NaN,NaN
38860,Outplay Games,NaN,NaN,NaN,NaN,NaN
285064,Pegasus Spiele, Ediciones MasQueOca, Gigamic, White Goblin Games,NaN,NaN
5742,Invicta Games, Vic-Toy,NaN,NaN,NaN,NaN
149611,(Self-Published),NaN,NaN,NaN,NaN,NaN
21807,AMIGO, Piatnik, Playroom Entertainment, Staupe Spiele,NaN,NaN
62478,Krok Nik Douil editions,NaN,NaN,NaN,NaN,NaN
19425,Scribabs,NaN,NaN,NaN,NaN,NaN
26778,Portal Games,NaN,NaN,NaN,NaN,NaN
42062,R&R Games,NaN,NaN,NaN,NaN,NaN
89926,LEGO,NaN,NaN,NaN,NaN,NaN
7069,Dead Ant Games,NaN,NaN,NaN,NaN,NaN
170190,Baksha Games,NaN,NaN,NaN,NaN,NaN
1414,The Avalon Hill Game Co, Sports Illustrated, Time Life,NaN,NaN,NaN
9541,Pressman Toy Corp.,NaN,NaN,NaN,NaN,NaN
3745,Bioviva, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN
3398,Playroom Entertainment,NaN,NaN,NaN,NaN,NaN
21631,AMIGO,NaN,NaN,NaN,NaN,NaN
206410,apauling games,NaN,NaN,NaN,NaN,NaN
1099,Brio AB, Editrice Giochi, Golden, El Greco, Hasbro, MB Giochi
201842,Blue Orange (EU), Blue Orange Games,NaN,NaN,NaN,NaN
23812,Fanpro,NaN,NaN,NaN,NaN,NaN
86443,999 Games,NaN,NaN,NaN,NaN,NaN
179876,Qullus Games,NaN,NaN,NaN,NaN,NaN
8193,Guidon Games, TSR,NaN,NaN,NaN,NaN
2370,G2 Games  (Board Games), Gamewright,NaN,NaN,NaN,NaN
54395,Gigamic, Ludically, Z-Man Games,NaN,NaN,NaN
137669,Edge Entertainment, Fantasy Flight Games, Giochi Uniti,NaN,NaN,NaN
2749,Eagle-Gryphon Games,NaN,NaN,NaN,NaN,NaN
169558,GDM Games,NaN,NaN,NaN,NaN,NaN
1672,Victory Games (I),NaN,NaN,NaN,NaN,NaN
6563,Milton Bradley,NaN,NaN,NaN,NaN,NaN
18164,Borras Plana S.A., Miro Company, Parker Brothers, Remoundo, Winning Moves France,NaN
5084,MB Giochi, MB Jeux, MB Spellen, Milton Bradley,NaN,NaN
9578,Milton Bradley,NaN,NaN,NaN,NaN,NaN
22595,Indie Entertainment,NaN,NaN,NaN,NaN,NaN
144790,Dice Hate Me Studio,NaN,NaN,NaN,NaN,NaN
39,Eon,NaN,NaN,NaN,NaN,NaN
172707,Z OR ALIVE CIE,NaN,NaN,NaN,NaN,NaN
19447,Specialty Board Games,NaN,NaN,NaN,NaN,NaN
55279,Catalyst Game Labs, Closet Nerd Games,NaN,NaN,NaN,NaN
167850,Noris Spiele,NaN,NaN,NaN,NaN,NaN
13115,999 Games, AMIGO, Korea Boardgames co., Shafir Games (u05d4u05deu05e9u05d7u05e7u05d9u05dd u05e9u05dc u05d7u05d9u05d9u05dd u05e9u05e4u05d9u05e8),NaN,NaN
131164,Asmodee, Goliath B.V. (Board Game),NaN,NaN,NaN,NaN
18097,Parker Brothers,NaN,NaN,NaN,NaN,NaN
31069,Giochix.it,NaN,NaN,NaN,NaN,NaN
95589,(Web published), Good Little Games, Robin Red Games, Surprised Stare Games Ltd,NaN,NaN
21622,Hasbro, Parker Brothers, USAopoly,NaN,NaN,NaN
2392,Alga, Brohm-Parker-Spiele, Cadaco, Capiu00e9pa - Jeux u00c9ducatifs, Cayro Juegos, CEFA (Celulosa Fabril S. A.)
605,Doris & Frank,NaN,NaN,NaN,NaN,NaN
18895,Hasbro,NaN,NaN,NaN,NaN,NaN
58375,Edition Erlku00f6nig, Sphinx Spieleverlag,NaN,NaN,NaN,NaN
188576,(Self-Published),NaN,NaN,NaN,NaN,NaN
408,AMIGO, Card World, Lu00e9zu00e9ditions du Yu00e9ti, Matagot, West End Games, Yeti Entertainment
675,(Self-Published), TSR,NaN,NaN,NaN,NaN
13350,(Public Domain), (Unknown), Carlit, Dujardin, Ets. Couvat, Jumbo
8100,Gestion Group-Or, Productions Frik International,NaN,NaN,NaN,NaN
2664,Parker Brothers,NaN,NaN,NaN,NaN,NaN
6874,Edition Perlhuhn (Gu00f6ttinger Spiele), KOSMOS, W. Keller & Co,NaN,NaN,NaN
11563,Decision Games (I),NaN,NaN,NaN,NaN,NaN
89976,Libellud,NaN,NaN,NaN,NaN,NaN
6977,Milton Bradley,NaN,NaN,NaN,NaN,NaN
4042,Golden, Western Publishing Company,NaN,NaN,NaN,NaN
1802,Queen Games, (Public Domain),NaN,NaN,NaN,NaN
162915,Swan Panasia Co.,NaN,NaN,NaN,NaN,NaN
33023,Hasbro, Parker Brothers,NaN,NaN,NaN,NaN
22380,Specialty Board Games, Tilsit,NaN,NaN,NaN,NaN
10303,Blacksburg Tactical Research Center,NaN,NaN,NaN,NaN,NaN
5621,Cheapass Games,NaN,NaN,NaN,NaN,NaN
1636,Questone Marketing,NaN,NaN,NaN,NaN,NaN
74310,Decision Games (I), Kokusai-Tsushin Co.,NaN,NaN,NaN,NaN
24706,S.G. Games,NaN,NaN,NaN,NaN,NaN
3324,Franz Schmidt, Giochiclub, John Waddington Ltd., Miro Company, Waddingtons Games,NaN
4893,MB Spiele, Milton Bradley,NaN,NaN,NaN,NaN
2925,Ideal, tjitji toys,NaN,NaN,NaN,NaN
1184,Hans im Glu00fcck, Mattel,NaN,NaN,NaN,NaN
5347,Imagineering Design,NaN,NaN,NaN,NaN,NaN
100374,(Web published),NaN,NaN,NaN,NaN,NaN
160067,Gorilla Games,NaN,NaN,NaN,NaN,NaN
10511,Drei Magier Spiele, Selecta Spielzeug,NaN,NaN,NaN,NaN
6499,Binary Arts, ThinkFun,NaN,NaN,NaN,NaN
1200,Sagarian Corporation,NaN,NaN,NaN,NaN,NaN
16158,Alga, Damm / Egmont, Drechsler, Oy Fenno-Alga Ab, Sesam,NaN
333,AS Manufacturas, Borras Plana S.A., Carlit, Clipper, Estrela, Hasbro
97888,Hasbro,NaN,NaN,NaN,NaN,NaN
5361,Milton Bradley,NaN,NaN,NaN,NaN,NaN
1473,KP Games,NaN,NaN,NaN,NaN,NaN
6681,MB Giochi, MB Juegos, Milton Bradley,NaN,NaN,NaN
9227,Kheper Games,NaN,NaN,NaN,NaN,NaN
3271,Steve Jackson Games,NaN,NaN,NaN,NaN,NaN
3342,ASL Pastimes Limited,NaN,NaN,NaN,NaN,NaN
26540,Avalanche Press Ltd.,NaN,NaN,NaN,NaN,NaN
13384,Mongoose Publishing,NaN,NaN,NaN,NaN,NaN
17579,Gamewright,NaN,NaN,NaN,NaN,NaN
22801,HaPe International,NaN,NaN,NaN,NaN,NaN
6006,3W (World Wide Wargames),NaN,NaN,NaN,NaN,NaN
58253,Bananagrams,NaN,NaN,NaN,NaN,NaN
3253,Pressman Toy Corp.,NaN,NaN,NaN,NaN,NaN
32684,Mattel, Screenlife,NaN,NaN,NaN,NaN
4866,John Sands Pty Ltd, Milton Bradley, Traffic Game Inc., Winning Moves Games (USA),NaN,NaN
5839,Horn Abbot Ltd., Parker Brothers,NaN,NaN,NaN,NaN
209378,Tactic,NaN,NaN,NaN,NaN,NaN
2492,Blatz, Edition Perlhuhn (Gu00f6ttinger Spiele), Schmidt Spiele,NaN,NaN,NaN
13916,Crown & Andrews Ltd., Nordic Games GmbH, Upstarts,NaN,NaN,NaN
5841,The Games Gang, Huki, Petermark, Western Publishing Company,NaN,NaN
13412,Fundex, IMC Toys, Paul Lamond Games Ltd,NaN,NaN,NaN
38577,Hasbro, Parker Brothers,NaN,NaN,NaN,NaN
4023,Steve Jackson Games,NaN,NaN,NaN,NaN,NaN
253048,(Self-Published),NaN,NaN,NaN,NaN,NaN
8210,USAopoly,NaN,NaN,NaN,NaN,NaN
2408,Mad Hatters Toy & Game Factory,NaN,NaN,NaN,NaN,NaN
155465,Wargi Studios,NaN,NaN,NaN,NaN,NaN
129469,963.com, Alderac Entertainment Group, Hobby World, Japon Brand, TAMAKONNYAKU label,NaN
5886,AMIGO,NaN,NaN,NaN,NaN,NaN
154085,Right After Then Design LLC,NaN,NaN,NaN,NaN,NaN
535,Milton Bradley,NaN,NaN,NaN,NaN,NaN
94684,Spontuneous Games, WOW! What a World of Entertainment AB,NaN,NaN,NaN,NaN
232351,Catalyst Game Labs,NaN,NaN,NaN,NaN,NaN
39898,Haywire Group,NaN,NaN,NaN,NaN,NaN
26017,Rainbow Games, Wiggles 3D,NaN,NaN,NaN,NaN
175730,(Self-Published),NaN,NaN,NaN,NaN,NaN
12296,Fantasy Flight Games,NaN,NaN,NaN,NaN,NaN
162571,(Self-Published), Hidden Ladder Games,NaN,NaN,NaN,NaN
170395,Game Salute,NaN,NaN,NaN,NaN,NaN
5564,Milton Bradley,NaN,NaN,NaN,NaN,NaN
2643,TSR,NaN,NaN,NaN,NaN,NaN
1084,KOSMOS,NaN,NaN,NaN,NaN,NaN
28301,Hasbro,NaN,NaN,NaN,NaN,NaN
5810,Horn Abbot Ltd., Parker Brothers,NaN,NaN,NaN,NaN
4952,Parker Brothers,NaN,NaN,NaN,NaN,NaN
24447,McNeill Designs,NaN,NaN,NaN,NaN,NaN
298,F.X. Schmid,NaN,NaN,NaN,NaN,NaN
23598,Playroom Entertainment,NaN,NaN,NaN,NaN,NaN
1941,Alga, Brio AB, Joker,NaN,NaN,NaN
13951,Hasbro, Jumbo, MB Jeux, MB Juegos, Milton Bradley,NaN
21967,Hasbro, Horn Abbot Ltd., Parker Brothers,NaN,NaN,NaN
35468,KOSMOS,NaN,NaN,NaN,NaN,NaN
2866,Bambola, Condor, Ideal, John Adams Toys, Toy Brokers Ltd,NaN
275,Incredible Game Company,NaN,NaN,NaN,NaN,NaN
2724,Yaquinto,NaN,NaN,NaN,NaN,NaN
6647,(Self-Published), Otto Maier Verlag, Ravensburger Spieleverlag GmbH,NaN,NaN,NaN
8996,Diset S. A., The Games Gang, Hasbro, Mattel, Parker Brothers, Pictionary
20139,Adlung-Spiele,NaN,NaN,NaN,NaN,NaN
7552,Out of the Box Publishing,NaN,NaN,NaN,NaN,NaN
230995,Giochi Uniti, Stratelibri,NaN,NaN,NaN,NaN
2357,Schmidt Spiele,NaN,NaN,NaN,NaN,NaN
